verdict,text,part,mapped_category
SH-20-05-28746-251,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",nothing,מידע אחר
SH-20-05-28746-251,"חוק העונשין, תשל""ז-1977: סע'  29(א), 192",nothing,מידע אחר
SH-20-05-28746-251,"פקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], תשכ""ט-1969",nothing,מידע אחר
SH-20-05-28746-251,"הנאשם הורשע על יסוד הודאתו שניתנה במסגרת הסדר טיעון – בתיק העיקרי שבכותרת וכן בת""פ 31327-12-20 (להלן – התיק המצורף) – בביצוע עבירות של סחר בסמים מסוכנים (בשני אישומים, אחד מהם בגין סחר בצוותא), לפי הוראות סעיף 13 וסעיף 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן – פקודת הסמים המסוכנים), ועבירה של איומים, לפי הוראות סעיף 192 לחוק העונשין, תשל""ז-1977 (להלן – חוק העונשין).",רקע כללי:,עובדות המקרה
SH-20-05-28746-251,"אישום 1 – ביום 13.11.2018, בשעה 18:30 או קודם לכן התכתבה פלונית עם אדם אחר, באמצעות אפליקציית טלגראס, וביקשה לרכוש סמים מסוכנים מסוג קנבוס במשקל של 5 גרם בתמורה לסך של 350 ₪. האחר שלח לנאשם מסרון ובו כתובתה של פלונית בהרצליה וכן פרטי ההזמנה. בהמשך לכך, בשעה 18:30 לערך, הגיע הנאשם לכתובתה של פלונית ומכר לה את הסמים המבוקשים.","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
SH-20-05-28746-251,"אישום 2 – ביום 14.11.2018 בשעה 21:00 או בסמוך לכך ברחוב בראשון לציון, סחר הנאשם בסמים מסוכנים מסוג קנבוס, במשקל של 15 גרם, בכך שמכר את הסמים לאלמונית בתמורה לסכום של 800 ₪.","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
SH-20-05-28746-251,"על רקע עובדות נטענות אלה הואשם הנאשם, בכתב האישום המתוקן בתיק העיקרי, בביצוע שתי עבירות של סחר בסמים מסוכנים כאמור בפסקה 1 דלעיל, כאשר באישום 1 דובר בביצוע בצוותא (כלומר בצירוף הוראות סעיף 29(א) לחוק העונשין).","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
SH-20-05-28746-251,"בעובדות כתב האישום המתוקן בתיק המצורף נטען, בתמצית, כלהלן:","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
SH-20-05-28746-251,"ביום 21.01.2018, בשעה 00:46 או בסמוך לכך, הוזעקו שוטרים לרחוב קהילת ברזיל בתל אביב בעקבות דיווח הקמת רעש של צעקות ומוזיקה מאחת הדירות במקום. שוטרת שהגיעה למקום דפקה על דלת הדירה שממנה בקע הרעש וביקשה מבעל הדירה להזדהות בפניה. משסירב בעל הדירה להזדהות הגיע הנאשם והחל לאיים על השוטרת, באומרו: ""אני אעשה לך כמו שעשינו לזקן פה למטה, נטפל בך היטב... סעי סעי בואי אני אטפל בך למטה"".","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
SH-20-05-28746-251,"השוטרת הזעיקה סיוע למקום ובמקביל אחרים שהיו בדירה החלו לצעוק ולקרוא קריאות וביקשו ממנה לצאת מהמקום. השוטרת ביקשה מהנוכחים בדירה להישאר בתוכה. בהמשך למתואר לעיל הובא הנאשם בניידת משטרה לתחנה, כאשר במהלך הנסיעה איים הנאשם על שוטר , באומרו: ""אני עוד אגיע עד אליך אל תדאג, אתה לא מכיר אותי ואתה לא יודע על מי נפלת"".","בעובדות כתב האישום המתוקן בתיק העיקרי נטען, בתמצית, כלהלן:",עובדות המקרה
