verdict,text,part,mapped_category
SH-21-02-40908-370,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13, 19א, 36א(ב)","4. שלו ממן – בימ""ש קהילתי",מידע אחר
SH-21-02-40908-370,"חוק העונשין, תשל""ז-1977: סע'  29(א)","4. שלו ממן – בימ""ש קהילתי",מידע אחר
SH-21-02-40908-370,"הנאשם הודה בעובדות כתב אישום מתוקן שהוגש במסגרת הסדר דיוני, בגין חלקו בפרשייה בה הואשמו שלושה נאשמים נוספים יחד עמו, כשהאחרים הואשמו בהיקף נרחב של עבירות סחר בסמים. הנאשם הורשע בשתי עבירות סחר והספקת סמים בצוותא, לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן: ""פקודת הסמים"") ו-29(א) לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין""), ובעבירה של החזקת סם לצריכה עצמית, לפי סעיף 7(א) ו-(ג) סיפא לפקודת הסמים, כמפורט להלן:",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"באישום השלישי, הודה הנאשם בכך שביום 11.6.2020, לאחר תיאום בין נאשם 1 ו-א""פ, הגיע הנאשם למקום עבודתו של א""פ בקריית אונו, מסר לו סם מסוג קנבוס במשקל לא ידוע ואסף 1,100 ₪, כחלק מחוב שהיה א""פ חייב לנאשם 1. בכך הורשע הנאשם בהספקת סם מסוכן בצוותא עם אחר.",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"באישום השביעי, הודה הנאשם כי ביום 18.6.2020, לאחר תיאום בין נאשם 1 ו-א""מ, הגיע הנאשם לביתו של א""מ בעיר בת ים, ומסר לו סם מסוג קוקאין במשקל 1 גרם בתמורה לסכום לא ידוע. בכך הורשע הנאשם בסחר בסם מסוכן בצוותא עם אחר.",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"באישום שלושים ואחד, הודה הנאשם כי ביום 8.2.2021 החזיק בחדרו שבביתו בעיר רמלה 0.05 גרם קוקאין, והורשע בהחזקת סם מסוכן לצריכה עצמית.",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"דיון הטיעונים לעונש נדחה מספר פעמים לבקשת ההגנה, ועל מנת שהנאשם ישולב בהליך טיפולי לגמילה בסמים ויוגשו תסקירים בעניינו. בסופו של דבר שירות המבחן לא בא בהמלצה טיפולית שיקומית עבור הנאשם. עם זאת עתרה ההגנה להשית על הנאשם עונש של""צ או לחלופין מאסר בעבודות שירות לתקופה קצרה, ואילו המאשימה עתרה לעונש מאסר בפועל למשך 14 חודשים, לצד ענישה נלווית.",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"להשלמת התמונה יצוין כי נאשם 1 צירף הליך זה לתיק בבית משפט השלום בתל-אביב, שם הוא נדון בגין צירוף תיקים רב היקף לעונש מאסר למשך 6 שנים וענישה נלווית. הנאשם 4 סיים הליך זה בבית המשפט הקהילתי בהצלחה, ובנוגע לנאשם 2 שאף הוא נדון בבית המשפט הקהילתי, הוא נפלט מההליך הטיפולי וטרם ניתן גזר דין.",כתב האישום המתוקן,עובדות המקרה
SH-21-02-40908-370,"שירות המבחן הגיש שישה תסקירים בעניינו של הנאשם, הראשון ביום 3.7.2022 והאחרון ביום 26.12.2023. בתסקירו הראשון פורטו נסיבות חייו המורכבות של הנאשם: אז רווק בן 32, גדל במשפחה נורמטיבית, התגורר עם הוריו, ועבד במשרה חלקית בתחום האבטחה. הנאשם סובל מגיל צעיר ממחלה הגורמת לגידולים שפירים בחלקי גופו ועליו לעבור מפעם לפעם ניתוחים להסרתם, דבר המשפיע לרעה על תפקודו, ולפיכך הוא מוכר על ידי הביטוח הלאומי כנכה בשיעור של 65% וזכאי לקצבת נכות. הנאשם סבל בשנות לימודיו בבית הספר מבעיות קוגניטיביות, משמעת והתנהגות, ואובחן כסובל מהפרעת קשב וריכוז. סיים 12 שנות לימוד, התגייס לצבא ושוחרר בגין אי התאמה לאחר 7 חודשי שירות. מאז ניהל הנאשם אורח חיים לא יציב, תוך התמכרות ממושכת לסמים קשים וקשירת קשר עם גורמים שוליים.",תסקירי שירות המבחן,תסקיר שירות מבחן
SH-21-02-40908-370,"לאחר 10 שנות שימוש בסמים, שכלל צריכה יומיומית של קוקאין, עבר הנאשם שני ניסיונות גמילה: ביוני 2021 –  השתלב בקהילת ""מכורים לחיים"" וסיים את הליך הגמילה ביום 13.12.2021, אז התרשם הצוות הטיפולי כי הוא ערך שינוי בחייו. הנאשם לא פנה להמשך טיפול ביחידה לטיפול בהתמכרויות, וסמוך להגשת התסקיר הראשון פנה על דעת עצמו לקהילת ""מכורים לחיים"" והשתלב שם שוב בטיפול, אך עזב את המקום לאחר שהות קצרה. שירות המבחן ציין כי באבחון שנערך בשנת 2017 ומבדיקות לבית המשפט הקהילתי, הוערך הנאשם כבעל קשיי תפקוד ניכרים וחוסר גבולות. וכי הנאשם פיתח אורח חיים שולי התמכרותי המצריך טיפול כוללני, ובהעדרו קיים סיכון משמעותי להידרדרות במצבו, ולפיכך המליץ לנצל את ההליך המשפטי לשם שילוב הנאשם בטיפול.",תסקירי שירות המבחן,תסקיר שירות מבחן
SH-21-02-40908-370,"לנוכח המלצת שירות המבחן נדחו הדיונים מעת לעת והתקבלו תסקירים נוספים מהם עלה כי הנאשם, על אף ניסיונותיו והבעת רצון לערוך שינוי בחייו, הוא שיתף פעולה באופן חלקי בניגוד להמלצת שירות המבחן להיעזר בגורמי הטיפול במסגרת היחידה לטיפול להתמכרויות ופנה לטיפול במסגרת פרטית בתנאי פנימייה בקהילה ""מכורים לחיים"". הנאשם שהה שם לסירוגין עד ספטמבר 2022, אז עזב לבית הוריו. שירות המבחן המליץ לנאשם להשתלב בקהילה טיפולית סגורה בפיקוח משרד הרווחה, אך הנאשם לא הגיע לפגישות שתואמו עמו, ושיתוף הפעולה שלו לא היה עקבי.",תסקירי שירות המבחן,תסקיר שירות מבחן
