verdict,text,part,mapped_category
SH-16-05-42991-439,"ב""כ המאשימה: עו""ד עינב וינוגרד",nothing,מידע אחר
SH-16-05-42991-439,"ב""כ הנאשם: עו""ד שוקרי אבו טב",nothing,מידע אחר
SH-16-05-42991-439,"חוק העונשין, תשל""ז-1977: סע'  40 ט', 144(א), 244, 40 יא', 40 יג'",nothing,מידע אחר
SH-16-05-42991-439,הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:,רקע,עובדות המקרה
SH-16-05-42991-439,"החזקת נשק ותחמושת, לפי סעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז – 1977 (להלן: ""החוק"").",רקע,עובדות המקרה
SH-16-05-42991-439,"על-פי המתואר בעובדות כתב האישום המתוקן, ביום 15.5.16 החזיק הנאשם אקדח כסוף מסוג בראונינג ובו מחסנית עם 13 כדורים 9 מ""מ. משהגיעו השוטרים לבית, הורה הנאשם לרעייתו (להלן: ""נאשמת 2"") להסליק את האקדח בין בגדיה ולצאת מהבית במטרה להעלים את האקדח מעיני השוטרים. בתגובה לכך הכניסה נאשמת 2 את האקדח מתחת לחצאיתה וניסתה לצאת מהבית מבלי שהשוטרים יבחינו בנשק.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
SH-16-05-42991-439,"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן ונשלח לקבלת תסקיר שירות מבחן ללא הסכמה עונשית.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
SH-16-05-42991-439,"על פי תסקיר שירות המבחן, הנאשם כבן 24, נשוי ואב לפעוטה בת מספר חודשים. הנאשם סיים 11 שנות לימוד ללא תעודת בגרות, מתקשה בקריאה וכתיבה ועובד מגיל 18 בעבודות שיפוצים בחברה השייכת לאחיו. בהתייחסו לביצוע העבירות קיבל הנאשם אחריות על ביצוע העבירות ומסר כי ברקע לביצוען היה סכסוך בין משפחתו המורחבת לבין משפחה אחרת, כאשר הוא פעל לתפיסתו מתוך צורך ומחויבות להגן על עצמו ועל משפחתו. הנאשם התייחס באופן כנה לסכסוך שהתפתח בין הצדדים כשהוא מבין את חומרת התנהגותו. בנוסף, הציג הנאשם הסכם סולחה והדגיש מחויבותו ומחויבות משפחתו להסכם. שירות המבחן התרשם כי הנאשם משקיע מירב כוחותיו בעבודתו ובשיקום התא המשפחתי, וכי כעת חל שינוי ראשוני והוא מצליח לבחון באופן ביקורתי את התנהגותו הבעייתית. בנוסף לאור שיתוף הפעולה עם שירות המבחן, העריך שירות המבחן כי השתלבותו בטיפול עשויה לצמצם את הסיכון להישנות המעשים. לפיכך, המליץ שירות המבחן על מאסר שירוצה בעבודות שירות לצד צו מבחן.",תסקיר שירות המבחן,תסקיר שירות מבחן
SH-16-05-42991-439,"לטענת ב""כ המאשימה, עו""ד עינב וינוגרד, נסיבות החזקת הנשק בהן הורשע הנאשם הינן חמורות. מדובר באקדח עם מחסנית בתוכו ובה כדורים, היינו אקדח שמוכן לירי בשעת הצורך וזאת על רקע סכסוך אשר היה פעיל באותה עת, בין משפחתו של הנאשם למשפחה אחרת. הדבר מהווה נסיבה לחומרה, שכן הוא מלמד על נשק בעל פוטנציאל לשימוש בטווח קרוב. לא בכדי קבע המחוקק עונש של 7 שנות מאסר בצידה של העבירה. הנחיות פרקליט המדינה מלמדות על הצורך בהחמרה בענישה, שכן מדובר בעבירה שמאיימת על שלום הציבור ובטחונו ומגלמת בתוכה פוטנציאל נזק קטלני, ועל כן מחייבת ענישה שתרתיע את היחיד ואת הרבים. מתחם העונש באשר להחזקת הנשק הינו בן שנה וחצי ל- 3 וחצי שנות מאסר. מתחם העונש בעבירת השיבוש הינו בין מאסר בעבודות שירות ועד לשנת מאסר בפועל. הנאשם צעיר, נעדר עבר פלילי, אשר הודה וחסך זמן שיפוטי. מהתסקיר עולה כי הנאשם מחויב למשפחתו וסבור כי מעשיו לגיטימיים, אמנם כעת הסכסוך אינו פעיל ואולם מדובר בעמדות מסורתיות מושרשות. המלצת שירות המבחן להסתפק בענישה בעבודות שירות אינה תואמת את חומרת העבירה. לפיכך, עתרה ב""כ המאשימה להשית על הנאשם עונש מאסר ברף הנמוך של המתחם לצד מאסר על תנאי וקנס.",טיעוני הצדדים,טיעוני הצדדים
SH-16-05-42991-439,"לטענת ב""כ הנאשם, עו""ד שוקרי אבו טביק, הנאשם היה עצור מיום 15.5.16 ועד ליום 28.7.16, לאחר מכן היה נתון במשך ארבעה חודשים במעצר בית ורק לאחרונה חזר לעיר מגוריו. הרקע לעבירות הינו סכסוך במהלכו נפצע אדם מירי. הנאשם הודה מיד כאשר המשטרה מצאה את הנשק ומסר כי מדובר בנשק להגנה עצמית. הנאשם שיתף פעולה עם שירות המבחן, הגיע לפגישות כפי הנדרש ונמצא כעת באפיק שיקומי. הנאשם אב לתינוקת בת 4 חודשים. נוכח נסיבותיו של הנאשם והאפיק השיקומי ניתן לסטות ממתחם העונש. ולפיכך עתר ב""כ הנאשם להשית על הנאשם עונש מאסר שירוצה בעבודות שירות לצד מאסר על תנאי וקנס.",טיעוני הצדדים,טיעוני הצדדים
