verdict,text,part,mapped_category
ME-11-01-43136-111,"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג(א), 40ד, 40ה, 40ו, 40ז, 40ט, 40י, 40יא, 40יב, 40יג, 40יד, 448(א), 499(א)(1)",nothing,מידע אחר
ME-11-01-43136-111,"הנאשם הורשע, לאחר שמיעת ראיות, בעבירת קשירת קשר לפשע לפי סעיף 499(א)(1) לחוק העונשין, תשל""ז – 1977 (להלן: ""החוק""), ובעבירת הצתה לפי סעיף 448(א) רישא לחוק, זאת בנוגע עם האישום הראשון. בגדר האישום השלישי הורשע הנאשם בעבירת קשירת קשר לפשע, ובגדר האישום הרביעי בעבירה של החזקת סם שלא לצריכה עצמית לפי סעיף 7(א) לפקודת הסמים המסוכנים. הנאשם זוכה מהעבירה שיוחסה לו בגדר האישום השני. העבירות נשוא האישומים הראשון והשלישי, נעשו וכוונו על ידי הנאשם כנגד חותנו, דוד אליאספור, זאת על רקע סכסוך שהיה בין השניים, ובין היתר, על רקע גירושיו של הנאשם מאשתו, היא בתו של מר אליאספור. כפי שפורט בהכרעת הדין, מעשיו של הנאשם כלפי אליאספור, יצאו אל הפועל באמצעות מרדכי בוחבוט, שהיה חברו של הנאשם במשך שנים רבות, ובתקופה שקדמה להגשת כתב האישום, בוחבוט שימש גם כנהגו האישי. בוחבוט הוציא לפועל את ההוראות אותן קיבל מהנאשם באמצעות יצחק אדרי, אשר בשלב שלאחר ביצוע העבירות המתוארות באישום הראשון, שימש כסוכן משטרתי. בגדר האישום הראשון, במסגרתו יוחסה לנאשם עבירת קשירת קשר לפשע ועבירת הצתה, הנאשם ביקש להצית את רכבו של אליאספור. על כן סיכם הנאשם עם בוחבוט כי ההצתות יבוצעו תמורת 7,000 ₪, סכום שישולם על ידי הנאשם. לצורך כך קשר בוחבוט עם אדרי להצית את הרכב תמורת חלוקת הסכום הנ""ל ביניהם. התכנית אכן יצאה אל הפועל, וביום 27/6/10, לאחר חצות, בוחבוט ואדרי הגיעו לביתו של אליאספור, ואדרי הצית את שני כלי רכבו של אליאספור באמצעות בקבוקי דלק. האש אחזה גם בפרגולה הניצבת בכניסה לבית, כאשר באותה עת מר אליאספור ואשתו שהו בביתם. בגדר האישום השלישי, הנאשם קשר עם בוחבוט קשר לתקיפתו של אליאספור, באופן שאליאספור יחבל חבלה חמורה עד כדי אשפוזו, תמורת סכום כסף. לשם כך נפגש בוחבוט עם אדרי וביקש להוציא את התקיפה אל הפועל באמצעות מוט ברזל, כאשר אדרי קיבל הנחיות לגרום לאליאספור חבלות של ממש, אשר יביאו לאשפוזו של אליאספור בבית החולים למספר ימים. המזימה לא יצאה אל הפועל, מאחר שבאותה עת אדרי שימש כבר כסוכן משטרתי, וחלף זאת, לאור לחצו של בוחבוט, ועל מנת לרצות את בוחבוט, יצא אדרי עם מפעילו המשטרתי, וחתך את צמיגי מכוניתו של אליאספור. האישום הרביעי נוגע בהחזקת סם מסוג קוקאין במשקל של 5.6 גרם, אשר היה מחולק לשתי שקיות והוחזק בביתו של הנאשם.",רקע,עובדות המקרה
ME-11-01-43136-111,"הנאשם הנו כבן 48, ואין בעברו הרשעות, פרט לקביעה ללא הרשעה משנת 2009, בעבירת תקיפה. כאמור, הנאשם היה נשוי לבתו של אליאספור, ובני הזוג גרושים מזה כשנה. לנאשם וגרושתו חמישה ילדים. הנאשם עובד כקבלן ומעסיק עשרות עובדים.",רקע,ראיות לעונש
ME-11-01-43136-111,"במסגרת הראיות לעונש העיד מר אליאספור על הסבל שנגרם לו כתוצאה מהתנכלות ומעשי הנאשם, ועל הפחדים מהם הוא סובל מאז אירוע ההצתה. לדבריו, הוא ואשתו, כבני 78 שנים, אינם מסוגלים לישון למשך לילה שלם וחוששים להיוותר לבדם, הם איבדו את ביטחונם, ובעקבות הצתת הרכבים, הוא התקין מצלמות אבטחה רבות סביב ביתו. נגרמו לו נזקים כספיים, שכן הוא וויתר על שלושה מכרזים לבניית עשרות יחידות דיור, עקב חששו לחייו. יצוין כי לא בא פירוט לנזקים כספיים שנגרמו לו, ואף בא-כוח המאשימה לא טען לפיצוי ישיר לנזק הכספי, אלא ביקש ליתן את הדגש על הנזק הנפשי שנגרם למר אליאספור ולפסוק לו פיצוי בהתאם.",רקע,ראיות לעונש
ME-11-01-43136-111,"בא-כוח המאשימה התייחס לכל אישום בנפרד. באשר לאירוע ההצתה הכלול באישום הראשון, הודגש פוטנציאל הסיכון הטמון באש הפורצת באופן העלול לאבד שליטה, ובמקרה הנדון, האש התפשטה גם למבנה הפרגולה מעבר למכוניות. מדובר באירוע שקדם לו תכנון, והיוזם לאותו אירוע, היה הנאשם. נטען כי מדיניות הענישה בעבירות ההצתה, עומדת על מספר שנות מאסר בפועל (הוגשה פסיקה שדנה בארבע שנות מאסר בגין הצתת עסק, 33 חודשי מאסר בגין הצתת שתי משאיות), ונטען, על כן, כי מתחם העונש ההולם בגין  אירוע זה, הנו בן שנת מאסר לבין חמש שנות מאסר, ובנסיבות המקרה, ולאור ביצוע הצתה בחצר בית בו מתגוררים אנשים, יש לפסוק על הצד הגבוה. באשר לאישום השלישי, נטען כי המעשה כוון כנגד ערך מוגן שהוא חיי אדם ובטחונו, הכוונה הייתה לחבול במר אליאספור ולגרום לו נזק גופני ממשי, עד אשפוזו. הנאשם יזם את האירוע, רצה בו, וזאת לאחר שחלפו חודשים ספורים בלבד מאירועי האישום הראשון. בהקשר זה נטען כי מתחם הענישה הראוי הנו בן שנת מאסר לבין שלוש שנות מאסר וגם במקרה זה יש לפסוק ברף העליון. באשר לאישום הרביעי של החזקת הסם, נטען על ידי המאשימה כי לאור סוג הסם, מתחם הענישה הראוי הנו בן 8 חודשי מאסר לבין 18 חודשי מאסר בפועל, והעונש הראוי לנאשם הנו במחצית המתחם. עוד באה הפנייה לכך שבוחבוט נדון, במקביל, הן על אישומים חופפים והן על אישומים נוספים שלא יוחסו לנאשם, והוא הורשע, אם כי באופן שונה מעט, כמפורט בגזר הדין שהוגש בעניינו, ונדון לארבע שנות מאסר בפועל (בוחבוט הורשע בעבירה של קשירת קשר לפשע, בעבירת הצתה בנוגע עם הצתת רכבו של מר אליאספור, בקשירת קשר לביצוע עוון ובעבירת שידול לנשיאת נשק, זאת לאחר שקשר קשר עם אדרי להשליך רימון רסס לבית המתלונן, תכנית שלא יצאה אל הפועל, ובעבירה של הספקת סם מסוכן (שלא לנאשם).",רקע,טיעוני הצדדים
ME-11-01-43136-111,"לאור כל זאת, טענה המאשימה כי יש לגזור על הנאשם עונש כולל של מאסר בפועל לתקופה ארוכה, אשר יכלול, לפחות בחלקו, עונש מצטבר בגין כל אישום, וכן מאסר מותנה ופיצוי למר אליאספור.",רקע,טיעוני הצדדים
ME-11-01-43136-111,"מנגד, הסנגור טען, בין היתר, כי תיאור המאשימה את האירועים הנו מוגזם, וכלל עובדות מוטעות ומטעות. יצוין כבר כאן כי  המאשימה בטיעוניה, לא כללה עובדות שהן מטעות ומוטעות. ההתייחסות היחידה לכך שניתנה על ידי הסנגור, הנה כי המאשימה טענה שהנאשם קשר עם שני אחרים והוביל אותם לביצוע המעשים, וטענה זו איננה נכונה, שכן הנאשם קשר קשר רק עם בוחבוט. אולם, עובדה זו ידועה מתוך הראיות וכפי שנקבע בהכרעת הדין ואין בכך משום הטעיה.  באשר לעבירת ההצתה, נטען כי יש להעניש את הנאשם אך בנוגע עם עבירת קשירת הקשר, אשר עונשה המקסימלי עומד על למטה ממחצית עבירת ההצתה, זאת מאחר שהנאשם לא לקח חלק בהצתה עצמה, וזו הוצאה אל הפועל על ידי אדרי ובוחבוט, בדרכים ובמועד שמצאו לנכון. עוד נטען כי הנאשם, שלא מסר לבוחבוט את כתובתו של אליאספור, לא היה מעוניין כי ההצתה תתבצע בחצר הבית. לכן, חלק מהותי מהנסיבות המחמירות, כך נטען, אינן חלות על הנאשם: ""ואי אפשר להעניש את הנאשם על מעשים שעשו אדרי ובוחבוט"". עוד נטען כי ההנחיה הייתה להצית רכב אחד, וכפי שאדרי אמר, הרכב השני הוצת על ידו כבונוס. עוד נטען, בהקשר זה, כי אדרי הפר את הסכם הסוכן בכך שסירב להעיד. הוא לא הועמד לדין על כך, וניתן היה לטעון לאכיפה בררנית המצדיקה ביטול כתב אישום, ועתה יש לכך שיקול משמעותי לעניין העונש.",רקע,טיעוני הצדדים
ME-11-01-43136-111,"באשר לאישום השלישי – נטען, בין היתר, כי כל המעשים שנעשו בפועל, נעשו על ידי בוחבוט ואדרי. לא נטען בכתב האישום כי הנאשם ביקש מבוחבוט להשתמש בלום ברזל לתקיפתו של אליאספור, אלא בוחבוט החליט על כך על דעת עצמו, ובגדר אישום זה, למר אליאספור לא נגרם כל נזק נפשי או גופני.",רקע,טיעוני הצדדים
ME-11-01-43136-111,"באשר להחזקת הסם, הדגיש הסנגור כי לא מדובר בסחר, ובגין נסיבות כאלה, העונש הראוי הוא מאסר על תנאי או של""צ.",רקע,טיעוני הצדדים
ME-11-01-43136-111,"הסנגור הוסיף עוד  כי בוחבוט, שנדון לארבע שנות מאסר, עשה מעשים נפשעים: הוא הורשע בעבירה של הספקת סם ויש לו עבר בעבירות סמים, הוא הורשע גם בעבירה הקשורה בנשיאת נשק, עבירה שהנאשם לא הורשע בה, עבירה שהובילה לחומרה בענישתו של בוחבוט, כמו גם הדברים שנאמרו בגזר דינו של בוחבוט בקשר לנחישותו של בוחבוט לביצוע המעשים, כאשר נקבע עוד כי מדובר באישיות עבריינית. הודגש כי בוחבוט ריצה עונשי מאסר מספר פעמים, ועל כן, לאור העונש שהוטל על בוחבוט, הרף המתאים לענישתו של הנאשם הנו מאסר בעבודות שירות, וזאת גם לאור התנהגות מחפירה של רשות האכיפה בעניינו של הנאשם. בעניין אחרון זה כיוון הסנגור לכך שהנאשם נחקר במצב משפיל, צרכיו נעשו בבגדיו, והופר כבודו כאדם. לעניין זה יוער כי בא הסבר לחקירתו של הנאשם באופן זה במהלך הדיון מטעם החוקרת שחקרה אותו.",רקע,טיעוני הצדדים
