verdict,text,part,mapped_category
ME-16-02-59812-881,"ב""כ המאשימה: עו""ד פאדי אסעד",nothing,מידע אחר
ME-16-02-59812-881,"ב""כ הנאשמת: עו""ד ערן ר",nothing,מידע אחר
ME-16-02-59812-881,"חוק העונשין, תשל""ז-1977: סע'  40 ט', 144(ב2), 243, 244, 40 יא', 40 יג'",nothing,מידע אחר
ME-16-02-59812-881,הנאשמת הורשעה בהתאם להודאתה בעובדות כתב האישום המתוקן בעבירות כדלקמן:,רקע,עובדות המקרה
ME-16-02-59812-881,"על-פי המתואר בחלק הכללי בכתב האישום המתוקן, בין החודשים יולי 2015 לפברואר 2016 עבדה הנאשמת כמאבטחת בבית ספר יסודי. במסגרת עבודתה קיבלה הנאשמת לחזקתה אקדח 9 מ""מ מסוג תארוס (להלן:""האקדח""), שתי מחסניות וכן 20 כדורים תואמים.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
ME-16-02-59812-881,"על פי האישום הראשון, בין החודשים אוגוסט 2014 לפברואר 2016, במספר רב של הזדמנויות רכשה הנאשמת ממחמוד צאלוק (להלן:""מחמוד"") סמים מסוכנים מסוג חשיש והרואין לצריכה עצמית. בחלק מההזדמנויות הציע מחמוד לנאשמת כי ירכוש ממנה את האקדח והיא סירבה. ביום 15.2.16, לאחר שאזלו לנאשמת הסמים והחלה לחוש תסמיני גמילה, מתוך מטרה להשיג סכום כסף לרכישת מנות סם נוספות, גמלה בליבה של הנאשמת החלטה למכור את האקדח שברשותה למחמוד. לצורך כך, פנתה הנאשמת למחמוד והציעה לו לרכוש ממנה את האקדח, המחסניות והכדורים תמורת 10,000 ₪. השניים סיכמו ביניהם כי הנאשמת תמכור למחמוד את האקדח תמורת סכום של 8,000 ₪ וכן כמות של סם מסוכן מסוג הרואין. בהמשך נפגשו השניים סמוך למקום מגוריו של מחמוד, שם מסרה לו הנאשמת את האקדח, המחסנית והכדורים ובתמורה שילם לה מחמוד 8,000 ₪ במזומן וכן מסר לה ארבע חבילות של סם מסוג הרואין לצריכתה העצמית.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
ME-16-02-59812-881,"על פי האישום השני, בהמשך למתואר, ובמטרה להתחמק מעונש, החליטה הנאשמת לרקום סיפור בדים לפיו נפלה קורבן לאירוע שוד במהלכו נגנב ממנה האקדח. ביום 18.2.16, פנתה הנאשמת למעבידה, שי יהושע לוי, ודיווחה על אירוע השוד. בתגובה פנה שי למשטרה באופן מידי ושוטרים רבים החלו בסריקות ובגביית הודעות מעדים שונים במטרה לאתר את מבצע השוד. באותו יום הגיעה הנאשמת לתחנת המשטרה ומסרה בפני חוקר הודעה בה פירטה את אירוע השוד. בהמשך נחקרה הנאשמת פעם נוספת, מספר שעות לאחר מכן, במהלך עדותה זו הודתה כי בדתה מליבה את אירוע השוד וטענה בכזב כי האקדח אבד לה, וזאת במטרה לחפות על מעשיה ומתוך רצון להתחמק מעונש.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
ME-16-02-59812-881,"הצדדים הגיעו להסדר דיוני, לפיו הנאשמת הודתה והורשעה בכתב האישום המתוקן ונשלחה לקבלת תסקיר שירות המבחן. המאשימה הצהירה כי תעתור למאסר בפועל לצד מאסר על תנאי, ואילו ההגנה תהיה חופשיה בטיעוניה.","שיבוש הליכי משפט, לפי סעיף 244 לחוק. ",עובדות המקרה
ME-16-02-59812-881,"על פי תסקירי שירות המבחן מיום 27.9.17, הנאשמת כבת 49, סיימה 12 שנות לימוד עם תעודת גמר, כיום עובדת במרכול. בצעירותה שולבה במסגרות לילדים עם צרכים מיוחדים  ובהמשך לא גויסה לצה""ל, ככל הנראה על רקע קשיים רגשיים והעדר מוטיבציה. במהלך השנים עבדה בעבודות מזדמנות, כשניכר כי בתקופות מסוימות הצליחה לגייס כוחות ולבסס תפקוד תעסוקתי יציב. בשנת 2007 החלה לעבוד בתחום האבטחה. במשפחת המוצא תפקוד האחים מתואר כנורמטיבי. אביה נפטר במפתיע לפני כשלושים שנה. לאורך השנים חשה תחושות פגיעות וחריגות במסגרת המשפחתית ובהמשך אל מול קבוצת השווים. הנאשמת התנסתה לראשונה בסמים מסוג קנאביס בשנות העשרים לחייה, כחלק מאורח חיים שולי שניהלה באותה עת. השימוש בסם נמשך לאורך השנים. במקביל החלה להשתמש בסמים מסוג אקסטזי וקוקאין לסירוגין. בחודשים שקדמו למעצרה החלה לצרוך הרואין והתמכרותה הלכה והעמיקה. בנוסף תיארה התמכרות מתמשכת להימורים, אשר לוותה בצבירת חובות כבדים. בני משפחתה לא היו ערים למצוקתה וללחצים בהם הייתה נתונה ולסחרור אליו נקלעה. במסגרת הליך המעצר שולבה הנאשמת במסגרת קהילה ייעודית לנשים ""דרך אריאלה"" בחיפה. בתחילה התקבלו דיווחים לפיהם הנאשמת משתפת פעולה ועומדת בגבולות ובכללי המסגרת כמיטב יכולתה. עם זאת, בהמשך התעוררו קשיים אשר העלו שאלות בנוגע למסוגלותה מבחינה קוגניטיבית להפיק ולהיתרם מהטיפול המוצע. הנאשמת התקדמה כמיטב יכולתה אך לא בהתאם לשלב הטיפולי בו הייתה מצויה. על רקע חוויות קושי ותסכול מתמשכים התקשתה להיענות לסמכות ולהגבלות. על כן, ובתום תשעה חודשים מתחילת הטיפול, הוחלט על סיומו. לאחר מכן והיא שולבה במסגרת היחידה לטיפול בהתמכרויות בלוד. ממידע שהתקבל מגורמי הטיפול עולה כי היא משתפת פעולה, מקפידה על הגעה לפגישות ושומרת על ניקיונה לאורך זמן, וכי היא בעלת מוטיבציה לשינוי משמעותי באורח חייה ונתרמת מההליך הטיפולי.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-16-02-59812-881,"בהתייחסה לעבירות המיוחסות לה מסרה כי באותה תקופה חלה הידרדרות נוספת במצבה ההתמכרותי, וביום האירוע חשה בתסמיני גמילה מהסם בעת עבודתה כמאבטחת אשר תרמו להתרופפות כוחותיה ויכולותיה להציב לעצמה גבולות. על רקע תחושות הדחק שחוותה פעלה מתוך דפוסי התנהגות מוכרים לה אשר אופיינו באימפולסיביות, סיפוק צרכים מידיים ומניפולציה ובחרה בפתרון המתואר. בהמשך, בדתה את סיפור השוד על רקע קשייה להתמודד עם משמעות מעשיה באופן ישיר וכחלק מדפוסי התנהגותה השוליים. הנאשמת הביעה חרטה על אופן התנהלותה, התייחסה באופן רציני וביקורתי לחומרת התנהגותה ולנזקים הגלומים בהתנהגותה העבריינית. היא הדגישה את תהליך השיקום המשמעותי שעברה, ניקיונה מסמים והאופן שבו למדה לבחון את דפוסי התנהגותה. שירות המבחן התרשם מנאשמת אשר גדלה ברקע משפחתי מורכב בו הוריה התקשו להוות עבורה גורמי תמיכה, הכוונה והצבת גבול. התקשתה להתמודד עם חווית פגיעה ונחיתות והחלה להתרועע עם חברה שולית והעמיקה תלותה בסמים ובהימורים כבריחה מרגשות כואבים עמם התקשתה להתמודד. שירות המבחן התרשם כי הנאשמת מבינה את חומרת מעשיה  וכי האירוע מהווה ביטוי להידרדרות מצבה והעמקת מעורבותה בעולם העברייני. עם זאת ניכר כי ההליך המשפטי היווה עבורה גורם מרתיע ומטלטל אשר הוביל אותה לבחינה מחודשת של אורח חייה. כיום היא מנהלת אורח חיים נקי מסמים והימורים, מתמידה בעבודתה ומנהלת זוגיות יציבה. בנוסף, עתידה לקחת חלק בתוכנית לימודית לפיתוח האישי.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-16-02-59812-881,"נוכח זאת סבר שירות המבחן כי לאור ההליך השיקומי המשמעותי בו היא מתמידה מאז חודש פברואר 2016 ועד היום, וכן נוכח העדר עבר פלילי והפחתת הסיכון נוכח התוכנית הטיפולית בה היא נמצאת כיום, יש מקום לאמץ את האפיק השיקומי ולהטיל על הנאשמת מאסר בדרך של עבודות שירות לצד צו מבחן.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-16-02-59812-881,"העידה הגב' רותי ראובני, אחות הנאשמת, כי חייה של הנאשמת לא היו קלים לאורך השנים. מסרה כי המשפחה המורחבת מנהלת אורח חיים נורמטיבי וכי חלקם קצינים בצה""ל, ועל כן ישנה מודעות גבוהה לבטיחות בנשק. קיבלו את הידיעה על מעשיה של הנאשמת בהלם, בכאב ובכעס. חרף זאת החליטו לתמוך בה ומאמינים ביכולתה. הנאשמת עבדה באבטחה והייתה מוכרת ואהודה על מכריה. האחות הוסיפה כי לאחר המקרה הייתה הנאשמת במצב נפשי קשה מאוד, ואולם האחות רואה את הרצון של הנאשמת לכפר על מעשיה ולהשתקם ומאמינה שתצליח בכך. הנאשמת נגמלה גם מסמים וגם מהימורים. מאמינה ביכולת השיקומית של הנאשמת. מסרה כי לאורך השנים הסתירה הנאשמת את השימוש בסמים והמשפחה לא ידעה על כך, אך כיום הנאשמת משתפת, שואלת ומתייעצת.",ראיות לעונש,תסקיר שירות מבחן
