verdict,text,part,mapped_category
SH-18-06-11098-353,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב), 186, פרק ח'",nothing,מידע אחר
SH-18-06-11098-353,"הנאשם שלפני נותן את הדין בגין עבירה של אחזקת נשק ותחמושת שלא כדין, בניגוד לסעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977.",רקע,עובדות המקרה
SH-18-06-11098-353,"בהתאם לעובדות כתב האישום, בהם הודה הנאשם כפי שהן – נתפס, בתאריך 23/05/18, מחזיק רובה סער מסוג ""גליל"", שמספרו הסידורי נמחק; וכן מחסניות ותחמושת - שלא כדין.",רקע,עובדות המקרה
SH-18-06-11098-353,"הודאת הנאשם נמסרה שלא במסגרת הסדר טיעון (יצוין כי, בפרוטוקול מיום 28/11/18 נרשם בטעות, כי ההודאה נמסרה במסגרת הסדר טיעון וכן נרשם סעיף עבירה שגוי. בד בבד עם מתן גזר הדין – ניתנה החלטה מתקנת לעניין זה).",רקע,עובדות המקרה
SH-18-06-11098-353,"התביעה הגישה, לעניין העונש, את פלט הרשעותיו הקודמות של הנאשם (ת/1), ממנו עולה, כי הורשע, בעבר, בעבירה בתחום הסמים המסוכנים. עוד הוגש פלט הרשעותיו התעבורתיות (ת/2), ממנו עולה, כי הורשע בעבירות שונות, בין היתר, עקיפה תוך חציית קו הפרדה רצוף; עבירות מהירות (כולל מהירות בגינה זומן למשפט תעבורתי ולא ניתן דוח ברירת משפט); נהיגה ללא רשיון רכב בתוקף; נהיגה בניגוד לכיוון התנועה.",ראיות לעונש,ראיות לעונש
SH-18-06-11098-353,"עוד הוגשה, מטעם התביעה, חוות דעת מז""פ בנוגע לנשק שנתפס (ת/3), ממנה עולה, כי כלי הנשק נבדק ונמצא יורה ובכוחו להמית אדם. כן נמצאה התאמה בין כלי נשק זה לבין אירוע, במסגרתו נורה אדם, תושב הישוב כסיפה ונפצע. עוד פורט בחוות הדעת, כי מספרו הסידורי של הנשק - נמחק (למעט ספרה אחת).",ראיות לעונש,ראיות לעונש
SH-18-06-11098-353,"עוד הוגשו, מטעם התביעה, תמונות (ת/4), בהן ניתן לראות, כי הנשק הוסלק בתוך מקום ייעודי (סליק), במבנה מגודר באיסכורית, עטוף בניילון ולצדו מספר מחסניות -  גם הן עטופות בניילון.",ראיות לעונש,ראיות לעונש
SH-18-06-11098-353,"מטעם ההגנה, הוגשה אמרת הנאשם (נ/1), שם נטען מפיו, כי 'מצא את הנשק כאשר יצא לעשות צרכיו מתחת לאחד העצים'. לדבריו, מחזיק בנשק מזה כשש שנים.",ראיות לעונש,טיעוני הצדדים
SH-18-06-11098-353,"עוד סיפר הנאשם, כי הנשק הוחזק במבנה המשמש כמטבח, מוסלק מתחת ללוח עץ (""דיקט"") שהותקן על הרצפה. המבנה אינו נעול, אם כי לטענת הנאשם, על אף שמתגוררים במקום ילדיו – חמישה קטינים מגיל שלוש ומחצה עד גיל עשר, הם אינם נכנסים למבנה זה. עוד טען הנאשם, כי משתמש מדי פעם בסם מסוכן סינתטי מסוג ""נייס גיא"".",ראיות לעונש,עובדות המקרה
SH-18-06-11098-353,"עוד הוגש, מטעם הגנה, דוח סוציאלי מטעם המחלקה לשירותים חברתיים במועצה האזורית בה מתגורר הנאשם. עו""ס המשפחה ציינה, כי רעיית הנאשם מוכרת לה על רקע מצב סוציו-אקונומי נמוך וטיפול במיצוי זכויותיה. הרעיה והילדים מתגוררים בפחון ומתפרנסים מקצבאות המוסד לביטוח לאומי. עם זאת, מסרה, כי הנאשם אינו מתגורר עם בני משפחתו, אלא – עוד לפני הסתבכותו בפרשה זו – היה מגיע רק פעם בחודש לראות את ילדיו. הנאשם אף אינו דואג לרווחת המשפחה.",ראיות לעונש,ראיות לעונש
