verdict,text,part,mapped_category
SH-20-06-12380-808,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",nothing,מידע אחר
SH-20-06-12380-808,"חוק העונשין, תשל""ז-1977: סע'  29	(א)",nothing,מידע אחר
SH-20-06-12380-808,הנאשם הודה בעובדות כתב האישום המתוקן במסגרת הסדר טיעון והורשע בעבירות 	שמופרטות בו. כתב האישום המתוקן כלל חלק כללי ועוד שני אישומים. לא הייתה הסכמה 	בין הצדדים לעניין העונש והצדדים טענו לעונש באופן פתוח.,כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"על פי החלק הכללי לכתב האישום המתוקן, הנאשם הוא אחיו של פלוני, קטין יליד 2003 	(להלן: האח). ובמועד הרלוונטי לכתב האישום התגוררו הנאשם והאח בתחומי העיר לוד.",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"באישום הראשון, הנאשם הורשע בביצוע שתי עבירות של סחר בסמים לפי סעיף 13 ו-19א 	לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: פקודת הסמים המסוכנים). על 	פי עובדות האישום הראשון, פלונית היא קטינה ילידת 2002. בין התאריך 29.1.2020 ל-	4.4.2020, בשתי הזדמנויות שונות ובמועדים שאינם ידועים למאשימה במדויק, התקשרה 	הקטינה מהטלפון שלה אל הנאשם וביקשה לרכוש ממנו סם מסוכן מסוג קנבוס.",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"בנסיבות אלה, בשתי ההזדמנויות, הגיע הנאשם למקום בו קבע עם הקטינה, ברמלה, כשהוא 	רכוב על אופניו, מסר לה שקית ובה סם מסוג קנבוס, במשקל שאינו ידוע למאשימה במדויק, 	תמורת 100 ₪ בכל פעם.",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"באישום השני, הנאשם הורשע, בריבוי הזדמנויות, בעבירות של סחר בסמים לפי סעיף 13 ו-	19א לפקודת הסמים המסוכנים ביחד עם סעיף 29	(א) לחוק העונשין, התשל""ז-1977 (להלן: 	חוק העונשין).",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"על פי עובדות האישום השני, לבנימין דסטה (להלן: בנימין) היכרות עם הנאשם. כחצי שנה	 עובר לתאריך 3.6.20, בלוד, פנה הנאשם אל בנימין ושאל אותו אם מעשן ""ירוק"", ובנימין 	השיב בחיוב. בנסיבות אלה, הציע הנאשם למכור לבנימין סם מסוכן מסוג קנבוס תמורת 50 	₪ לגרם, או 100 ל-3 גרם. כחודשים לאחר פגישה זו, שמע האח את בנימין משוחח עם אחר, 	שזהותו אינה ידועה למאשימה, על רצונם לרכוש סמים.",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,"בנסיבות אלה, לאורך תקופה של שלושה חודשים ,בשבע הזדמנויות שונות, מכרו הנאשם 	והאח לבנימין, לסירוגין ביחד ולחוד, סם מסוכן מסוג קנבוס, במשקל שנע בין 1 גרם ל-3 	גרם בכל פעם, בתמורה כספית.",כתב האישום המתוקן,עובדות המקרה
SH-20-06-12380-808,התקבלו שלושה תסקירים מטעם שירות המבחן ולהלן עיקריהם:,תסקיר שירות המבחן,תסקיר שירות מבחן
