verdict,text,part
ME-10-08-17917-313,הנאשם הורשע בעבירות של החזקת נשק  והחזקת סם מסוכן לצריכה עצמית.,רקע
ME-10-08-17917-313,על פי עובדות כתב האישום:,רקע
ME-10-08-17917-313,"באישום הראשון – בחודש יולי 2010 קיבל הנאשם מאחר אקדח עט ושלושה כדורים בקוטר  התואמים לאקדח החביאו במחסן ביתו ובין התאריכים 23.7.10 עד 24.7.10 הוא הובילו ממקום מחבואו ונסע לעתלית עם בני משפחתו, חזר לביתו ושב והחביאו במחסן.",רקע
ME-10-08-17917-313,"באישום השני – בחודש יולי 2010 קיבל הנאשם מאותו אחר  סם מסוכן נסוג קנבוס, תמורתו שילם 150 ₪. בחיפוש בבית הנאשם נתפס הסם. גם במועד אחר, שקדם למועד זה סופק לנאשם סם מסוג קנבוס לשימוש עצמי.",רקע
ME-10-08-17917-313,הנאשם הודה בעובדות כתב האישום (בשני האישומים) ובעבירות שיוחסו לו שם.,רקע
ME-10-08-17917-313,הנאשם יליד 1967 וזו לו הסתבכותו הראשונה בפלילים.,רקע
ME-10-08-17917-313,"מטעם הנאשם העידו הן גרושתו והן רעייתו הנוכחית, כי הנאשם הוא אב למופת, הקשור מאד לילדיו וכי הוא מתחרט על מעשיו ואינו יודע כיצד הגיע לכדי ביצוע העבירות. רעייתו העידה כי הנאשם אף פנה לקבלת עזרה במוסד גמילה.",רקע
ME-10-08-17917-313,"ב""כ המאשימה ביקש להחמיר עם הנאשם בשים לב לחומרת העבירות – הן העבירות בנשק והן בסם המסוכן – עבירות שיש בהן משום סכנה לציבור. כן טען לצורך בהרתעה בעבירות מסוג זה.",רקע
ME-10-08-17917-313,"הסניגור ביקש להתחשב במצבו של הנאשם, שאלה העבירות הראשונות שמיוחסות לו. לטענתו, הנאשם אדם נורמטיבי שהודה בהזדמנות הראשונה הן במשטרה והן בבית המשפט ומסר לחוקריו את כל המידע שנדרש על ידם. כן טען כי החזיק באקדח כאמצעי הגנה עצמית, כאשר יצא עם משפחתו לשהיית לילה בקמפינג בשפת הים וכי הנאשם מתחרט על מעשיו. באשר לסם טען כי מדובר באחזקת סם לשימוש עצמי בלבד.",רקע
ME-10-08-17917-313,"הסניגור טען כי הנאשם עלה לארץ בגיל 17 כנוצרי וכי שירת בצה""ל ובהמשך בשירות בטחון כללי, כי בחייו התמודד עם קשיים רבים וזוהי מעידתו הראשונה והחד פעמית.",רקע
ME-10-08-17917-313,הסניגור ביקש לשלוח את הנאשם לממונה על עבודות השירות ובהמשך להשית עליו עונש שלא יכלול מאסר בפועל.,רקע
ME-10-08-17917-313,"הנאשם עצמו הביע אף הוא חרטה על מעשיו וטען כי מדובר במעידה חד פעמית, שהוא אינו יודע כיצד הגיע אליה וכי הוא חי בבושה וחרפה כלפי בני משפחה והחברה. לטענתו, היום הוא מבין את הדברים אחרת והוא התעורר ממשהו שלא חלם בחלומותיו הגרועים ביותר שיגיע אליו. הנאשם ביקש רחמי בית המשפט.",רקע
ME-10-08-17917-313,שני הצדדים הגישו פסיקה בתמיכה לטענותיהם בדבר רמת הענישה בעבירות דומות.,רקע
ME-10-08-17917-313,"לאחר ששמעתי את טענות הצדדים, החלטתי להפנות את הנאשם לממונה על עבודות השירות (כאשר הבהרתי בהחלטתי כי אין בכך כדי להביע עמדה באשר לעונש שיש להשית על הנאשם וכי אשקול עמדתי לאחר חוות הדעת ושמיעת טיעון משלים מטעם הצדדים).",רקע
ME-10-08-17917-313,הונחה בפני חוות דעת הממונה על עבודות השירות שקבע כי הנאשם יוכל לרצות עונשו בעבודות שירות (כאשר מקום העבודה שהוצע הינו בית הקשיש בנהריה). צויין בחוות דעת הממונה כי הנאשם הודה בשימוש בסמים בעברו אך טען כי השימוש האחרון היה לפני 4 חודשים. בדיקת שתן שנערכה לנאשם הצביעה על היותו נקי.,רקע
ME-10-08-17917-313,עוד צויין כי הנאשם הביע הסכמה לריצוי העונש בעבודות שירות.,רקע
ME-10-08-17917-313,"הסניגור הוסיף וטען כי הנאשם גם פנה ליחידה לטיפול בהתמכרויות בנהריה בתחילת חודש דצמבר 2010, והחל בתהליך גמילה. הסניגור הגיש לקראת הדיון אישור של היחידה מיום 26.12.10 לפיו הנאשם אכן החל בתהליך, הוא משתף פעולה, מגיע לפגישות במועדן ובדיקות השתן שלו נקיות.",רקע
ME-10-08-17917-313,"ב""כ המאשימה חזר על עמדתה, לפיה יש להשית על הנאשם עונש מאסר מאחורי סורג ובריח , תוך הפניה לפסיקה מחמירה.",רקע
ME-10-08-17917-313,"הסניגור חזר על הבקשה להעדיף את הנסיבות האישיות של הנאשם, חרף חומרת העבירות בהן הורשע, תוך שהוא מבקש לאמץ את חוות דעת הממונה על עבודות השירות ולאפשר לנאשם להשתלב במסגרת שיקומית לטיפול בהתמכרותו לסמים.",רקע
ME-10-08-17917-313,"קשה היא מלאכת גזירת הדין והיא קשה שבעתיים כאשר מדובר בנאשם שאכן עבר עבירות והורשע במסגרת התיק הנוכחי, אך עברו נקי, הוא הודה בהזדמנות הראשונה בה נחקר במשטרה ואף סיפק ""מניע"" לאחזקת הנשק (עט אקדח) – למטרת הגנה עצמית בשהיית לילה בקמפינג בחוף הים.",רקע
ME-10-08-17917-313,"אכן ההלכה היא כי ""החזקה של כלי נשק על ידי מי שאינו מורשה בכך יש בה פוטנציאל להוביל להסלמה חמורה ולתוצאות קשות של כל אירוע בו יהיה מעורב אותו נושא נשק, וזאת אף מקום שהנזק מוחזק למטרות ""הגנה עצמית בלבד""(רע""פ 5921/08 רביע רג'בי נ. מדינת ישראל – פסק דין מיום 6.5.09)  וכי ""חובה להשית בעבירות אלה עונש חמור, המשקף חומרתן ואשר יש בו כדי להתריע עבריינים בכוח מלבצע עבירות דומות"" (רע""פ 2718/04 אבו דחאל נ. מדינת ישראל – פסק דין מיום 29.3.04).",רקע
ME-10-08-17917-313,"ואולם אין באמור כדי לפגוע בהלכה לפיה הענישה היא אינדיבידואלית, ועל העונש לשקף איזון בין האינטרס הציבורי לבין האינטרס האישי/שיקומי של הנאשם העומד בפני ביהמ""ש בגוזרו את הדין.",רקע
ME-10-08-17917-313,"בנסיבותיו של הנאשם כפי שפורטו לעיל, ובנסיבות ביצוע העבירה של החזקת הנשק,  אני סבורה כי ענישה מרתיעה הצופה פני העתיד יהיה בה משום האיזון הראוי (ברע""פ  5921/08 הנ""ל העמיד ביהמ""ש העליון את העונש על החזקת נשק שלא ברשות על פי דין על 6 חודשי מאסר מאחורי סורג ובריח כאשר בית המשפט מציין כי הנאשם שם רכש את הנשק בעקבות פריצה לביתו ואף נשמע אומר כי אם יתפוס את הפורץ יהרגו. גם ברע""פ 8416/09 ואח' מדינת ישראל נ. מולנר ואח', נתן ביהמ""ש משקל למטרת אחזקת הנשק לצורך ביצוע עבירות לחומרא).",רקע
ME-10-08-17917-313,"בגדר שיקולי אני לוקחת בחשבון לחומרא גם את העובדה שהנאשם הורשע גם בעבירות של החזקת סם מסוכן לצריכה עצמית אך לקולא נזקפת לזכותו העובדה שהוא נקי מזה תקופה ארוכה ואף החל לקחת חלק בהליך שיקומי ביחידה לטיפול בהתמכרויות , כאשר ברור כי במקרה של מאסר לא יוכל להמשיך בהליך בו החל.",רקע
ME-10-08-17917-313,בנסיבות האמורות אני גוזרת על הנאשם את העונשים הבאים:,רקע
ME-10-08-17917-313,"6 חודשי מאסר, אשר ירוצו בעבודות שירות בבית הקשיש בנהריה.",רקע
ME-10-08-17917-313,"8 חודשי מאסר על תנאי, והתנאי הוא כי בתקופה של 3 שנים מהיום לא יעבור עבירה מהעבירות בהן הורשע ויורשע עליה.",רקע
ME-10-08-17917-313,"הנאשם יתייצב בפני הממונה על עבודות השירות במשרדי הממונה על עבודות השירות במתחם בית הסוהר ""חרמון"" ביום 30.1.11 שעה 08:30.",רקע
ME-10-08-17917-313,"הודע לנאשם כי במקרה של הפרת איזה מהוראות הממונה על עבודות השירות ו/או במקרה ויעבור עבירה אחרת, הוא צפוי לביטול עבודות השירות וימשיך לרצות עונשו במאסר בפועל.",רקע
