verdict,text,part,mapped_category
ME-16-03-54615-517,"חוק העונשין, תשל""ז-1977: סע'  40ב', 40 ט', 144(א), 144(ב), 144(ב2), 40 יא'",nothing,מידע אחר
ME-16-03-54615-517,"הנאשם הורשע על פי הודאתו, במסגרת הסדר טיעון בכתב אישום מתוקן, לאחר שחזר בו מכפירתו, בעבירת סחר בנשק לפי סעיף 144(ב2) לחוק העונשין התשל""ז-1977 (להלן חוק העונשין).",רקע,עובדות המקרה
ME-16-03-54615-517,"על פי עובדות כתב האישום המתוקן, במועד שאינו ידוע במדויק למאשימה במהלך חודש פברואר 2016, פנה אל הנאשם מחמד עליאן (להלן מחמד) וביקש שיבדוק אם באפשרותו להשיג עבורו תת- מקלע מסוג ""קרלו"". כעבור שלושה ימים נפגש הנאשם עם מחמד, סמוך לביתו של מחמד, והנאשם מסר למחמד כי מצא עבורו נשק. באותו יום שילם מחמד לנאשם סך של 3,000 ₪ לצורך רכישת הנשק. כשבוע לאחר מכן מסר הנאשם תת- מקלע מסוג ""קרלו"" למחמד (להלן תת המקלע הראשון). כשבוע לאחר מכן ניסה מחמד לירות באמצעות תת המקלע באוויר אך הנשק לא ירה.",רקע,עובדות המקרה
ME-16-03-54615-517,"כשבוע לאחר מכן נפגש מחמד עם הנאשם וסיפר לו שתת-המקלע הראשון אינו תקין. לבקשת הנאשם, מסר לו מחמד את תת המקלע. זמן מה לאחר מכן נפגש שוב מחמד עם הנאשם והנאשם מסר לו תת- מקלע אחר מסוג ""קרלו"" (להלן תת המקלע השני). מחמד ניסה לירות גם בתת המקלע השני אך הנשק לא ירה. מחמד פנה שוב אל הנאשם, אך הנאשם אמר לו שאין באפשרותו להחליף שוב את הנשק.",רקע,עובדות המקרה
ME-16-03-54615-517,"במסגרת הסדר הטיעון בין הצדדים, לא הייתה הסכמה לעניין העונש, אך הוסכם כי הצדדים יטענו לעונש באופן חופשי לאחר קבלת תסקיר שירות מבחן בעניינו של הנאשם.",רקע,עובדות המקרה
ME-16-03-54615-517,"מתסקיר שירות המבחן עולה כי הנאשם בן 23, רווק והתגורר בשכונת עיסאוויה בירושלים עד למעצרו בחודש מרץ 2016. הנאשם השלים 11 שנות לימוד בבית ספר מקצועי ובסיומם עזב את מסגרת לימודיו על מנת להשתלב בשוק העבודה בתחום האלומיניום, ואף למד קורס הכשרה בתחום זה. הנאשם בן למשפחה המונה זוג הורים ושבעה אחים ואחיות בגילאי חמש עד עשרים ושלוש, כאשר הנאשם הוא הבן הבכור. אביו בן 53, חשמלאי במקצועו, כיום לא עובד ואמו בת 44 עקרת בית.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"ביחס לביצוע העבירה קצינת המבחן התרשמה כי הנאשם לקח אחריות חלקית למעשיו. לדבריו, הוא מצא את הנשק ולאור תחושות פחד וחשש, בשל הרשעתו בדין בעבר, הוא לא דיווח למשטרה. בהמשך, הנאשם אישר שמסר את הנשק למחמד אולם שלל קבלת תשלום על כך על אף שסוכם על מחיר תשלום. הנאשם אף לא זיהה את עצמו כמי שעוסק בסחר בנשק. כמו כן הנאשם שלל את קיומו של הנשק השני ושלל ידיעה שמחמד התכוון להשתמש בנשק לביצוע פיגוע ירי חבלני.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"הנאשם הביע לפני קצינת המבחן הבנה פורמאלית לכך שמעשיו חוצים גבולות, חמורים ומסכנים אחרים. הוא הסביר כי מעורבותו בפלילים בכלל ובפרט בנדון, נובעת מכך שלא שקל את השלכות מעשיו, וכן הוא הושפע מגורמים חברתיים בסביבתו. הנאשם צמצם כל זיקה בין מעשיו להשפעות המצב הביטחוני, או להשתייכות לזרם פוליטי מסוים ושלל מעורבות אידיאולוגית מצדו, כמו כן שלל סחר בנשק מטעמים כלכליים.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"אשר להערכת הסיכון לעבריינות והסיכוי לשיקום, קצינת המבחן התרשמה כי מדובר בנאשם צעיר, שגדל במשפחה בעלת ערכים נורמטיביים ולו הרגלי עבודה תקינים בתחום התעסוקתי. לצד זאת, קצינת המבחן התרשמה מכך שהנאשם חסר בשלות רגשית, עם קווי אישיות ילדותיים וקושי בוויסות דחפים. הנאשם תיאר כי יש לו נטייה להיגרר אחר הסובבים אותו, ללא אבחנה בין צרכיו לצרכיהם, בכל העבירות בהם היה מעורב. עוד התרשמה קצינת המבחן מכך שמעורבותו של הנאשם בעבירות אלו הם על רקע היותו מושפע מאחרים, ללא אישיות מגובשת וכמי שעסוק בנראות ובזהות הגברית שלו בקרב אחרים, מה שבא לידי ביטוי בעבירות בהם התקשה להפעיל שיקול דעת מספק. בביצוע העבירות באים לידי ביטוי מאפיינים שוליים ותפיסות בעייתיות כלפי גבולות החוק. כמו כן הנאשם נטל אחריות חלקית למעשיו. לפיכך, קצינת המבחן התרשמה שרמת הסיכון להישנות התנהגות עוברת חוק עלתה ולא נוצר כל פתח מצדו לבחינת אפיק שיקומי.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"לכן, קצינת המבחן לא באה בהמלצה טיפולית בעניינו והמליצה להשית על הנאשם ענישה מוחשית ובעלת אופי הרתעתי להבהרת גבולות החוק וחומרת מעשיו לצד חומרת העבירות הנדונות. עוד המליצה לשקול בשיקולי הענישה גם את גילו הצעיר ולשקול את העובדה כי המעצר הנוכחי היווה גורם מרתיע עבורו.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"יוער כי קצינת המבחן התייחסה בתסקיר לעברו הפלילי של הנאשם וכן לכך שתלוי ועומד כנגדו כתב אישום, אשר הוגש בחודש ספטמבר 2016 בבית משפט השלום בפתח תקווה, בגין קשירת קשר וגניבה. מאחר שהנאשם לא הורשע בעבירה זו לא מצאתי לתת כל משקל לעובדה זו בבואי לגזור את דינו של הנאשם.",תסקיר שירות המבחן,תסקיר שירות מבחן
ME-16-03-54615-517,"בא כוח המאשימה עתר למתחם עונש הולם הנע בין שלוש שנים לשבע שנים, וזאת בשל הצורך להחמיר בעבירות נשק ככלל, וסחר בנשק בפרט, על שום קיומה של סכנה לשלום הציבור ולביטחונו, נוכח פוטנציאל הנזק העצום העלול להיגרם כתוצאה משימוש בנשק. עוד הוסיף בא כוח המאשימה כי הנשק עלול להתגלגל לידיהם של גורמים עבריינים או חבלניים ועל כן הפוטנציאל לכך קיים בכל עבירה של סחר בנשק, הגם שהנאשם לא היה מודע לכך בפועל. ב""כ המאשימה הציג פסיקה לתמיכה בטענותיו.",טענות הצדדים,טיעוני הצדדים
ME-16-03-54615-517,בא כוח המאשימה עתר להטלת עונש ברף הבינני של המתחם וזאת מאחר שמתסקיר שירות המבחן עלה שהנאשם לא לקח אחריות מלאה למעשיו. כמו כן קצינת המבחן לא באה בהמלצה טיפולית בעניינו ומסרה כי להערכתה קיימת רמת מסוכנות גבוהה להישנות המעשה. עוד ביקש בא כוח המאשימה ליתן משקל לכך שמדובר במעידתו השנייה של הנאשם בפלילים. עוד עתר בא כוח המאשימה להטלת מאסר מותנה וקנס והגיש פסיקה לתמיכה בטענותיו.,טענות הצדדים,טיעוני הצדדים
ME-16-03-54615-517,"בא כוח הנאשם הדגיש כי נסיבות מקרה זה הן אינן שגרתיות ועל כן מתחם העונש ההולם צריך להיות נמוך בהרבה מזה שעתרה לו המאשימה, שכן הנשק לא היה תקין, ומכאן שפוטנציאל הנזק במקרה זה הוא נמוך. כמו כן, מדובר בעבירה אחת של סחר בנשק ולא בשתי עבירות ואף לכך יש ליתן משקל בעת קביעת מתחם העונש ההולם. על כן סבר בא כוח הנאשם כי מתחם העונש ההולם צריך לנוע בין 12 ל-24 חודשי מאסר והגיש פסיקה לתמיכה בטענותיו.",טענות הצדדים,טיעוני הצדדים
ME-16-03-54615-517,"אשר לעונש המתאים, ציין בא כוח הנאשם כי מדובר בנאשם נורמטיבי, צעיר, בן למשפחה נורמטיבית, אשר טרם מעצרו עבד בתחום האלומיניום, הוא לקח אחריות על מעשיו, חסך זמן שיפוטי ושהה במעצר תקופה ממושכת שהיוותה לו גורם מרתיע וזהו מאסרו הראשון. אשר על כן ביקש בא כוח הנאשם להטיל עליו 15 חודשי מאסר.",טענות הצדדים,טיעוני הצדדים
ME-16-03-54615-517,"הנאשם בדברו האחרון מסר כי הוא ""לא שייך"" להתנהגות מסוג זו, וכי מדובר בטעות. עוד מסר כי הוא אדם עובד ולאחר שחרורו מהמאסר הוא רוצה לבנות את עתידו, להקים עסק בתחום האלומיניום ולהקים משפחה.",טענות הצדדים,טיעוני הצדדים
ME-16-03-54615-517,"בהתאם לסעיף 40ב' לחוק העונשין העיקרון המנחה בענישה הוא הלימה, קרי: יחס הולם בין חומרת מעשה העבירה ונסיבותיו ומידת אשמו של הנאשם, לבין סוג ומידת העונש המוטל עליו. בקביעת מתחם העונש ההולם, על בית המשפט להתחשב בערך החברתי שנפגע, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות לביצוע העבירה.",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, (ניתן ביום 28.3.16).",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"נשק, שהוא מטבעו כלי קטלני, עלול לעבור מיד ליד ולהגיע לידי גורמים שיבצעו באמצעותו עבירות פליליות חמורות, ואף לידי ארגוני טרור שיעשו בו שימוש באירועי טרור. על-כן, פוטנציאל הסיכון הנשקף מהסחר בו מחייב הטלת ענישה מחמירה ומרתיעה, אף אם מבצעי העבירות – בחוליות השונות בשרשרת העברת הנשק – אינם מודעים לתכלית השימוש בו. עוד נפסק כי בשל הסכנה הרבה הטמונה בעבירות הנשק, מוצדק להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה בפלילים. על בית המשפט לתת משקל משמעותי יותר לאינטרס הציבורי ולצורך להרתיע עבריינים מלבצע עבירות דומות, על-פני הנסיבות האישיות של העבריין. כב' השופט זילברטל  חזר על כך בע""פ 6989/13 פרח נ' מדינת ישראל (מיום 25.2.14):",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"המגמה להחמיר בענישה בעבירות נשק באה לידי ביטוי בשורה ארוכה של פסק דין שניתנו על ידי בית משפט העליון, בין היתר, בע""פ 1323/13 רך חסן  נגד מדינת ישראל  (ניתן ביום 5.6.13), שם קבעה כבוד השופטת ארבל:",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"בע""פ 4945/13 מדינת ישראל נ' סלימאן (ניתן ביום 19.1.14, כב' השופטת ארבל) נקבע מדרג חומרה לעבירות הנשק השונות, כאשר עבירת הסחר מצויה ברף העליון. מידת החומרה משתקפת, מטבע הדברים, גם בעונש המאסר הקבוע לצד עבירה זו עד 15 שנות מאסר.",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"בע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11) קבעה כבוד השופטת חיות כך: ""נוכח מימדיה המדאיגים של תופעת הסחר הבלתי חוקי בנשק, הסכנות הנשקפות ממנה והקלות היחסית שבה ניתן לבצען, אכן הגיעה השעה – בכפוף לנסיבותיו הקונקרטיות של כל מקרה ומקרה - להחמיר בעונשי המאסר הנגזרים על נאשמים בעבירות אלו לעומת העונשים הנגזרים כיום"".",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"לא זו אף זו, אך לאחרונה הדגיש כב' השופט מ' מזוז, במסגרת ע""פ 1397/16 מדינת ישראל נ' אחמד חמיאל (ניתן ביום 6.9.16), את הצורך להחמיר בענישתם של הסוחרים בכלי נשק אוטומטיים:",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"מדיניות הענישה הנהוגה בעבירות בנשק הינה מגוונת, והיא תלויה בנסיבותיו של כל מקרה ומקרה. כך למשל –",מתחם העונש ההולם,דיון והכרעה
ME-16-03-54615-517,"בע""פ 135/17 מדינת ישראל נ' סמי בסל (ניתן ביום 8.3.17) קיבל בית המשפט העליון את ערעורה של המדינה  על גזר דינו של בית המשפט המחוזי בחיפה, במסגרתו הושת על הנאשם 12 חודשי מאסר לריצוי בפועל, בגין ביצוע עבירות של החזקה ונשיאת נשק לפי סעיף 144(א) ו-144(ב) לחוק העונשין וגזר עליו 18 חודשי מאסר. הנאשם, בן 20, צבר לחובתו הרשעה אחת בעבירת איומים ושבל""ר, החזיק בתת מקלע ומחסנית והסתירם בשביל קרוב משפחתו, למשך שבוע ימים, שבסופם העבירם לאחר, אשר קנה את הנשק והמחסנית מקרוב משפחתו של הנאשם.",מתחם העונש ההולם,דיון והכרעה
