verdict,text,part,mapped_category
SH-19-09-65386-570,"בשם המאשימה: עו""ד נגה מזור שגב",nothing,מידע אחר
SH-19-09-65386-570,"בשם הנאשם: עו""ד נס בן נתן",nothing,מידע אחר
SH-19-09-65386-570,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), (ג), 10, 13א, 19, 36א(ב)",nothing,מידע אחר
SH-19-09-65386-570,"חוק העונשין, תשל""ז-1977: סע'  40ד'",nothing,מידע אחר
SH-19-09-65386-570,"פקודת המבחן [נוסח חדש], תשכ""ט-1969",nothing,מידע אחר
SH-19-09-65386-570,"הנאשם הורשע על יסוד הודאתו, במסגרת הסדר דיוני שכלל את תיקון כתב האישום, ב-20 עבירות של סחר בסם מסוכן לפי סעיפים 13א ו-19 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג – 1973 (להלן: הפקודה או פקודת הסמים המסוכנים); החזקת סם שלא לצריכה עצמית, לפי סעיפים 7(א) ו-(ג) רישא לפקודה; החזקת כלים להכנת סם שלא לצריכה עצמית, לפי סעיף 10 רישא לפקודה. כחלק מתיקון כתב האישום, נמחק מכתב האישום המקורי אישום מספר 20.",רקע ועובדות כתב האישום המתוקן,עובדות המקרה
SH-19-09-65386-570,"על פי החלק הכללי בכתב האישום המתוקן, במהלך השנה שקדמה לחודש ספטמבר 2019 סחר הנאשם בסם מסוכן מסוג קנאביס במספר רב של הזדמנויות. את העסקאות ביצע הנאשם עם מספר רב של קונים אשר יצרו עמו קשר באמצעות הטלפונים הניידים שברשותו, דרך יישומון ""טלגראס"" ובתכנת וואטסאפ. לאחר שהנאשם תיאם עם הקונים את רכישת הסם, נפגש עמם ברחבי העיר ראשון לציון שם בוצעו העסקאות, כמפורט בפרטי האישום שלהלן.",רקע ועובדות כתב האישום המתוקן,עובדות המקרה
SH-19-09-65386-570,"על פי עובדות האישום הראשון, ביום 15.9.2019 החזיק הנאשם במקומות שונים בביתו סם מסוכן מסוג קנאביס במשקל כולל של 440.39 גרם נטו, סם מסוכן מסוג חשיש במשקל של 3.9 גרם נטו ומשקל דיגיטלי לשקילת סמים. כן החזיק הנאשם ברכבו 9 שקיות ובהן סם מסוכן מסוג קנאביס במשקל כולל של 16.7 גרם.",רקע ועובדות כתב האישום המתוקן,עובדות המקרה
SH-19-09-65386-570,"על פי עובדות האישום השני, במהלך השנה שקדמה ליום 8.9.2019, נפגש הנאשם במספר הזדמנויות עם אישה בשם סיוון, ומכר לה בכל פעם סם מסוכן מסוג קנאביס במשקל של גרם תמורת 100 ₪.",רקע ועובדות כתב האישום המתוקן,עובדות המקרה
SH-19-09-65386-570,"על פי עובדות האישום השלישי, ביום 11.9.2019נפגש הנאשם עם אדם בשם צחי, ומכר לו סם מסוכן מסוג קנאביס במשקל 10.10 גרם תמורת 800 ₪.",רקע ועובדות כתב האישום המתוקן,עובדות המקרה
