verdict,text,part
ME-22-06-63995-262,"חוק העונשין, תשל""ז-1977: סע'  144, 144(ב), 144(ז)",nothing
ME-22-06-63995-262,"הנאשם הורשע על-פי הודאתו במסגרת הסדר טיעון בכתב אישום מתוקן (להלן: ""כתב האישום"") בעבירה של נשיאה והובלת נשק, עבירה לפי סעיף 144(ב) רישא לחוק העונשין התשל""ז-1977 (להלן: ""חוק העונשין"").",	מבוא	
ME-22-06-63995-262,"במסגרת הסדר הטיעון הגיעו הצדדים להסדר עונשי חלקי במסגרתו הוסכם שהמאשימה תגביל עצמה בטיעוניה לעונש של 24 חודשי מאסר בעוד שההגנה תטען לעונש של 14 חודשי מאסר. באשר ליתר רכיבי הענישה הוסכם כי המאשימה תעתור לעונשים של מאסר על תנאי, קנס ופסילת רישיון נהיגה בפועל ועל תנאי, וההגנה תוכל לטעון לעונש ביחס לרכיבים אלו באופן חופשי.",	מבוא	
ME-22-06-63995-262,"מעובדות כתב האישום עולה כי בתאריך 24.06.2022 בשעה 21:14 או בסמוך לכך, נסעו שוטרים בניידת בילוש בכביש 31 לכוון תחנת המשטרה בערד בדרכם למשמרת בילוש. במהלך הנסיעה, לאחר שעברו את היישוב חורה, הבחינו השוטרים ברכב מסוג ""טויוטה קורולה"" (להלן: ""הרכב"") נוסע ב""זיגזג"" ועובר בין נתיבי הנסיעה. בעקבות האמור, החליטו השוטרים לעצור את הרכב לבדיקה. השוטר אשר נהג בניידת הפעיל את האורות הכחולים המהבהבים במטרה לעצור את הרכב. השוטרים נסעו במקביל לרכבו של הנאשם וסימנו לו לעצור בצד. הנאשם שהבחין כי מדובר בשוטרים, האיץ את מהירות נסיעתו והשליך מחלון הרכב נשק מסוג רובה ציד מאולתר, אשר יורה ובכוחו להמית אדם (להלן: ""הנשק"") והמשיך בנסיעה עד אשר נעצר בצד הכביש. לאחר שהנאשם נעצר, שניים מהשוטרים חזרו למקום המשוער שבו נזרק הנשק ומצאו אותו בשיחים בסמוך לכביש.",	כתב האישום
ME-22-06-63995-262,"המאשימה טענה לעונש בכתב והשלימה טיעוניה על-פה. המאשימה טענה כי מתחם העונש ההולם נע בין 24 ל-48 חודשי מאסר.  המאשימה עתרה בהתאם להסדר הטיעון לעונש של 24 חודשי מאסר לצד מאסר על תנאי מרתיע, קנס משמעותי ופסילת רישיון נהיגה ממושכת בפועל ועל תנאי. את עתירתה לפסול את רישיון הנהיגה בפועל ועל תנאי נימקה המאשימה באופן נהיגתו של הנאשם ובכך שזה עשה שימוש לרעה ברישיון הנהיגה לצורך הובלת נשק ברכבו.",	טיעוני הצדדים
ME-22-06-63995-262,"במסגרת טיעוניה, המאשימה הפנתה לערכים המוגנים שנפגעו, למידת הפגיעה המשמעותית בהם ולחומרה הקיימת בהחזקת נשק באופן לא חוקי הן בל החשש לתאונות העלולות להיגרם בידי המחזיק בנשק והן בשל החשש שהנשק יתגלגל לידיים חבלניות או עברייניות. המאשימה הפנתה לנסיבות ביצוע העבירה לרבות לתכנון שקדם את ביצוע העבירה, לסוגו ואופיו של הנשק (נשק ציד לא אוטומטי), לכך שהנשק הוחזק ללא תחמושת, למקום בו הוחזק הנשק (ברכבו שנסע בכביש מרכזי באזור הדרום), לניסיון הימלטות של הנאשם מהשוטרים ולעובדה שהוא השליך את הנשק מחלון הרכב.",	טיעוני הצדדים
ME-22-06-63995-262,"באשר לאופי הנשק, המאשימה ציינה כי בשל כך שלא מדובר בנשק תקני המסוגל לירות במצב אוטומטי ובשל כך שזה הובל ללא תחמושת לצדו, הסכימה היא במסגרת ההסדר לטעון לעונש הראוי לשיטתה במקרים של נשיאת כלי נשק קצרים כמו אקדח.",	טיעוני הצדדים
ME-22-06-63995-262,"המאשימה עמדה בטיעוניה גם על שיקולי ההרתעה, על מגמת ההחמרה בענישה בעבירות נשק לרבות תיקון חוק העונשין בדבר עונש מזערי לעבירות נשק ועל כך שלא התבקש תסקיר שירות המבחן בעניינו של הנאשם, מה שמאיין הצורך להידרש לשיקולי שיקום.",	טיעוני הצדדים
ME-22-06-63995-262,"ב""כ הנאשם טען כי הרף התחתון של מתחם העונש ההולם בענייננו צריך לעמוד על 14 חודשי מאסר. ב""כ הנאשם טען כי יש להעמיד את עונשו של הנאשם על תחתית מתחם העונש ההולם (כפי שגם המאשימה עתרה ביחס למתחם שלו טענה), היינו לקבוע עונש מאסר של 14 חודשים. ב""כ הנאשם טען כי יש לתת משקל לסוגו ולאופיו של הנשק שהוביל הנאשם – רובה צייד - ולהבחנה שיש לעשות בין נשק שכזה לבין רובה סער או אקדח שנועד למטרות אחרות.",	טיעוני הצדדים
ME-22-06-63995-262,"ב""כ הנאשם עתר להימנע מהטלת קנס או לחלופין להסתפק בקנס מידתי בשל מצבו הכלכלי הקשה של הנאשם ושל משפחתו ובשל אופי העבירה שאינה כלכלית. כן עתר שלא לשלול את רישיון הנהיגה של הנאשם בפועל לנוכח כך שהנאשם לא הורשע בעבירת תעבורה ולא סיכן אנשים בכביש תוך שהוסיף כי שלילת רישיון הנהיגה תפגע בשיקומו וביכולת הנאשם לעבוד לאחר שחרורו (בעניין זה צירף מכתב ממעסיק).",	טיעוני הצדדים
ME-22-06-63995-262,"בטיעוניו הפנה ב""כ הנאשם גם לגילו הצעיר של הנאשם, להודאתו ולחיסכון בזמן שיפוטי, לכך שהוא נעדר עבר פלילי, לנסיבות חייו האישיות ולהתנהלות הנורמטיבית של הנאשם ומשפחתו. ב""כ הנאשם הפנה לפסיקה התומכת בעמדתו העונשית.",	טיעוני הצדדים
ME-22-06-63995-262,"הנאשם מסר כי הוא מצטער על מעשיו, כי הוא מעוניין לחזור למשפחתו ולחזור לעבוד.",	טיעוני הצדדים
ME-22-06-63995-262,"למעשה הצדדים הציגו בענייננו הסדר מסוג ""הסדר טווח"" שבין 14 ל-24 חודשי מאסר, הגם שכל אחד מהצדדים התייחס בטיעוניו, כל אחד בדרכו, למתחם העונש ההולם.",	דיון והכרעה
ME-22-06-63995-262,"בפסיקת בית המשפט העליון קיימות גישות שונות ביחס לשאלה האם במסגרת הסדר שכזה פטור בית המשפט מחובתו לקבוע מתחם עונש הולם. מחד, קיימת גישה לפיה קביעת מתחם עונש הולם על-ידי בית המשפט היא אמירה נורמטיבית של בית המשפט אשר צריכה להיאמר ללא קשר להסדר שבין הצדדים. מאידך, קיימת גישה לפיה בנסיבות דומות, של הסדרים ""סגורים"" או ""הסדרי טווח"", אין מקום לקביעת מתחמי עונש הולם. לעניין הגישות השונות ראו למשל ע""פ 8109/15 אביטן נ' מדינת ישראל (פורסם בנבו, 09.06.2016), פסקה 8.",	דיון והכרעה
ME-22-06-63995-262,"לצד אלה, קיימת גם גישת ביניים לפיה במקרה שכזה אין צורך בהרחבה ובפירוט של מתחם העונש ההולם. צורך שכזה יכול לקום בעיקר עת מוצא בית המשפט להטיל עונש שנמצא מחוץ לטווח המוסכם. בעניין זה ראו למשל ע""פ 6943/16 גלקין נ' מדינת ישראל (פורסם בנבו, 28.01.2018), פסקה 3.",	דיון והכרעה
ME-22-06-63995-262,"סבורני כי לנוכח אופיו של ההסדר אליו הגיעו הצדדים, ולנוכח העובדה שהעונש שאותו מצאתי להטיל על הנאשם נמצא בתוך טווח הטיעון המוסכם של הצדדים, אין הכרח לשרטט במדויק את גבולות מתחם העונש ההולם בענייננו, אף שמוצא אני לציין, כי הרף התחתון של מתחם העונש ההולם בענייננו צריך להיות גבוה מזה שלו טען ב""כ הנאשם.",	דיון והכרעה
ME-22-06-63995-262,"אחר כל זאת, פטור בלא כלום אי אפשר, וכדי להבין את מסקנתי בדבר העונש הראוי לנאשם, מצאתי לעמוד גם על השיקולים שמגבשים על דרך כלל את מתחם העונש ההולם.",	דיון והכרעה
ME-22-06-63995-262,"הנאשם פגע בערכים של שמירה על שלום הציבור ובטחונו, לרבות הגנה על חיי אדם, שמירה על שלטון החוק והסדר הציבורי.",	דיון והכרעה
ME-22-06-63995-262,"ניסיון החיים במציאות הישראלית מלמד כי ישנו בסיס מוצק לחשש כי נשק שהוחזק או הובל באופן לא חוקי יימצא בסופו של יום בידי גורמים עברייניים או עוינים שיעשו בו שימוש לפגיעה בגוף ובנפש. בע""פ 1323/13 חסן נ' מדינת ישראל (פורסם בנבו, 5.6.2013) פסקה 12:",	דיון והכרעה
ME-22-06-63995-262,"כן ראו דברי השופט מ' מזוז בע""פ 4406/19 מדינת ישראל נ' סובח (פורסם בנבו,5.11.2019):",	דיון והכרעה
ME-22-06-63995-262,"בענייננו, מידת הפגיעה בערכים המוגנים היא משמעותית בשים לב לסיכון הגבוה לגוף ולנפש הנובע מנשיאת והובלת נשק. כזכור, הנאשם הוביל רובה צייד מאולתר שבכוחו להמית ברכבו, נהג ב""זיגזג"" בכביש, האיץ את רכבו כשהתבקש על-ידי השוטרים לעצור ובהמשך אף השליך את הנשק מחלון רכבו.",	דיון והכרעה
