verdict,text,part
SH-12-535-399,"ב""כ המאשימה עו""ד פאדי אסעד",nothing
SH-12-535-399,"הנאשם בעצמו וב""כ עו""ד נעמה שגיא",nothing
SH-12-535-399,"חוק העונשין, תשל""ז-1977: סע'  144(א)",nothing
SH-12-535-399,"הנאשם, יליד 1991, הורשע, על יסוד הודאתו בעובדות כתב האישום במסגרת הסדר טיעון, בביצוע עבירה של החזקת נשק, אביזר ותחמושת, לפי סעיף 144(א) רישא וסיפא לחוק העונשין (להלן – ""החוק"").",רקע
SH-12-535-399,"לפי עובדות כתב האישום, ביום 19.8.2012, בשעה 1:00 או בסמוך, החזיק הנאשם בשקית, בשטח כורכר בסמוך לאזור התעשייה בטירה, נשק מסוג קארל גוסטב מאולתר ללא מספר (להלן – ""הנשק"") וכן מחסנית וכדור 9 מ""מ.",רקע
SH-12-535-399,"במסגרת ההסדר נתבקש שירות המבחן לערוך תסקיר אודות הנאשם, המאשימה עתרה למתחם עונש הולם שנע בין 7 ל-14 חודשי מאסר בפועל והודיעה שתעתור לעונש בתחתית המתחם. הובהר כי ההגנה תהיה חופשיה בטיעוניה ותוכל אף לעתור לביטול ההרשעה.",רקע
SH-12-535-399,"עוד הוסכם על הצדדים כי מדוח הפעולה שרשם שוטר עולה שבמקום היה אדם אחר אשר החזיק באותה שקית בה נמצא הנשק וכי ההגנה תהיה רשאית להגיש מסמכים מתיק החקירה, ובהתאם להעלות בשלב הטיעונים לעונש טענות משפטיות שונות, לרבות הגנה מן הצדק.",רקע
SH-12-535-399,אין לחובתו של הנאשם הרשעות קודמות.,רקע
SH-12-535-399,התקבל אודות הנאשם תסקיר מבחן. מהתסקיר עולה כי הנאשם עובד מזה ארבע שנים כנהג בחברת הסעות אותה מנהל אביו. מעורבות הנאשם בעבירה מוסברת על רקע התחברותו לגורמים שליליים. במסגרת אבחון בהליך המעצר ההתרשמות הייתה כי הנאשם מבין היום טוב יותר את הסיכון שהיה נתון בו בתקופה בה ביצע את העבירה. במסגרת פיקוח מעצרים שולב הנאשם בטיפול קבוצתי. הנאשם מגיע לטיפול כנדרש ומשתף בתכנים. שירות המבחן סבור כי אין לנאשם דפוסים אלימים והסיכון להישנות התנהגות עבריינית פחת. הומלץ להעדיף בעניינו של הנאשם את אפיק השיקום והגם שלא הוצגה פגיעה קונקרטית – הוצע לבטל את הרשעתו בדין.,רקע
SH-12-535-399,הצדדים טענו לעונש בכתב ועל-פה. זה המקום להעיר כי היקף הטיעונים הכתובים של שני הצדדים (אך בעיקר ההגנה) היה רב שלא לצורך ובניגוד להחלטות השיפוטיות שנועדו לצמצמו.,תמצית טענות הצדדים
SH-12-535-399,"המאשימה סבורה כי חומרת העבירה מצדיקה לגזור על הנאשם עונש של מאסר בפועל וברי שאין מקום לשקול את עתירתו לביטול ההרשעה. המאשימה הפנתה בטיעוניה לפסיקה לעונש בעבירה זו, הזכירה כי שירות המבחן הוא גורם ממליץ בלבד, אבחנה את הפסיקה שהגישה ההגנה וטענה כי אין מקום לקבל במקרה זה את הטענה בדבר אכיפה בררנית.",תמצית טענות הצדדים
SH-12-535-399,"ב""כ הנאשם טענה כי יש מקום לקבל את המלצת שירות המבחן בעניינו של הנאשם. היא הפנתה לגילו הצעיר של הנאשם, להליך השיקומי, ובנוסף טענה באריכות לאכיפה בררנית שיסודה בהחלטת המדינה לא להעמיד לדין שני חשודים אחרים ששמם עלה בחקירת המשטרה.",תמצית טענות הצדדים
