verdict,text,part
ME-21-04-63328-834,"חוק העונשין, תשל""ז-1977: סע'  144, 144(ב), 275, 338(א)(1)",nothing
ME-21-04-63328-834,"הנאשמים 1 ו-2 (להלן: ""הנאשמים"") הורשעו על-פי הודאתם, במסגרת הסדר טיעון, בכתב אישום מתוקן, המייחס לנאשם 1 עבירות של הפרעה לשוטר בשעת מילוי תפקידו ומעשי פזיזות ורשלנות,  עבירות לפי סעיפים 275 ו-338(א)(1) לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין"") ולנאשם 2 עבירות של נשיאה והובלת נשק, חלקי נשק ותחמושת עבירות לפי סעיף 144(ב) רישא וסיפא לחוק העונשין.",	מבוא:
ME-21-04-63328-834,"בתאריך 06.04.2021, בסמוך לשעה 22:25, נסעו הנאשמים בבאר שבע ברכב שרישיונו לא היה בתוקף, ואשר היה מעודכן במשרד התחבורה בסטטוס של ""פירוק"" (להלן: ""הרכב""). נאשם 1 נהג ברכב ונאשם 2 ישב לידו במושב הנוסע הקדמי שברכב. באותה עת נאשם 2 נשא עמו נשק שבכוחו להמית – אקדח מסוג ""גלוק"" 9 מ''מ (להלן: ""האקדח""), מחסנית תואמת ו-11 כדורי 9 מ''מ. נאשם 1 לא ידע כי נאשם 2 נושא עימו את האקדח.",	כתב אישום:
ME-21-04-63328-834,"במועד הנ''ל, הבחין השוטר אסף שהיה רכוב על אופנוע משטרתי בנאשמים שעוררו את חשדו ובעת עצירת הרכב ברמזור אדום, הורה הוא לנאשם 1 לעצור את הרכב. נאשם 1 לא שעה להוראתו של השוטר אסף ולאחר שהאור ברמזור התחלף לירוק, נמלט הוא בנסיעה מהירה.",	כתב אישום:
ME-21-04-63328-834,"לאחר מרחק קצר, הבחין נאשם 1 בהולך רגל שחצה את הכביש, הסיט בחדות את הרכב, והתנגש בחוזקה בעמוד חשמל.",	כתב אישום:
ME-21-04-63328-834,"הנאשמים, שלא יכלו להמשיך בנסיעה, שברו את חלון הרכב בצד הנוסע הסמוך לנהג, ונאשם 2 השליך מתוך הרכב את האקדח. נאשם 1 יצא ראשון מהרכב דרך החלון השבור, ונמלט מהמקום בריצה מהירה. השוטר אסף דלק אחריו עד אשר עצר אותו, לא לפני שזה התנגד למעצרו.",	כתב אישום:
ME-21-04-63328-834,"נאשם 2 יצא אף הוא מבעד לחלון הרכב השבור, ונעצר בסמוך לרכב על-ידי שוטר נוסף שהגיע למקום.",	כתב אישום:
ME-21-04-63328-834,"במסגרת הסדר הטיעון הצדדים לא הגיעו להסכמה עונשית וכל צד טען לעונש באופן ""חופשי"".",	כתב אישום:
ME-21-04-63328-834,נוכח גילו של נאשם 2 והעמדה העונשית של המאשימה קמה חובה לקבל בעניינו תסקיר של שירות המבחן.,	תסקיר שירות המבחן
ME-21-04-63328-834,"מהתסקיר (מיום 31.10.2021) עלה כי נאשם 2 כבן 21, נשוי ואב לתינוק, סיים 12 שנות לימוד, בסיום לימודיו השתלב בעבודות מזדמנות וטרם מעצרו עבד כשנתיים בעבודות אחזקה בבית ספר. נאשם 2 שיתף כי אשתו הייתה בהריון כאשר נעצר וטרם ראה את בנו וכי הוא מעוניין לנהל אורח חיים נורמטיבי כדי להיות לצד אשתו ובנו.",	תסקיר שירות המבחן
ME-21-04-63328-834,"נאשם 2 הודה בפני שירות המבחן בביצוע העבירה והביע חרטה, מסר כי מצא את האקדח באופן מקרי, כי חשב שמדובר באקדח צעצוע, כי בעת המרדף המשטרתי גילה שבאקדח יש מחסנית וכדורים וכי בשל הפחד והלחץ השליך את האקדח מחלון הרכב.",	תסקיר שירות המבחן
