verdict,text,part
ME-16-07-30015-11,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב), 144(ב2), 40יג(א)","הנאשם: הובא באמצעות ליווי שב""ס."
ME-16-07-30015-11,"פקודת מניעת טרור: סע'  4 (ב), (ז)","הנאשם: הובא באמצעות ליווי שב""ס."
ME-16-07-30015-11,"הנאשם הודה בעובדות כתב האישום המתוקן בביצוע עבירות בנשק (הובלה והחזקה), לפי סעיף 144(א) רישא וסיפא + סעיף 144(ב) רישא וסיפא לחוק העונשין, התשל""ז- 1977 (להלן: ""חוק העונשין""), בעבירה של עסקה אחרת בתחמושת, לפי סעיף 144(ב2) לחוק העונשין ובעבירה של תמיכה בארגון טרוריסטי, לפי סעיף 4 (ב), (ז) לפקודת מניעת טרור, התש""ח - 1948.",רקע
ME-16-07-30015-11,"בהתאם לאישום הראשון, במחצית שנת 2015 קיבל הנאשם מקרוב משפחה אקדח מסוג FN קוטר 9 מ""מ, וכן 3 מחסניות ותחמושת לאקדח. הנאשם הסתיר את האקדח בביתו. במועד מאוחר יותר, העביר שתי קופסאות תחמושת לאקדח לקרוב משפחה.  וזאת ללא תמורה ושלא כדין. בפברואר 2016 הציע הנאשם את האקדח למכירה לקרובי משפחתו תמורת 15,000 ₪ אך העסקה לא יצאה לפועל בשל חוסר הסכמה על המחיר. באפריל 2016, בשל חששו מחיפוש משטרתי, העביר את האקדח לאחמד, אשר החזיק בו בביתו בנצרת למשך כשבוע. לאחר מכן לקח הנאשם את האקדח מאחמד והסתירו בביתו, שם הוחזק שלא כדין עד שנתפס על ידי המשטרה ביום 15/6/16.",עובדות כתב האישום
ME-16-07-30015-11,"בהתאם לאישום השני, החל משנת 2014 ועד למעצרו בחודש יוני 2016 (להלן: ""התקופה הרלוונטית"") תמך הנאשם בארגון דאע""ש ונהג לגלוש באינטרנט באתרים הקשורים לארגון ולצפות בסרטוני תמיכה בארגון. במהלך תקופה זו נהג הנאשם להעביר לאחרים תמונות של דגל הארגון, לוחמים בארגון ופרסומים בעניין פעילות הארגון ומשנתו. ביום 25/5/16 התכתב הנאשם באמצעות אפליקציית טלגרם"" עם חברו – מחמוד עבד אל פתאח ושלח לו תמונה של לוחמי דאע""ש, ולצידה כתב : ""מי ייתן ואהיה שאהיד"". במהלך שנת 2015 החליט הנאשם להתגייס לארגון דאע""ש בסוריה ושיתף בתכניתו זו את חבריו. בהמשך נודע לנאשם אודות פרופיל פייסבוק של פעיל דאע""ש המכונה ""אבו תורג'מן אל סוואריטי"" (להלן: ""הפעיל"") וכי מדובר במי שמסייע לאנשים החפצים להצטרף לשורות הארגון ולהסתנן לסוריה דרך טורקיה. הנאשם איתר את פרופיל הפייסבוק של הפעיל, שם היה רשום מספר הטלפון שלו אותו שמר הנאשם בטלפון נייד. ביום 27/3/16 ניסה הנאשם להתקשר אל הפעיל אך לא הצליח ליצור קשר. בתחילת שנת 2016 או בסמוך לכך, שיתף הנאשם את אשתו ואמו בתכניתו לצאת לסוריה ולהצטרף לדאע""ש.",עובדות כתב האישום
ME-16-07-30015-11,"ב""כ המאשימה ביקש לקבוע מתחם עונש לכל אישום בנפרד. הנאשם החזיק באקדח תקופה ארוכה, כשנה, עד שהאקדח הוסגר במסגרת חקירתו. סבור כי מתחם העונש ההולם בגין האישום הראשון נע בין שנתיים לבין 4.5 שנות מאסר בפועל, בתוספת ענישה נלווית. בהתייחס לאישום השני שעניינו עבירות תמיכה בארגון טרור, טען כי המדובר בנאשם שהזדהותו האידיאולוגית עם דאע""ש הגיעה לרף גבוה, עד שפעל ברצינות על מנת להסתנן לסוריה ולהתגייס לארגון. מתחם העונש ההולם את נסיבות המקרה דנא נע בין 15-36 חודשי מאסר בפועל. ביקש לקבוע את עונשו בחלק המרכזי הגבוה של כל אחד מהמתחמים. בנסיבותיו של תיק זה שעניינו הימצאותו של נשק בלתי חוקי בידיו של תומך דאע""ש יש מקום להחמרה בעונש ולצבירה של שני עונשים בתוך המתחמים. בנוסף ביקש להשית עליו מאסר על תנאי וקנס.",טיעונים לעונש:
ME-16-07-30015-11,"ב""כ הנאשם סבור כי יש לראות בשני האישומים אירוע אחד, שכן יש קשר בין שני האירועים. לאחר שנעצר, הוצא צו חיפוש ובחיפוש בביתו לא נמצא דבר. הנאשם הוא זה אשר סיפר כי הוא מחזיק בבית אקדח. באשר לאישום השני טען כי מעשיו של הנאשם מסתכמים בכך שהיה פעיל ברשתות חברתיות ולא מעבר לכך. תכניתו של הנאשם להתגייס לארגון נשארה בגדר אמירה. האקדח נתפס על ידי המשטרה ולא נעשה בו שימוש או על ידי מי בני משפחתו. באשר לעבירה של עסקה אחרת בתחמושת ציין כי מה שהביא אותו לבצעה היה מצבו הכלכלי הקשה ואין מדובר בסוחר נשק. מתחם העונש ההולם הינו מאסר בפועל בדרך של עבודות שירות. באשר לאישום השני טען כי העונש נע בין מאסר על תנאי ועד למספר חודשי מאסר בפועל אשר ירוצו בדרך של עבודות שירות. משכך טען כי מתחם העונש ההולם בנסיבות התיק דנא נע בין מאסר בפועל בדרך של עבודות שירות לבין מאסר בפועל. המדובר בנאשם נעדר עבר פלילי. הודאתו חסכה מזמנו היקר של בית המשפט ואת העדתם של כ- 17 עדי תביעה. ביקש להסתפק בימי מעצרו.",טיעונים לעונש:
ME-16-07-30015-11,"הנאשם הורשע בשלוש עבירות שונות במסגרת שני אישומים, שעניינן עבירות בנשק (הובלה והחזקה) ועסקה אחרת בתחמושת (במסגרת האישום הראשון) ובעבירה של תמיכה בארגון טרוריסטי (במסגרת האישום השני).",דיון ומסקנות:
ME-16-07-30015-11,"על אף שמדובר בשני אישומים שונים, המדובר בעבירות המהוות אירוע אחד, עבירות הנשק בוצעו באותה תקופה בה הביע הנאשם תמיכה בארגון טרוריסטי. קרי, משך כל התקופה בה תמך בארגון דאע""ש, הנאשם נשא, הוביל והחזיק באקדח ובתחמושת ואף העביר תחמושת לקרוב משפחתו.",דיון ומסקנות:
ME-16-07-30015-11,"נוכח האמור ובהתאם למבחן ""הקשר ההדוק"" שנקבע בפסק דין ג'אבר (ע""פ 4910/13 ג'אבר נ. מדינת ישראל (ניתן ביום 29/10/14) סבורני, כי ניתן לראות בעבירות המיוחסות לנאשם אירוע אחד, תוכנית עבריינית אחת, לגביהן חל סעיף 40יג(א) לחוק העונשין לפיו ""הרשיע בית המשפט נאשם במספר עבירות  המהוות אירוע אחד, יקבע מתחם עונש הולם כאמור בסעיף 40ג(א) לאירוע כולו, ויגזור עונש כולל לכל העבירות בשל אותו אירוע"".",דיון ומסקנות:
