verdict,text,part
ME-14-07-28889-461,"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג, 40ו', 40ז, 40ט, 144, 144(א), 144(ב), 40יא, 40יג(ב), 418, 420",nothing
ME-14-07-28889-461,"חוק הכניסה לישראל, תשי""ב-1952: סע'  12(1)",nothing
ME-14-07-28889-461,"ביום 31.8.2014 הורשע הנאשם, על פי הודאתו בעובדות כתב האישום, בעבירה של החזקה ונשיאת נשק, עבירה לפי סעיף 144(א) רישא וסעיף 144(ב) רישא לחוק העונשין, התשל""ז - 1977 (להלן: ""חוק העונשין""), בעבירה של כניסה ושהייה בלתי חוקית בישראל, עבירה לפי סעיף 12(1) לחוק הכניסה לישראל, התשי""ב -   1952 (להלן: ""חוק הכניסה לישראל"") ובעבירה של שימוש במסמך מזוייף, עבירה לפי סעיף 420 בנסיבות סעיף 418 רישא לחוק העונשין.",רקע
ME-14-07-28889-461,"הנאשם הינו תושב השטחים. עובר לתאריך 02.07.2014 נכנס הנאשם לישראל, לעראבה, ללא היתר כדין ובניגוד לחוק, כשהוא נושא נשק מסוג קרל גוסטב, אשר סוגל לירות כדור ובכוחו להמית אדם (להלן: ""האקדח"") וכן מחסנית הטעונה בכדורי 9 מ""מ (להלן: ""המחסנית"").",א.	עובדות כתב האישום  
ME-14-07-28889-461,"לאחר שהגיע לעראבה, החזיק הנאשם את האקדח והמחסנית בדירה בה שהה עד שנעצר על ידי משטרת ישראל בתאריך 02.07.2014.",א.	עובדות כתב האישום  
ME-14-07-28889-461,הנאשם החזיק ברשותו גם תעודת זהות ישראלית מזוייפת על שם מחמוד אגבאריה ת.ז. 203965785 ובה מודבקת תמונת הנאשם.,א.	עובדות כתב האישום  
ME-14-07-28889-461,"במעשיו המתוארים לעיל החזיק ונשא הנאשם נשק, בלא רשות על פי דין להחזקתו או לנשיאתו, נכנס לישראל ושהה בה ללא היתר ובניגוד לחוק וכן החזיק במסמך מזויף ביודעו כי הוא מזויף.",א.	עובדות כתב האישום  
ME-14-07-28889-461,"בפתח הדיון בפניי ביום 10.9.14 הגישה ב""כ המאשימה את גיליון המרשם הפלילי של הנאשם (ת/1) וכן תצלומים של כלי הנשק והמחסנית שנתפסו אצל הנאשם (ת/2). כמו כן, הוגשו טיעוני המאשימה לעונש בכתב (ת/3) וכן הוסיפה ב""כ המאשימה לאמור בת/3, במסגרת הדיון הנ""ל, כל זאת כמפורט להלן.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה טענה, כי המדובר בעבירות חמורות וכי לא בכדי קבע המחוקק בצד עבירות הנשק עונש מירבי של 10 שנות מאסר. לדברי ב""כ המאשימה, דברים אלה מקבלים משנה תוקף שעה שמדובר בנאשם שעשה מאמצים להיכנס באופן בלתי חוקי לישראל, כשהוא נושא עמו רובה ומחסנית לכל אורך הדרך משטחי הרשות הפלסטינאית עד לעראבה, וכל זאת מבלי שידוע מה הייתה מטרת החזקת הנשק, למה הוא נועד לשמש בעתיד, לאילו ידיים עוינות הוא עלול היה להתגלגל ובאיזו עוצמה עלול היה הפוטנציאל הקטלני להתממש.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"לטענת ב""כ המאשימה, חומרה נוספת נעוצה בעובדה, כי בשעת תפיסת הנשק מתחת למיטת הנאשם,  נמצאה בצד הנשק מחסנית הטעונה בכדורים, דבר המלמד לגבי אפשרות השימוש המיידי בנשק. ב""כ המאשימה הוסיפה וטענה, כי העובדה שבסופו של יום הנשק נתפס, מבלי שמומש הסיכון שבהחזקתו ובנשיאתו, הינה אך בגדר מזל הודות לפעולת המשטרה, ואין לזקוף עובדה זו לזכות הנאשם.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה הפנתה בת/3 לפסיקת בית המשפט העליון באשר להתגלגלותו של נשק המוחזק שלא כדין לידי גורמים עוינים, לצורך שימוש למטרות פליליות העלולות להביא לקיפוח חיי אדם (ע""פ 761/07 אדרי נ' מדינת ישראל, [פורסם בנבו],  וכן ע""פ 1332/04 מדינת ישראל נ' פס, [פורסם בנבו] הנזכרים בת/3).","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה הדגישה בטיעוניה לעונש (ת/3), כי גם במקרים בהם הנשק איננו מוחזק למטרת ביצוע עבירות אחרות, קיים סיכון רב לציבור בעצם החזקתו, וזאת עקב חוסר המיומנות של מחזיק הנשק (ראה בנקודה זו ע""פ 3300/06 אבו סנינה נ' מדינת ישראל, [פורסם בנבו] הנזכר בת/3).","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה הוסיפה וציינה, כי המדובר בענייננו גם בעבירה של כניסה לא חוקית לישראל, תוך שהנאשם ניסה לשפר את סיכוייו להשאר בתחומי המדינה בכך שהחזיק בתעודת זהות מזוייפת, בד בבד תוך נשיאת הנשק המסוכן והכבד וכן המחסנית. לדידה, מתן עונש קל במקרה זה יחטא לאינטרס ההרתעה בתיקים מסוג זה ויביא להמשך התנהלות מסוכנת כדוגמת ההתנהלות במקרה דנן.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה לא התעלמה בטיעוניה לעונש מהיות הנאשם אדם צעיר, שהודה בהזדמנות הראשונה, ומעברו הלא מכביד של הנאשם. יחד עם זאת, הפנתה ב""כ המאשימה לפסיקת בית המשפט העליון  לפיה, אינטרס הציבור במקרים כגון דא, גובר על אינטרס הפרט ודורש השתת עונשי מאסר לריצוי בפועל בגין עבירה של החזקת נשק אף על מי שזו לו עבירתו הראשונה (ראה ע""פ 2718/04 אבו דחאל נ' מדינת ישראל [פורסם בנבו] הנזכר בת/3). עוד הוסיפה ב""כ המאשימה וציינה, כי הנאשם הורשע בעבר פעמיים בעבירות של כניסה לישראל שלא כחוק והושתו עליו תקופות מאסר קצרות, אשר לא הרתיעו אותו מלשוב ולהיכנס לישראל תוך נשיאת נשק לתוך שטחי המדינה.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה טענה, כי מתחם העונש ההולם בגין עבירת הנשק שביצע הנאשם, בנסיבותיו של תיק זה, נע בין עונש של 3 שנות מאסר עד 5 שנות מאסר וביקשה להשית על הנאשם עונש המצוי במחצית המתחם הנ""ל. עוד טענה ב""כ המאשימה, כי בגין העבירה של כניסה לישראל שלא כחוק והעבירה של שימוש במסמך מזוייף, אשר בוצעו במסגרת אירוע משותף, נע מתחם הענישה ההולם בין 5 חודשי מאסר בפועל ל- 10 חודשי מאסר בפועל.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה עתרה להשית על הנאשם בגין 2 העבירות הנ""ל עונש ברף הגבוה של המתחם, במצטבר לעונש בגין עבירת הנשק, זאת נוכח העובדה כי  הנאשם הורשע פעמיים בעבר בגין עבירה של כניסה שלא כדין לתחומי המדינה, כל זאת בניכוי תקופת מעצרו של הנאשם (מיום 2.7.14). בנוסף ביקשה ב""כ המאשימה להשית על הנאשם מאסר על תנאי ממושך וצופה פני עתיד וקנס כספי.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"ב""כ המאשימה הגישה אסופת פסיקה להמחשת עמדת המאשימה לעונש (ת/4), זאת הן לעניין עבירת הנשק והן לעניין העבירה של שהיה בלתי חוקית בישראל בצד העבירה של שימוש במסמך מזוייף.","ב.	טיעוני ב""כ המאשימה לעונש  "
ME-14-07-28889-461,"בפתח טיעוניו לעונש ציין ב""כ הנאשם את נסיבות חייו הקשות של הנאשם וטען כי המדובר בנאשם בן 25, בן למשפחה מרובת ילדים, האחראי לפרנסת שמונת  אחיו ואחיותיו ומי שסייע בפרנסת שני הוריו. הסנגור טען, כי אמו של הנאשם הינה אישה חולנית מאוד הזקוקה לטיפולים ולתרופות.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"ב""כ הנאשם הוסיף וטען כי, אמנם אין להמעיט בחומרת העבירות שביצע הנאשם, אולם הסיבה לשמה נכנס הנאשם לתחומי המדינה, נעוצה ברצונו להרוויח כסף ולסייע בכך לפרנסת משפחתו, שכאמור מצויה במצב קשה מאוד. לדברי ב""כ הנאשם, הדוחק הכלכלי בו שרויה משפחת הנאשם גרמה להחלטתו להכניס את כלי הנשק לישראל ולנסות למכור אותו כאן ולהרוויח ""כסף קל"". הסנגור הדגיש, כי אין בתיק כל ראייה המצביעה על כך שכוונתו של הנאשם הייתה להשתמש בנשק כדי לבצע עבירות ביטחוניות או פליליות ומטרתו הייתה אך כלכלית גרידא.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"עוד הטעים ב""כ הנאשם והוסיף כי, שעה שהשוטרים עצרו את הנאשם הוא לא הביע שום התנגדות, הודה בכל העבירות שביצע ומסר מדוע הביא את הנשק ואת תעודת הזהות. הסנגור הוסיף וציין את גילו הצעיר של הנאשם ואת עברו הפלילי הלא מכביד.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"בסיום טיעוניו לעונש, הגיש ב""כ הנאשם אסופת פסיקה בעבירות נשק, להמחשת עמדת ההגנה לעונש (נ/1) ועתר להשתת עונש של מאסר בפועל על הנאשם, לתקופה של  12 חודש בערך. הסנגור טען, כי לדידו מתחם הענישה ההולם  בגין עבירת הנשק נע בין 6 חודשי מאסר בפועל לבין 12 חודשי מאסר בפועל ובגין העבירה של כניסה שלא כחוק לתחומי המדינה, בצד עבירת השימוש במסמך מזויף, נע בין חודשיים ל- 6 חודשי מאסר בפועל.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"יצויין כי הסנגור ביקש לאבחן בין פסקי הדין ת/4 לבין המקרה שבפנינו, בציינו כי במקרה דנן מדובר בנאשם שעברו אינו מכביד ובהחזקת כלי נשק פרימיטיבי ולפיכך, לדידו, מן הראוי להקל בדינו של הנאשם ולא ללמוד לענייננו גזרה שווה מאסופת הפסיקה ת/4.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"מנגד, ביקשה באת כוח המאשימה שלא ללמוד גזרה שווה לענייננו מאסופת הפסיקה נ/1, בציינה, כי פסקי הדין נ/1 מתייחסים ברובם לנאשמים תושבי הארץ לגביהם ניתנו תסקירים חיוביים.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"הנאשם ביקש לומר את דברו בפני בית המשפט וציין, כי הגיע לישראל כדי לעבוד וכי הביא את הנשק על מנת למכור אותו.","ג.	טיעוני ב""כ הנאשם לעונש "
ME-14-07-28889-461,"תיקון מס' 113 מתווה את העיקרון המנחה כיום את ביהמ""ש בבואו לגזור דינו של נאשם, שהינו, לפי סעיף 40ב לחוק העונשין, עיקרון ההלימה, לפיו צריך להתקיים יחס הולם בין חומרת מעשי העבירה בנסיבותיו ומידת אשמו של הנאשם לבין סוג ומידת העונש המוטל עליו. יחס זה מבטא, למעשה, את עיקרון הגמול (ראה ע.פ. 1523/10 פלוני נ' מדינת ישראל, 18/4/12, לא פורסם [פורסם בנבו]). סעיף 40ג' לחוק העונשין קובע, כי על ביהמ""ש לקבוע מתחם עונש הולם למעשה העבירה שביצע הנאשם, בהתאם לעיקרון המנחה הנ""ל. לשם כך, יתחשב ביהמ""ש בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, הכלולות בסעיף 40ט' לחוק העונשין.",ד.	דיון והכרעה
ME-14-07-28889-461,"על בית המשפט בשלב הראשון של יישום תיקון 113 לחוק העונשין, לבדוק האם העבירות בהן הורשע הנאשם מהוות אירוע אחד או כמה אירועים נפרדים, שאז לקבוע מתחם ענישה הולם לכל אירוע בנפרד ולאחר מכן לגזור עונש נפרד לכל אירוע (בד בבד עם קביעה האם ירוצו העונשים בחופף או במצטבר) או עונש כולל לאירועים כולם (סעיף 40יג(ב) לחוק העונשין) (ראה ע""פ 8641-12 מוחמד סעד נ' מ""י, פורסם בנבו,  ניתן ביום 5.8.13). במקרה דנן הסכימו ב""כ הצדדים, כי יש לראות את העבירה של החזקה ונשיאת נשק כאירוע אחד ואת העבירות של כניסה ושהייה בלתי חוקית בישראל ושימוש במסמך מזויף כאירוע שני. עמדה זו של הצדדים מקובלת עלי, שכן עבירת הנשק  מהווה אירוע אחד ואילו העבירה שעניינה שהייה בלתי חוקית בישראל, יחד עם העבירה של שימוש במסמך מזויף (תעודת זהות כדי להקל על ביצוע עבירת השהייה שלא כדין במדינת ישראל) מהוות אירוע שני. לפיכך, אקבע להלן בנפרד את מתחם הענישה ההולם לעבירת הנשק ואת מתחם הענישה ההולם לעבירה של שהייה בלתי חוקית בצד העבירה של שימוש במסמך מזויף.",ד.	דיון והכרעה
ME-14-07-28889-461,"הערך המוגן הנפגע כתוצאה מביצוע עבירה של החזקה ונשיאת נשק הינו שלום הציבור ובטחונו. ""עבירות בנשק לסוגיהן מגלמות בתוכן סיכון ממשי לשלום הציבור ולבטחונו, שכן לא ניתן לדעת להיכן יתגלגלו כלי הנשק המוחזקים שלא כדין, ואיזה שימוש יעשה בהם בעתיד"" (ע""פ 7502/12 ‏כוויס נ' מדינת ישראל [פורסם בנבו] (25.6.2013)). בתי המשפט עמדו לא אחת על חומרתן הרבה של עבירות הנשק למיניהן, על פוטנציאל הסיכון הרב הטמון בשימוש בנשק ללא היתר והעברתו מיד ליד ללא פיקוח, ועל התוצאות הקשות והרות-הגורל שעלולות להיגרם מביצוע עבירות אלה.",ד.	דיון והכרעה
ME-14-07-28889-461,"לעניין זה יפים דבריו של כב' השופט לוי בע""פ 5833/07 ח'ורי נ' מדינת ישראל (פורסם בנבו, 18.11.2007):",ד.	דיון והכרעה
ME-14-07-28889-461,"במסגרת בחינת נסיבות ביצוע העבירה של החזקה ונשיאת נשק על ידי הנאשם, תצויין לחומרא העובדה, כי הנאשם הביא את כלי הנשק (אקדח מסוג קרל גוסטב) משטחי הרשות הפלסטינאית לשטחי מדינת ישראל.  זאת ועוד, בצד האקדח הנ""ל נשא והחזיק הנאשם גם במחסנית ובה כדורים, דבר המלמד בדבר פוטנציאל השימוש המיידי של הנאשם בכלי הנשק. עוד יצוין, במסגרת בחינת נסיבות ביצוע העבירה כי אין עסקינן בעבירה ספונטנית, כי אם בעבירה שתוכננה ע""י הנאשם וכן כי הנזק שיכל להיגרם מביצוע העבירה הינו נזק קשה, שכן ברי כי שימוש בנשק כדוגמת הנשק שבפנינו – אקדח מסוג קרל גוסטב (ראה תמונות האקדח והמחסנית – ת/2), עלול להביא לקיפוד חיי אדם. הסנגור ציין בטיעוניו בפניי, כי הנאשם התכוון למכור את הנשק לצורכי רווח. דא עקא, שהאמור לעיל מלמד בדבר חומרת התנהלותו של הנאשם במקרה דנן, שכן האקדח יכל ""להתגלגל"" לידיים עברייניות או עויינות, דבר שיכל להסתיים באורח טראגי.  לפיכך, עלינו להודות ולברך על תפיסת הנשק מבעוד מועד על ידי המשטרה, טרם מכירתו ע""י הנאשם לידי צד ג'. להמחשת האמור לעיל ולהמחשת הצורך בענישה מחמירה במקרה שבפנינו, יפים דבריו הבאים של בית המשפט העליון בע""פ 5220/09 הייתם עוואודה נ' מדינת ישראל [פורסם בנבו]:",ד.	דיון והכרעה
ME-14-07-28889-461,"""דרך המלך בכגון דא, בסופו של יום, צריכה להיות ככלל מאסר מאחורי סורג ובריח, וזאת  בראש וראשונה להרתעת היחיד והרבים; אורך התקופה כרוך כמובן בנסיבות הספציפיות של העושה והמעשה"" וכן: ""...נשק הוא נשק הוא נשק, ובנסיבות הישראליות נשק בידיים לא מורשות עלול להתגלגל למקום לא טוב, וכדברי האומר 'מחזה שבמערכתו הראשונה נראה אקדח, עשוי האקדח לירות במערכה האחרונה'; לא כל שכן כשמקורו של הנשק שבנידון דידן לא נודע..."" (פורסם בנבו, ניתן ביום 30.12.09).",ד.	דיון והכרעה
