verdict,text,part
ME-22-11-10037,"מרים גור אריה, ""חובה פלילית למנוע פשע - אימתי מוצדקת"", מחקרי משפט, יז (תשס""ב) 355",כתבי עת:
ME-22-11-10037,"חוק העונשין, תשל""ז-1977: סע'  40י(ג), 144(ב), 262, 329, 329(א), 329(א)(1), 329(א)(2), 333, 335(א)(1)",כתבי עת:
ME-22-11-10037,"הנאשמים הורשעו, על פי הודאתם בעובדות כתב האישום המתוקן, בעבירות הבאות:",ההרשעה ונסיבות המקרה
ME-22-11-10037,"נאשם 1 הורשע בעבירה של חבלה בכוונה מחמירה, לפי סעיף 329(א)(2) לחוק העונשין, תשל""ז – 1977 (להלן: ""החוק""), חבלה חמורה בנסיבות מחמירות, לפי סעיפים 333 ו-335(א)(1) לחוק ועבירה נוספת של נשיאה והובלת נשק, לפי סעיף 144(ב) רישה לחוק.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"נאשם 2 הורשע בעבירה של אי מניעת פשע, לפי סעיף 262 לחוק.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"נאשם 1 הוא אחיה של המתלוננת, צעירה ילידת 1995 (להלן גם: ""נפגעת העבירה""), ואילו נאשם 2 הוא בן דודה של המתלוננת.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"במועד שאינו ידוע במדויק למאשימה, כ- 4 שנים עובר למועד הרלבנטי לאירוע נשוא כתב האישום, עזבה המתלוננת את בית משפחתה ברהט וזאת על רקע סכסוך משפחתי. עובר ליום 10.6.2022 יצרו מי מבני משפחתה של המתלוננת קשר עמה, ושכנעו אותה לשוב לחיק משפחתה ברהט והמתלוננת הסכימה לכך. ביום האירוע 10.6.2022 בשעות הצהריים או בסמוך לכך, נסעה המתלוננת עם אביה, אחותה ודודה לבית משפחתה ברהט (להלן: ""המתחם"").",ההרשעה ונסיבות המקרה
ME-22-11-10037,"ביום האירוע בשעה 19:00 או בסמוך לכך, שהתה המתלוננת במתחם וסייעה בהכנת ארוחת ערב משפחתית, יחד עם אמה, שתי אחיותיה וגיסתה, כשבזמן הזה נכחו במקום גם הנאשמים. במעמד זה, יצאה המתלוננת מהמטבחון במתחם, ובעודה פונה שמאלה בחצר המתחם, אחז נאשם 1 בידו אקדח אותו החזיק בלא רשות על פי דין, ירה לעבר המתלוננת וחבל בה חבלה חמורה שלא כדין בכך שפגע בזרועה הימנית. המתלוננת נפלה ארצה, הסבה פניה לאחור וראתה את נאשם 1 מכוון לעברה את האקדח ונמלטה למטבח במתחם, כשהיא מדממת בזרועה הימנית.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"אמם של המתלוננת ונאשם 1 אמרה לנאשם 1 ""אל תעשה זאת"" או במילים דומות לכך, אולם נאשם 1 התעלם מדברי האם, דלק אחרי המתלוננת, נכנס למטבח בו שהתה המתלוננת כאמור, כיוון שוב לעבר המתלוננת את האקדח וניסה לירות במתלוננת ולפגוע בה וזאת בכוונה להטיל בה נכות או מום, או לגרום לה חבלה חמורה שלא כדין. רק בשל מעצור באקדח לא עלה בידי נאשם 1 לירות לעבר המתלוננת. חרף זאת, נאשם 1 דרך שוב את האקדח והמשיך לכוון אותו לעבר המתלוננת ולנסות לירות לעברה ולפגוע בה בכוונה להטיל בה נכות או מום, או לגרום לה חבלה חמורה שלא כדין. במעמד זה, תפסה האם את נאשם 1 וצעקה לעברו ""לא, לא אל תעשה את זה לאחותך... מספיק"" או במילים דומות לכך, תוך שהיא מתחננת בפניו שיניח למתלוננת, ומושכת אותו לכיוון חצר המתחם.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"נאשם 2, שנכח במעמד הנ""ל וידע כי נאשם 1 זומם לבצע במתלוננת חבלה בכוונה מחמירה, לא נקט כל אמצעים סבירים למנוע מנאשם 1 לבצע את זממו.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"בהמשך לאמור, נמלטה המתלוננת לכיוון ביתו של אח אחר שלה, שנמצא אף הוא במתחם, תוך שכל העת נאשם 1 דולק אחריה ומנסה לירות לעברה, פעם אחר פעם, אך עקב מעצור בנשק הירי לא צלח והמתלוננת הצליחה להימלט לתוך ביתה של גיסתה הנמצא במתחם.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"במעמד זה צעקה האם לעבר נאשם 1 כי הוא פגע בליבה של המתלוננת וגרם למותה, וזאת על מנת שיחדל מביצוע ניסיונות הירי במתלוננת, וסמוך לאחר דבריה אלו, הנאשמים נמלטו מהמקום.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"כתוצאה ממעשיהם המתוארים של הנאשמים, המתלוננת פונתה לבית החולים סורוקה כשהיא סובלת משבר מרוסק של הומירוס פרוקסימלי כתוצאה מפצע ירי כניסה בזרוע פרוקסימלית, אספקט אחורי ופצע יציאה בקדמת זרוע פרוקסימלית; והיא אושפזה בבית החולים במשך 4 ימים במהלכם עברה ניתוח שבר בעצם הזרוע עם קיבוע פנימי.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"בשל המעשים הורשע כאמור נאשם 1 בעבירות של חבלה בכוונה מחמירה לפי החלופה שבסעיף 329(א)(2) לחוק, בשל כך שניסה לפגוע במתלוננת באמצעות נשק חם ובכוונה להטיל בה נכות, מום או לגרום לה לחבלה חמורה; בעבירה של חבלה בנסיבות מחמירות לפי סעיפים 333 ו- 335(א)(1) לחוק בשל החבלה שגרם בפועל לידה של המתלוננת תוך שימוש בנשק חם; וכן בעבירה של נשיאה והובלת נשק לפי סעיף 144(ב) רישה לחוק. נאשם 2 הורשע כאמור בעבירה של אי מניעת פשע לפי סעיף 262 לחוק בשל כך שידע על כוונותיו של נאשם 1 ולא נקט בכל האמצעים הסבירים למנוע את מעשיו.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"תחילה הועמדו הנאשמים לדין בעבירה של ניסיון לרצח ועבירות נוספות (נאשם 1) וסיוע לניסיון רצח (נאשם 2), ולאחר שכפרו במיוחס להם ונשמעו מספר עדי תביעה, ביום 29.2.2024 הציגו הצדדים הסדר טיעון, במסגרתו הודו הנאשמים בכתב אישום מתוקן כאמור לעיל. במסגרת הסדר הטיעון הציגו הצדדים הסכמה לעונש בעניינו של נאשם 2, ולפיה יושת עליו עונש מאסר של 9 חודשים שירוצו בעבודות שירות, אם ימצא מתאים לכך, מאסר על תנאי ופיצוי למתלוננת בסך 2,000 ₪; ולגבי נאשם 1 הוסכם כי יערך בעניינו תסקיר וכי הצדדים יטענו באופן פתוח לעניין העונש. עם זאת, הצדדים הסכימו כי נאשם 1 ישלם פיצוי למתלוננת, בסך של 80,000 ₪, כשמתוכו יופקדו 30,000 ₪ מראש וכתנאי להסדר.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"הדיון נדחה לקבלת תסקירים (לשני הנאשמים ולנפגעת העבירה) ולקבלת חוות דעת של הממונה על עבודות שירות בהתייחס לנאשם 2. הדיונים נדחו מעת לעת מטעמים שונים, לרבות לשם הפקדת חלק מן הפיצוי כמוסכם, והטיעונים לעונש נשמעו בסופו של דבר ביום 26.11.2024.",ההרשעה ונסיבות המקרה
ME-22-11-10037,"מתסקיר נפגעת העבירה עולה תמונת נזק קשה, ועיקרם של הדברים מזוקקים בפתח התסקיר, בזו הלשון:",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"התסקיר מפרט בהרחבה את קורות חייה של נפגעת העבירה, ותיאוריה המעמיקים את מציאות חייה המורכבת מגיל צעיר, ובשל צנעת הפרט לא נרחיב בדברים במסגרת זו. נציין אך כי הנפגעת כבת 29, גרושה בשנית ואם לילדה בת 3 בעלת צרכים מיוחדים, כאשר הרושם הוא שמדובר באשה צעירה המותשת מכאב ומתלאות חייה, שלאורך השנים חשה בדידות ושיוועה למקום בטוח שיספק לה שקט ונחמה, כשלא פעם אינה מבינה את הסיכון בו היא נתונה מצד משפחתה המקורית והגרעינית. האירוע התרחש למעשה כשנפגעת העבירה הסכימה לבקשת משפחתה וניסתה לשוב לביתה בתקווה לשינוי ביחס אליה והגיעה למתחם נרגשת ומלאה ציפייה לחידוש הקשר המשפחתי.",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"הפגיעה המטלטלת והקשה שחוותה הנפגעת נבעה גם מהפער בין הציפייה והכמיהה לאהבת משפחתה לבין מעשיו הפתאומיים של נאשם 1 אשר עוררו תחושות הלם, בלבול ופחד מצמית, כשבחווייתה של הנפגעת היא הייתה על סף מוות, והיא מבינה היום בכאב ששוב לא תוכל להיות יותר חלק ממשפחתה. לכך מתווספת גם הפגיעה בדימוי ותחושת הערך, בשל תיוגה על ידי משפחתה כמנודה, והיא חשה היום כי ""אין לי נשמה יותר"". נפגעת העבירה מתנהלת בפחד ובחוסר יציבות ומתאבלת על אבדן הקשר המשפחתי והעדר תחושה של ""מקום בטוח"". עורכת התסקיר התרשמה כי ""פגיעת הנאשם, הינה קיומית ותהומית, משחזרת עבורה את החוויות של חוסר הנראות וההפקרה שחוותה לאורך חייה... ובאופן שמותיר אותה חסרת כל עוגן או דמות אחת, יציבה, פנויה, אכפתית ומגוננת. התחושות הקשות של ההפקרה והבגידה, מועצמות מעצם העובדה שנפגעה מתוך המערך המשפחתי, אשר אמון על שלומה, בטחונה ורווחתה, ולמעשה הינו המקור הפוגעני וההרסני, שהערים עליה לשוב לחיקם, תכנן וארגן את הפגיעה"".",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"תחומי נזק נוספים נעוצים בתמיכת המשפחה באחיה הפוגע, חווית חוסר אונים, היעדר שליטה והעדר בטחון בסיסי ואמון גם בסובבים אותה לרבות בדמויות קרובות. עורכת התסקיר ציינה את ההשפעות הנפשיות המשמעותיות והצורך בסיוע משמעותי ובהליך שיקומי ארוך ומורכב.",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"תמונת הנזק העולה מן התסקיר קשה ומשקפת השפעה של האירוע מושא האישום על תפקוד נפגעת העבירה בכל מישורי חייה והתמודדות שלה עם תסמיני פוסט טראומה רבים, כשבדבריה בלטה הצפה של כאב ועומס רגשי.",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"נפגעת העבירה חווה עד היום קשיים פיזיים וקשיי תפקוד, והגם שהיא אחראית וממוקדת מטרה למימוש זכויותיה ומתפקדת גם עבור בתה הקטנה אותה מגדלת נפגעת העבירה לבד; היא בפועל נותרה לכודה בעולם פנימי כאוטי של שבריריות, חוסר ביטחון, חרדה ופחד, ועורכת התסקיר סבורה כי תהליך החלמתה של נפגעת העבירה עלול להיות מורכב וקשה.",תמצית תסקיר נפגעת העבירה
ME-22-11-10037,"נאשם 1 כבן 27, רווק, נעדר עבר פלילי, טרם מעצרו התגורר לסירוגין ברהט ובאשדוד בדירה שכורה עם בת זוגו בחמש שנים האחרונות, ועבד בתחום השיפוצים. הוא נשר מלימודיו לאחר 7 שנות לימוד לשם סיוע בכלכלת המשפחה. נסקרו תולדות חיי משפחתו הגרעינית ומתוארת תמונה משפחתית מורכבת בשל מעורבותו הפלילית של האב והתנהגות אלימה כלפי האם. עוד נסקרו חייו האישיים ויחס משפחתו לאורח חייו.",תסקיר נאשם 1
ME-22-11-10037,"נאשם 1 תיאר את התפתחות הקשר עם אחותו, נפגעת העבירה, עמה היה לו קשר חברי קרוב עד לנישואיה, ובהמשך נוצר נתק למשך מספר שנים עד לאירוע דנן; וסיפר כי לאורך השנים שמע שמועות רבות עליה, שגרמו לתחושת השפלה, בושה ופגיעה בכבוד משפחתם. נאשם 1 תיאר כי ביום האירוע נעתר לפניות רבות מצד בני משפחתו לפגוע בנפגעת העבירה ולגרום לה חבלה על רקע ""כבוד המשפחה"", וכי נאמר לו שעליו לעמוד בציפיות המשפחה בשל היותו גבר והחובה המוטלת עליו להחזרת הכבוד, כיוון שהוא עדיין רווק, ועל כן החליט לפגוע בנפגעת העבירה, אולם לא באופן מתוכנן. לדבריו, בני משפחתו הביאו לו את האקדח וכשהגיע לבית האם חש עצבנות רבה, לא הצליח לווסת רגשותיו ולשלוט במעשיו ופעל באופן מהיר ואימפולסיבי, ולא התכוון לגרום למותה של אחותו אלא לחבול בה. נאשם 1 גילה אכפתיות כלפי אחותו והביע רצון שתינשא ותהיה קרובה למשפחתה כפי שמקובל, הביע חרטה וצער על התנהלותו, שיתף במחירים שמשלם ובקטיעת רצף חייו ויחס בני משפחתו אליו, שגם אם בתחילה לא תמכה בו, היום כבר כן תומכת בו. נאשם 1 הביע רצון שאחותו תסלח לו וכן לעזוב את בית המשפחה ברהט לצמיתות. עוד הביע נאשם 1 רצון לטיפול בתחום האלימות, הגם שהוא סבור שהאירוע אינו מאפיין את התנהלותו ושאינו אדם אלים; והוא אכן שולב בתקופת מעצרו בסדנאות שונות בתחום השליטה בכעסים ויחסים בתוך המשפחה, סיים 12 שנות לימוד והשתלב באגף החינוך, ואף סיים קורס עזרה ראשונה.",תסקיר נאשם 1
ME-22-11-10037,"שירות המבחן התרשם כי מדובר בצעיר בעל יכולות קוגניטיביות וורבליות תקינות, שלמרות הקשיים שחווה בילדותו השתלב בשוק העבודה מגיל צעיר, גילה דאגה למשפחת מוצאו, לא הסתבך בפלילים וערך מאמצים לקיים אורח חיים נורמטיבי ושומר חוק. עוד התרשם שירות המבחן כי חוויית המעצר וההליכים המשפטיים מהווים גורמים מרתיעים ומציבי גבולות עבורו.",תסקיר נאשם 1
ME-22-11-10037,"אשר לגורמי סיכון, הרושם הוא שנאשם 1 גדל והתפתח בתא משפחתי בעל עמדות פטריארכליות מושרשות ובעל מורכבות רבה, אשר הובילה לחסכים ולקשיים רגשיים שלא עובדו ולא טופלו, ואלו גרמו לתחושת חוסר ביטחון, חוסר אונים, תסכול, עצבות ובדידות. בשנים האחרונות נאשם 1 עושה מאמץ להתנתק מעברו וממאפייני תרבותו אך הוא מתקשה בכך, וקצינת המבחן התרשמה כי נאשם 1 בעל דפוסים ועמדות שנותנות לגיטימציה לשימוש באלימות במצבים משפחתיים מסוימים; וכי במצבי לחץ רגשיים ומשפחתיים, על רקע כבוד המשפחה ועמידה בציפיות, עלול נאשם 1 להגיב באופן אלים ואימפולסיבי ללא יכולת לבחון את מעשיו ואת הנזק שעלול לגרום והמחירים שעלול לשלם. כך, אופיינו יחסיו עם הנפגעת כשניסה לשלוט על בחירותיה והתנהלותה של הנפגעת, והתחושות והרגשות אותן סחב לאורך השנים הובילו אותו לפעול באופן מתפרץ, אלים ואגרסיבי כלפיה, מבלי לבחון את השלכות מעשיו לטווח הרחוק. הרושם הוא כי גם היום נאשם 1 עסוק במחירים שהוא משלם, וכי למרות אמירותיו הוא מתקשה לגלות אמפתיה כלפי נפגעת העבירה.",תסקיר נאשם 1
ME-22-11-10037,"בשקלול כלל הגורמים התרשמה קצינת המבחן כי קיים סיכון להתנהגות אלימה בעתיד על רקע משפחתי, תחושת השפלה וציפיות שהוא נדרש למלא, והמלצת שירות המבחן היא להשית על נאשם 1 ענישה מוחשית שתבהיר את חומרת מעשיו ותהווה גורם מרתיע ומציב גבולות, תוך שילובו בהליך טיפולי בתחום האלימות ובתחום הרגשי, בין כתלי הכלא, לשם צמצום רמת מסוכנותו.",תסקיר נאשם 1
