verdict,text,part
SH-09-1108-48,"חוק העונשין, תשל""ז-1977: סע'  40ב, 40ג, 40ג(א), 40ד, 40ד(א), 40ה, 40ו, 40ז, 40ט, 55, 56(א), 144(א), 186, 192, 380, 384, 406(ב), 40יא, 40יב, 40יג(א), 413",nothing
SH-09-1108-48,"פקודת המבחן [נוסח חדש], תשכ""ט-1969","פקודת התעבורה [נוסח חדש]: סע'  2, 10, 38(1)"
SH-09-1108-48,הנאשם הודה והורשע בביצוע עבירות שונות שיוחסו לו במסגרת ארבעה כתבי אישום שהוגשו נגדו ולימים תוקנו וצורפו זה לזה. להלן העבירות בהן הורשע הנאשם ועיקרי כתבי האישום:,האישומים וההרשעות
SH-09-1108-48,"1 	ביום 11.3.2009, הודה הנאשם והורשע במסגרת הסדר דיוני בכתב אישום מתוקן בתיק פ 1108/09, הכולל שלושה אישומים שונים. הנאשם הורשע בעבירות הבאות: התפרצות למקום מגורים/תפילה לבצע גניבה לפי סעיף 406(ב) לחוק העונשין, תשל""ז-1977 (להלן: ""חוק העונשין"") (2 עבירות); תקיפה הגורמת חבלה ממש לפי סעיף 380 לחוק העונשין; גניבה לפי סעיף 384 לחוק העונשין (2 עבירות); החזקת נכס חשוד כגנוב לפי סעיף 413 לחוק העונשין (2 עבירות); החזקת נשק שלא כדין לפי סעיף 144(א) סיפא לחוק העונשין; החזקת סמים מסוכנים לצריכה עצמית לפי סעיף 7(א)+(ג) סיפא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973 (להלן: ""פקודת הסמים"") והחזקת כלי המשמש לצריכת סם מסוכן לפי סעיף 10 סיפא לפקודת הסמים.",האישומים וההרשעות
SH-09-1108-48,"על פי עובדות כתב האישום המתוקן, ביום 28.2.2009 בסמוך לשעה 1:45, התפרץ הנאשם למספר חדרים באכסניה באילת וגנב מכשיר טלפון סלולרי. הנאשם  נתגלה על ידי דייר במקום, אשר ניסה לתפוס אותו. הנאשם תקף את אותו דייר בעזרת גז מדמיע וגרם לו לחבלות ולמכאוב. בנוסף לכך, החזיק הנאשם בחדרו כלי מאולתר ""באנג"", המשמש לצריכה עצמית של סם מסוכן וכן ב- נטו חשיש, 3 מחסניות של רובהM16  ובכל אחת מהן 28 כדורים בכל מחסנית ורכוש כגנוב ובכללו: מכשירי פלאפון, בשמים, ארנקים, משקפיים, סכינים, תיקים, ומכשירים חשמליים.",האישומים וההרשעות
SH-09-1108-48,"2	ביום 17.11.2010 הורשע הנאשם על סמך הודאתו בעבירות המפורטות בכתב האישום בתיק פ""ל 1093/10 מבית המשפט לתעבורה בתל אביב-יפו. הנאשם הורשע בעבירות הבאות: נהיגה ללא רישיון רכב לפי סעיף 2 לפקודת התעבורה [נוסח חדש], התשכ""א-1961 (להלן: ""פקודת התעבורה""); נהיגה ללא רישיון נהיגה תקף לפי סעיפים 10 ו- 38(1) לפקודת התעבורה, ושימוש ברכב ללא פוליסת ביטוח בת תוקף לפי סעיף 2 לפקודת רכב מנועי [נוסח חדש], תש""ל-1970.",האישומים וההרשעות
SH-09-1108-48,"3	ביום 4.6.2013 הורשע הנאשם על סמך הודאתו בעבירות המפורטות בת""פ 50752-11-10, [פורסם בנבו] כדלקמן: החזקת סכין למטרה לא כשרה לפי סעיף 186 לחוק העונשין; איומים (2 עבירות) לפי סעיף 192 לחוק העונשין.",האישומים וההרשעות
SH-09-1108-48,"לפי כתב האישום המתוקן בתיק 50752-11-10, ביום 21.10.2009 בסמוך לשעה 17:00 נכנס הנאשם לחנות ""פיצוציה"" ברמת גן, כאשר בכל אחת מידיו אחז בסכין, בעט בשולחנות ובמדפים עליהם הונחה סחורה ופיזר את תכולתה על הרצפה. בנוסף, ביום 27.12.2009 בסמוך לשעה 23:00 איים הנאשם על בעל הפיצוציה, בכך שאמר לו ""אני אפגע בך"", כשבידו חפץ כלשהוא.",האישומים וההרשעות
SH-09-1108-48,"4	ביום 4.6.2013 הורשע הנאשם על סמך הודאתו בעבירות המפורטות בת""פ 34638-07-11, [פורסם בנבו] כדלקמן: איומים (2 עבירות) לפי סעיף 192 לחוק העונשין וגניבה לפי סעיף 384 לחוק העונשין. על פי עובדות בכתב האישום המתוקן בתיק 34638-07-11, ביום 20.1.2010 בסמוך לשעה 6:45 נכנס הנאשם לפיצוציה ברמת גן, נטל מכשיר טלפון נייד ו-4 קופסאות סיגריות מבלי לשלם. הנאשם ניסה פעמיים לפתוח את הקופה אך לא הצליח. בסמוך לשעה 13:00, חזר הנאשם למקום, פנה לבעל הפיצוציה וביצע תנועה של שחיטה ובסמוך לכך אמר לו כי ישרוף את החנות תוך שבוע ימים, הושיט את שתי ידיו באיום והשליך אל תוך החנות סיגריה דולקת.",האישומים וההרשעות
SH-09-1108-48,"ב""כ המאשימה, עו""ד אלפסי, טען למתחם ענישה הולם לכל העבירות בהן הורשע הנאשם, בנסיבות ביצוען, שבין 18 לבין 36 חודשי מאסר בפועל. ב""כ המאשימה עתר להטיל על הנאשם עונש מאסר בפועל בתוך המתחם, קנס כספי ופיצוי למתלוננים, פסילה בפועל, פסילה על תנאי ומאסרים מותנים. כן עתר ב""כ המאשימה להפעיל את המאסרים המותנים הכומדים ותלויים כנגד הנאשם.",טיעוני הצדדים לעונש
SH-09-1108-48,"התובע עמד על חומרת העבירות בהן הורשע הנאשם, על עברו הפלילי העשיר חרף גילו הצעיר ועל כך כי לא נרתע מענישה צופה פני עתיד.",טיעוני הצדדים לעונש
SH-09-1108-48,"ב""כ המאשימה התייחס לכל אחת מהעבירות בהן הורשע הנאשם, טען כי באירוע באכסניה באילת התממש החשש ממפגש אלים הקיים בעבירות רכוש, כאשר הנאשם פגש פנים מול פנים את דייר החדר אליו פרץ וריסס אותו בגז מדמיע. נטען כי עבירות הסמים בהן הורשע הנאשם אינן מהחמורות היות ומדובר בהחזקה לצריכה עצמית. באשר לעבירות הרכוש שבוצעו בפיצוציות ברמת גן, נטען כי מדובר במעשים חמורים בליווי איומים. עוד עמד ב""כ המאשימה על חומרת עבירות התעבורה בהן הורשע הנאשם.",טיעוני הצדדים לעונש
SH-09-1108-48,"ב""כ המאשימה התייחס לנסיבות שאינן קשורות בביצוע העבירות, נתן דעתו להליך השיקומי שעבר הנאשם, אשר כתוצאה ממנו הפך הנאשם מעבריין שקוע בסמים למי שנגמל מצריכתם, השתקם, מנהל חיי שיתוף עם בת זוגו והשתלב בחיים נורמטיביים. לצד זאת ציין ב""כ המאשימה כי לאורך ההליך, הוגשו תסקירים שליליים רבים.",טיעוני הצדדים לעונש
SH-09-1108-48,"ב""כ הנאשם, עו""ד לביא, לא הקל ראש בחומרת מעשיו של הנאשם, אך טען כי הנאשם עבר הליך שיקומי המצדיק אימוץ המלצות שירות המבחן כאמור בתסקירים מיום 6.3.2013 ו-11.3.2013 ל העמדת הנאשם בצו מבחן למשך שנה והארכת המאסרים המותנים נגדו.",טיעוני הצדדים לעונש
SH-09-1108-48,"נטען כי הנאשם הודה במספר כתבי אישום שתוקנו לקולא, ""ניקה שולחן"" ועבר הליך שיקומי יוצא דופן שיש בכוחו לגרום לסטייה ממתחם העונש ההולם. הסנגור טען כי הנאשם שיתף פעולה עם שירות המבחן, חזר למוטב והשתקם.",טיעוני הצדדים לעונש
SH-09-1108-48,"הנאשם עצמו ניצל את זכות המילה האחרונה, הביע בושה על מעשיו והודה על ההזדמנות שניתנה לו ""להציל את חייו"". הנאשם מסר כי עבר תהליך מורכב בקהילה טיפולית במשך 18 חודשים בזכותו למד להתמודד עם קשייו. הנאשם סיפר כי הוא מתגורר עם בת זוגו, נולד להם ילד והוא עובד כאופה בקונדיטוריה. הנאשם הוסיף כי הוא נוטל חלק פעיל בקרב נפגעי סמים בקהילה ""מלכישוע"" ובאישפוזית ""תמרה"" ומשתתף בקבוצות נרקומנים אנונימיים ומקפיד  לשמור על אורח חייו החדש.",טיעוני הצדדים לעונש
SH-09-1108-48,"בפתח הדיון, אציין כי שתיים מהכרעת הדין ניתנו לפני כניסתו לתוקף של תיקון 113 לחוק העונשין ושתיים לאחריו. בנסיבות אלה, מצאתי לפרט את שיקולי הענישה ביחס לכלל אירועי כתבי האישום בהתאם לסעיפי תיקון 113.",דיון ומסקנות
SH-09-1108-48,"תיקון 113 לחוק העונשין שעניינו ""הבניית שיקול הדעת השיפוטי בענישה"" התווה את עקרון ההלימה כעיקרון מנחה בענישה לפיו נדרש יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמתו של הנאשם לבין סוג ומידת העונש המוטל עליו (ס' 40ב לחוק העונשין).",דיון ומסקנות
SH-09-1108-48,מלאכת גזירת הדין מורכבת ממספר שלבים עיקריים:,דיון ומסקנות
SH-09-1108-48,"תחילה, אקבע את מתחם העונש ההולם למעשה העבירה שביצע הנאשם, על בסיס שיקולים נורמטיביים ואובייקטיבים, בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בערך זה, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג לחוק העונשין);",דיון ומסקנות
SH-09-1108-48,"לאחר מכן, אקבע את העונש המתאים לנאשם, בהתחשב בצורך בהרתעת הנאשם (סעיף40ו לחוק העונשין) והרבים (סעיף40ז לחוק העונשין) ובנסיבותיו האישיות של הנאשם שאינן קשורות בביצוע העבירה (סעיף 40יא לחוק העונשין), כמו גם בנסיבות אחרות ככל שתמצאנה רלוונטיות (סעיף 40יב לחוק העונשין). בכלל זה, אבחן האם ראוי לחרוג מן המתחם לקולא בשל שיקולי שיקום (סעיף 40ד לחוק העונשין) או לחומרא בשל שיקולי הגנה על שלום הציבור (סעיף 40ה לחוק העונשין).",דיון ומסקנות
SH-09-1108-48,"[ראו: ע""פ 2918/13 דבס נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 18.7.2013); ע""פ 1903/13 עיאשה נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 14.7.2013); ע""פ 1323/13 חסן נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 5.6.2013)].",דיון ומסקנות
SH-09-1108-48,"מתחם העונש ההולם יקבע בהתאם לעקרון ההלימות כפי שהוגדר בסעיף 40ג(א) לחוק העונשין. על מנת ליישמו בית משפט יתחשב בשלושת אלה: ראשית, בערך החברתי שנפגע מביצוע העבירה ובמידת הפגיעה בו; שנית, בנסיבות הקשורות בביצוע העבירה ומידת אשמו של הנאשם; שלישית, במדיניות הענישה הנהוגה (ע""פ 8641/12 סעד נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 5.8.2013). אעמוד להלן על מרכיביו השונים של מתחם העונש ההולם.",דיון ומסקנות
SH-09-1108-48,"הנאשם הורשע במספר אירועים הכוללים מספר עבירות כל אחד. אי לכך, אקבע מתחם עונש הולם כאמור בסעיף 40ג(א) לכל אירוע בנפרד, ולאחר מכן אגזור עונש כולל לכל האירועים. בכל אחד מכתבי האישום, עבירות שבוצעו בשיטת פעולה דומה ביחידת זמן וביחידת מקום, על כן סבורני כי יש להתייחס לכל אחד מכתבי האישום כאירוע נפרד לצורך קביעת מתחם הענישה ההולמת כאמור בסעיף 40יג(א) לחוק העונשין.",דיון ומסקנות
SH-09-1108-48,"בשל האירוע הראשון הורשע הנאשם בעבירות של התפרצות למקום מגורים, תקיפה הגורמת חבלה של ממש, גניבה, החזקת נכס החשוד כגנוב, החזקת נשק שלא כדין, החזקת סמים שלא לצריכה עצמית והחזקת כלי המשמש לצריכת סם מסוכן.","אירוע ראשון: פ  1108/09 ""אירוע האכסניה באילת"""
SH-09-1108-48,"הנאשם במעשי ההתפרצות והגניבה פגע בשלום הציבור, בתחושת הביטחון, בהגנה על רכושו, קניינו ופרטיותו. עבירת התפרצות למקום המשמש למגורי אדם (או לתפילה) בכוונה לבצע גניבה או פשע הינה עבירה שעונש המקסימאלי שנקבע לצידה הינו מאסר שבע שנים, וזאת ללא קשר לכך אם מתוך הבית בוצעה עבירה של גניבה או לאו, שהינה עבירה נפרדת אשר העונש לצידה לפי סעיף 384 לחוק העונשין, הוא עד 3 שנות מאסר. על כן, המחוקק הביע את דעתו על החומרה אשר בעבירה זו, בסיווגה כעבירת פשע על ידי קביעת ענישה מחמירה.",עבירות הרכוש  
