verdict,text,part
ME-14-08-15105-656,"חוק העונשין, תשל""ז-1977: סע'  29, 31, 32, 40 ב, 40 ג', 40 ט', 144, 144(א), 144(ב), 144(ב)(2), 144(ג), 40יג (ב), 499, 499(א)(1)",nothing
ME-14-08-15105-656,"הנאשמים הודו בתיק זה בעובדות כתב האישום שתוקן, במסגרת הסדר טיעון בין הצדדים, אשר לא כלל הסדר לעניין העונש והורשעו בביצוע העבירות הבאות:",א.	מבוא
ME-14-08-15105-656,"קשירת קשר לפשע, עבירה לפי סעיף 499(א)(1) לחוק העונשין, התשל""ז – 1977 (להלן: ""חוק העונשין""), החזקת נשק, עבירה לפי סעיפים 144(א) רישא וסיפא, 144(ג) ו- 29 לחוק העונשין ונשיאת נשק, עבירה לפי סעיפים 144(ב) רישא וסיפא, 144(ג) ו- 29 לחוק העונשין. כמו כן הורשע נאשם 1 בעבירה של סחר בנשק, עבירה לפי סעיפים 144(ב)(2) ו- 144(ג) לחוק העונשין ונאשם 2 הורשע בעבירה של סיוע לסחר בנשק, עבירה לפי סעיפים 144(ב)(2) ו- 144(ג)   וכן סעיף 31 לחוק העונשין.",א.	מבוא
ME-14-08-15105-656,"בעניינו של נאשם 1 הוגש תסקיר שירות המבחן. בדיון בפניי ביום 12.3.15 הוגשו ראיות המאשימה לעונש ובאי כח הצדדים טענו לעונש. לפיכך, כל שנותר כעת הוא לגזור את דינם של הנאשמים.",א.	מבוא
ME-14-08-15105-656,בכתב האישום המתוקן נטען כדלקמן:,ב.	כתב האישום המתוקן
ME-14-08-15105-656,"נאשם 1 עבד בעת הרלוונטית במסעדה – חומוסיה ""אבו שאקר"" ברח'  פלי""ם בעיר",ב.	כתב האישום המתוקן
ME-14-08-15105-656,"התחתית בחיפה (להלן: ""המסעדה"") אשר סמוכה למקום מגוריו ברח' שיבת ציון בחיפה. הסוכן המשטרתי הסמוי גיל טורם (להלן: ""הסוכן"")  יצר קשרי ידידות עם נאשם 1 ונהג להגיע למסעדה במהלך החודשים אפריל -יוני  2014. במפגשים אלו שוחחו  השניים על נשק והנאשם הראה לסוכן באינטרנט תמונות של נשקים. כמו כן ניהלו השניים שיחות טלפוניות במהלך התקופה הנ""ל.",ב.	כתב האישום המתוקן
ME-14-08-15105-656,"נאשם 1 והסוכן נפגשו מספר פעמים במסעדה בתאריכים, 18.6.14-22.6.14, כאשר במהלכם של אותם מפגשים הציע נאשם 1 לסוכן לקנות ממנו נשק בתמורה לסכום של 20,000 ₪.  במהלך המפגשים הראה נאשם 1 לסוכן במכשיר הטלפון הנייד שלו תמונה של תת מקלע אותו הוא הציע למכור לו. הסוכן הסכים לרכוש את הנשק תמורת סכום של 18,000 ₪ (להלן: ""עסקת הנשק"").",ב.	כתב האישום המתוקן
ME-14-08-15105-656,בתאריכים אלו קשרו הנאשמים קשר למכור לסוכן יחדיו את הנשק שנאשם 1 הראה לו,ב.	כתב האישום המתוקן
ME-14-08-15105-656,"במכשיר הנייד. במסגרת הקשר ולשם קידומו, בתאריך  23.6.14 שוחחו הנאשמים בטלפון ונאשם 1 עדכן את נאשם 2 כי הראה לסוכן תמונה של הנשק באינטרנט, וכי הוא מעונין בנשק. הנאשמים קבעו להיפגש למחרת.",ב.	כתב האישום המתוקן
ME-14-08-15105-656,"בתאריך 24.6.14 בסמוך לשעה  08:30 נפגשו נאשם 1 והסוכן במסעדה וסיכמו כי בשעות הערב הסוכן יגיע פעם נוספת למסעדה, ומשם ייסעו בשני כלי רכב למקום ביצוע העסקה מחוץ לחיפה. נאשם 2 שהה אף הוא במסעדה בזמן זה.",ב.	כתב האישום המתוקן
