verdict,text,part
SH-21-11-24748-516,"חוק העונשין, תשל""ז-1977: סע'  144, ח'",nothing
SH-21-11-24748-516,"הנאשם הורשע, על פי הודאתו, בכך שבסמוך לתחילת חודש נובמבר 2021 רכש תת מקלע ""עוזי"" ורובה M4 והחזיק בהם במשך מספר ימים בביתו, מתחת מיטתה של בתו, עד ליום 4.11.21.",רקע וטענות הצדדים
SH-21-11-24748-516,"ב""כ המאשימה הפנתה לחומרת המעשים ופגיעתם בערכים מוגנים, וביקשה לקבוע כי מתחם העונש ההולם בצידם הוא מאסר לתקופה שבין שנתיים וחצי לארבע וחצי שנים. לאור נסיבותיו של הנאשם ביקשה להשית עליו עונש בתחתית המתחם, קרי שנתיים וחצי מאסר.",רקע וטענות הצדדים
SH-21-11-24748-516,"ב""כ הנאשם מנגד, הפנה לכך שהנאשם החזיק בנשק בשל תחושה של העדר ביטחון אישי במקום מגוריו, מחנה שועפאט, ולכך שהנאשם רכש את הנשק כי קיבל ""הצעה טובה"" והחזיק בנשק ללא תחמושת. עוד טען, כי רובה ה M4 לא היה תקני, אם כי לא חלק על כך שמדובר בנשק קטלני, ועל כן טען כי מתחם העונש ההולם אמור להתחיל בעשרה חודשי מאסר ולא כפי שטענה המאשימה.",רקע וטענות הצדדים
SH-21-11-24748-516,"לעניין קביעת העונש בתוך המתחם הפנה לנסיבותיו האישיות של הנאשם, כפי שפורטו בתסקיר, להודאתו ולהעדר הרשעות קודמות.",רקע וטענות הצדדים
SH-21-11-24748-516,"לאור אלה, ביקש להשית על הנאשם תשעה חודשי מאסר בפועל.",רקע וטענות הצדדים
SH-21-11-24748-516,הנאשם אמר כי טעה ומתחרט על מעשיו.,רקע וטענות הצדדים
SH-21-11-24748-516,"הנאשם החזיק בביתו תת מקלע עוזי ורובה M4 (M16 קצר) ובכך פגע בערך המוגן החשוב מכל, שמירה על חיי אדם, שהרי החזקת נשק מקפלת בתוכה סיכון ממשי כי הנשק ישמש לביצוע עבירות פליליות או מעשי טרור, ובכך יביא לקיפוח נפש.",מתחם העונש ההולם
SH-21-11-24748-516,"באופן עקיף עבירה זו גם מהווה קריאת תיגר על שלטון החוק, שהרי המדינה היא הריבון והיא שרשאית לקבוע מי ישא נשק ולאיזו מטרה - כעולה ממיקום העבירה בפרק ח' לחוק העונשין, הדן בעבירות שעניינן  ""פגיעה בסדרי המשטר והחברה"". התקשיתי מאוד לקבל, כי הנאשם עשה כן, בשל תחושה של העדר ביטחון אישי בשכונת מגוריו – מעבר לעובדה שהטענה אינה מסבירה החזקת שני כלי נשק אוטומטיים, דווקא החזקת נשק בשכונת מגורים היא הגורם לתחושת חוסר ביטחון אישי של התושבים. כמו לא ראיתי כי העובדה שכלי הנשק לא היו טעונים גורעת מחומרת המעשים, מה גם שאינה מתיישבת עם הטענה שהנשק הוחזק לצורך הגנה עצמית.",מתחם העונש ההולם
SH-21-11-24748-516,בית המשפט העליון עמד בשורה ארוכה של פסקי דין על חומרתן הרבה של עבירות הנשק והסכנה לשלום הציבור וביטחונו הטמונה בהן והצורך להחמיר עם מבצעיהן.,מתחם העונש ההולם
