verdict,text,part
ME-24-04-40602-91,"חוק העונשין, תשל""ז-1977: סע'  29, 31, 144(א), 144(ב), 329, 329(א)(1), 329(א)(2), 379, 382(א), 413(ה)",nothing
ME-24-04-40602-91,"הנאשם הורשע על יסוד הודאתו במסגרת הסדר טיעון בסיוע לחבלה בכוונה מחמירה, עבירה לפי סעיף 329(א)(2) יחד עם סעיף 31 לחוק העונשין, התשל״ז-1977; ובנשיאה והובלה של נשק, עבירה לפי סעיף 144(ב) יחד עם סעיף 29 לחוק העונשין.",רקע
ME-24-04-40602-91,הסדר הטיעון כלל את תיקונו של כתב האישום המקורי אך זאת מבלי שגובשה הסכמה לעניין העונש.,רקע
ME-24-04-40602-91,"על פי החלק הכללי לכתב האישום המתוקן, בתקופה הרלוונטית לכתב האישום, התגוררו הנאשם ובני משפחתו בבניין מס' 74 ברחוב אלקאדסיה בשכונה 13 ברהט (להלן - הבניין). באותה עת, התגוררו בני משפחת אשווי באותו רחוב מול הבניין, באותה השכונה. במועד שאינו ידוע למאשימה, במהלך חודש פברואר 2024 או בסמוך לכך, התגלע סכסוך בין בני משפחת הנאשם לבין בני משפחת אשווי, אשר טיבו אינו ידוע במדויק למאשימה. ביום 23.2.24 בשעה 14:00 או בסמוך לכך, החלה קטטה בין משפחת הנאשם לבין בני משפחת אשווי, שכללה יידוי אבנים ויריות מנשק חם.",	כתב האישום המתוקן
ME-24-04-40602-91,"במהלך המתואר לעיל, הגיע הקטין סוהייב רפי אשווי, יליד 30.10.08 (להלן - המנוח) לבית סבו, ברחוב אלקאדסיה 53 בשכונה 13 ברהט, הממוקם במרחק של כ-200 מטר מול ביתו של הנאשם, ועלה לגג הבית ביחד עם בן דודו, אשר החזיק באקדח באותה העת, כדי לצלם ולתעד באמצעות הטלפון הנייד שהיה ברשותו את ההתרחשות בשכונה. באותה עת, נורו לעבר בית הסבא ולעבר בתיהם של בני משפחת אשווי, מספר רב של יריות, על ידי אחרים שזהותם אינה ידועה למאשימה. כתוצאה מהירי, פגע אחד הקליעים במנוח בכתף שמאל ויצא מגופו. המנוח פונה על ידי בני משפחתו באמבולנס של מד""א במצב אנוש לבית החולים סורוקה, כשהוא מחוסר הכרה וללא דופק וסובל מדימום פעיל, ובהמשך נקבע מותו.",	כתב האישום המתוקן
ME-24-04-40602-91,"על פי עובדות כתב האישום המתוקן, במהלך הדברים המתוארים בחלק הכללי, עלה הנאשם ביחד עם אחר שזהותו אינה ידועה למאשימה על גג הבניין, כשהם נושאים בצוותא חדא ברובה אוטומטי (להלן - הרובה), כלי שמסוגל לירות כדור או קלע ובכוחו להמית, כשהאחר רעול פנים, וזאת כדי לפגוע גופנית בבני משפחת אשווי. האחר אחז ברובה והנאשם עמד לצידו, וביחד תפעלו והכינו את הרובה לירי. האחר ירה, בין היתר, לעבר בית הסבא וביתם של בני משפחת אשווי צרור יריות, בכוונה להטיל בהם נכות או מום, וזאת כשהנאשם עמד לידו לאורך כל הירי. הנאשם הבחין בעדת ראיה ממשפחת אשווי שתיעדה את האירוע באמצעות הטלפון הנייד שהיה ברשותה באותה עת, פנה אליה והורה לה להפסיק לצלם. מיד לאחר הירי, נמלט הנאשם ביחד עם האחר, ולא אותר עד למעצרו ביום 2.4.24.",	כתב האישום המתוקן
ME-24-04-40602-91,"במעשיו כמתואר לעיל, סייע הנאשם לאחר אשר ניסה שלא כדין לפגוע במשפחת אשווי באמצעות נשק מסוכן, בכוונה להטיל בהם נכות או מום, כשהוא נושא ומוביל נשק חם בלא רשות על פי דין לנשיאתו או להובלתו, בצוותא חדא, עם האחר.",	כתב האישום המתוקן
ME-24-04-40602-91,"בעניינו של הנאשם נערך תסקיר שירות מבחן, ממנו עלו הפרטים הבאים:",	תסקיר שירות המבחן
ME-24-04-40602-91,"הנאשם בן 18, רווק. טרם מעצרו התגורר בבית הוריו ברהט והיה תלמיד בכיתה י""ב. הנאשם תאר עצמו כתלמיד ללא קשיי משמעת או התנהגות, ומסר כי במקביל ללימודים עבד במטבח במסעדה ובהמשך עבד עם דודו בעבודות חשמל. לנאשם חמש אחיות בגילאי 21-14. אימו של הנאשם עקרת בית, ואביו מתמודד עם בעיות רפואיות, ולדברי הנאשם אינו עובד ומתקיים מקצבת נכות. הנאשם מסר כי משפחתו מתמודדת עם קשיים כלכליים ועם תנאי מחיה ירודים. עוד ציין כי הוא הבן הזכר היחיד ועליו מוטלת האחריות לסייע למשפחה מבחינה כספית, וללוות את אביו לטיפולים רפואיים שונים.",	תסקיר שירות המבחן
ME-24-04-40602-91,"הנאשם נעדר עבר פלילי. בהתייחסו לאירוע העבירה מסר כי מדובר בסכסוך עם משפחת אשווי, שהחל מקונפליקט בין הנערים במשפחה והסלים לסכסוך בין המבוגרים. לדבריו אין לו כל קשר או מעורבות קודמת בסכסוך. לטענת הנאשם הסיבה בגינה עלה לגג הבניין כפי שמתואר בכתב האישום המתוקן הייתה כדי למנוע מאותו האדם לירות על בית משפחת אשווי, וזאת בעקבות בקשת אימו לעשות כן, מאחר שהוא הבן הזכר היחיד והוטלה עליו האחריות לדאוג למשפחה. הנאשם שלל היכרות קרובה עם המנוח ותאר כי חווה כאב על מותו.",	תסקיר שירות המבחן
ME-24-04-40602-91,"שרות המבחן התרשם כי הנאשם מטשטש פרטי האירוע, מתייחס למעורבותו באירוע באופן קורבני, מביע התייחסות אדישה להתנהגותו, מתקשה לקיים שיח והתבוננות פנימית אודות דפוסיו ההתנהגותיים אשר הובילו אותו לביצוע העבירה, וכי לנאשם קושי להתבונן בתפיסותיו בכל הקשור להתנהגות אלימה ועבריינית. בשים לב לחומרת העבירה אותה ביצע, והסיכון הקיים בסכסוך בין משפחות אשר עלול להוביל להמשך נקמה, הגיע שירות המבחן לכלל מסקנה כי אין באפשרותו לבוא בהמלצה טיפולית בעניינו של הנאשם, ומכאן כי לא ניתן להמליץ בעניינו על חלופות ענישה.",	תסקיר שירות המבחן
ME-24-04-40602-91,"ב""כ התביעה, עו""ד וואסים אבו עאמר, עמד בטיעוניו על חומרת העבירה אותה עבר הנאשם, עוצמת הפגיעה בערכים המוגנים, נסיבות ביצוע העבירה ומדיניות הענישה הנוהגת. ב""כ התביעה התייחס בטיעוניו לפוטנציאל הנזק במעשיו של הנאשם, ולנזק שנגרם בפועל במסגרת האירועים שהתרחשו הקשורים בסכסוך, במסגרתם מצא קטין את מותו (הגם שאירוע זה אינו מיוחס לנאשם). עוד נטען כי אין אינדיקציה שהסכסוך הסתיים.",	טיעוני הצדדים לעונש
ME-24-04-40602-91,"לאור מדיניות הענישה, ההחמרה בעבירות הנשק, וריבוי הסכסוכים האלימים אשר נטען כי מצויים במגמת עליה, עתר ב""כ התביעה לקביעת מתחם עונש הולם הנע בין 4 ל-6 שנות מאסר. בשים לב להודאת הנאשם, לאמור בתסקיר שירות המבחן ולשיקולי הרתעת הרבים והרתעת היחיד, סבר ב״כ התביעה כי יש למקם את הנאשם בחלקו התחתון של המתחם אך לא בתחתיתו, לצד הטלת מאסר על תנאי משמעותי וקנס.",	טיעוני הצדדים לעונש
ME-24-04-40602-91,"ב""כ הנאשם, עו""ד נטלי אוטן, טענה כי יש לתת את הדעת לכך שאין קשר בין הנאשם לבין מותו של הקטין, וכי לא ניתן להתעלם מכך שהירי בוצע לאחר נפילת הקטין, כך שלא נגרם נזק מביצוע העבירה ע""י הנאשם. עוד נטען כי אין בעובדות כתב האישום המתוקן אינדיקציות המעידות על תכנון מוקדם, בניגוד לפסיקה שהציג ב""כ התביעה. עוד התייחסה הסנגורית לנסיבות הנוגעות לביצוע העבירה, כשלטענתה הנאשם סייע לאחר שהיה הרוח החיה באירוע ומי שאחז בנשק. על כן, אין להחמיר עימו רק כי האחר לא אותר. בנוסף נטען כי על אף שהנאשם הורשע בעבירה של נשיאת נשק בצוותא חדא, על בית המשפט לקבוע את מתחם העונש ההולם בהתאם לחלקו בביצוע העבירה. הסנגורית התייחסה לנסיבות חייו המורכבות של הנאשם (הוגש דו""ח סוציאלי אודות אביו של הנאשם המתאר את מצב המשפחה כולה), וסברה כי נתוניו האישיים ראויים להתחשבות.",	טיעוני הצדדים לעונש
ME-24-04-40602-91,"לאחר שהפנתה למדיניות הענישה הנוהגת, עתרה הסנגורית לקביעת מתחם עונש הולם הנע בין 18 ועד ל- 36 חודשי מאסר, וסברה כי בשל גילו הצעיר של הנאשם, העובדה כי הוא נעדר עבר פלילי ועצור לראשונה בחייו, יש למקמו בתחתית המתחם.",	טיעוני הצדדים לעונש
ME-24-04-40602-91,"הנאשם בדברו האחרון אמר: ""אני מבקש סליחה על מה שעשיתי. אני רוצה להתקדם בבית הסוהר. אני גם הולך לטיפול ואני רוצה להתקדם עד שאשתחרר"" (פרו' עמ' 11, ש' 6).",	טיעוני הצדדים לעונש
