verdict,text,part,mapped_category
ME-19-04-14578-148,"ב""כ המאשימה: עו""ד גבי פאר",nothing,מידע אחר
ME-19-04-14578-148,"ב""כ הנאשם: עו""ד שחר חצרוני",nothing,מידע אחר
ME-19-04-14578-148,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 7.א., 7.ג",nothing,מידע אחר
ME-19-04-14578-148,"חוק העונשין, תשל""ז-1977: סע'  40 ט', 40 יא', 40 יג'",nothing,מידע אחר
ME-19-04-14578-148,"הנאשם 1 (להלן: ""הנאשם"") הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:",רקע,עובדות המקרה
ME-19-04-14578-148,"ייצור, הכנה והפקה של סם מסוכן, עבירה לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן: ""הפקודה"").",רקע,עובדות המקרה
ME-19-04-14578-148,"החזקת סם מסוכן שלא לצריכה עצמית, עבירה לפי סעיף 7(א) ו-7(ג) רישא בפקודה.",רקע,עובדות המקרה
ME-19-04-14578-148,"על-פי המתואר בעובדות כתב האישום המתוקן, לאחר יום 15.11.18 ועובר ליום 3.2.19 (להלן: ""מועד ההתחלה"") הקים הנאשם בדירה בהוד השרון מעבדה לגידול סם מסוכן מסוג קנבוס. לשם כך צייד את הדירה בנורות, מאווררים, מזגנים, שנאים, מסנני פחם, מדי טמפרטורה, דשנים וצינורות השקיה (להלן: ""הציוד"").",רקע,עובדות המקרה
ME-19-04-14578-148,"החל ממועד ההתחלה ועד לתאריך 27.3.19 (מועד מעצרו של הנאשם) גידל הנאשם בדירה מאות שתילים שהגיעו למשקל של 80 ק""ג סם מסוג קנבוס.",רקע,עובדות המקרה
ME-19-04-14578-148,"הצדדים הגיעו להסדר טיעון, שלפיו הוסכם כי המאשימה תעתור לעונש ראוי של 27 חודשי מאסר, לצד מאסר על תנאי וקנס. כמו כן המאשימה תעתור לחילוט רכוש. ההגנה חופשיה בטיעוניה. בהסכמת הצדדים, הנאשם הוכרז סוחר סמים. בהמשך הסכימו הצדדים על חילוט הפריטים המפורטים בבקשת החילוט, זולת הרכב אשר שוחרר.",רקע,עובדות המקרה
ME-19-04-14578-148,"הוגש מכתב שכתבה רעייתו של הנאשם, גב' רותי אברג'יל, אשר ציינה כי היא נשואה לנאשם מזה 36 שנים, ויש להם שלושה בנים בגירים, ושתי נכדות. מדובר במשפחה חמה ומלוכדת, שעברה עליות וירידות. במהלך חייהם היו מספר פעמים שהנאשם ""נפל לסמים"" עקב דכאון או משברים שעבר, ובכל פעם התגייסה המשפחה לסייע לו להיגמל. בכל פעם הנאשם ""קם על הרגליים"" והשתקם. בשנים האחרונות הנאשם נמצא בטיפול אשר מסייע לו. הוא עבד בעסק שנסגר, ומשלא מצא עבודה אחרת נקלע למשבר, ושוב ""נפל לסמים"". המצב הבריאותי שלו הדרדר. כשהתקשרו אליה מהמשטרה לעדכן אותה שהוא נעצר, היא הרגישה הקלה בכך שידעה שהנאשם עצור ובהשגחה, והוא ייגמל מסמים, ובלבד שלא יהיה ברחוב ובסמים. מצבו הבריאותי של הנאשם קשה, הוא נמצא במעקב תקופתי וזקוק לטיפול בבית חולים. היום הנאשם נקי מסמים, ועובר בדיקות סמים בבית הסוהר, הוא נראה טוב יותר ומתחרט על מעשיו. ביקשה להתחשב במצבו (נ/1).",ראיות לעונש,ראיות לעונש
