verdict,text,part,mapped_category
ME-18-04-16826-842,"חוק העונשין, תשל""ז-1977: סע'  40 ד', 40 ט', 40 יא', 40 יג', 499(א)(1)","פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13",מידע אחר
ME-18-04-16826-842,הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:,רקע,עובדות המקרה
ME-18-04-16826-842,"ייבוא סם מסוכן, עבירה לפי סעיף 13 לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973.",רקע,עובדות המקרה
ME-18-04-16826-842,"קשר לפשע, עבירה לפי סעיף 499(א)(1) בחוק העונשין, תשל""ז- 1977.",רקע,עובדות המקרה
ME-18-04-16826-842,"על-פי המתואר בעובדות כתב האישום המתוקן, עובר ליום 25.3.18, קשר יאיר קוצר (להלן: ""קוצר"") קשר עם הנאשם כך שהנאשם יבריח מגרמניה לישראל מזוודה ובה סמים. במסגרת הקשר, ביום 25.3.18 טס הנאשם מישראל לברלין. במהלך ימי שהותו בברלין, הנאשם וקוצר עמדו בקשר תדיר בעיקר באמצעות אפליקציית WhatsApp. ביום 27.3.18 בשעה 17:00 בקרבת בית מלון בברלין, הנאשם קיבל מידי אדם שזהותו אינה ידועה, מזוודה ובה מוחבאים בבטנה כפולה ונסתרת 7.935 ק""ג סם מסוג קוקאין (להלן: ""הסם""). שווי הסם מוערך בין 2,777,250 ₪ ל-4,761,000 ₪. ביום 27.3.18 בשעה 21:45 טס הנאשם מברלין לישראל לאחר שהפקיד את המזוודה בה הסמים ככבודה בבטן המטוס. ביום 28.3.18 בשעה 2:00 נחת הנאשם בנתב""ג, אסף את המזוודה ובה הסמים מאזור איסוף המזוודות, והחל לעשות עמה דרכו אל מחוץ לנמל התעופה. בשעה 3:20 עוכב, נבדק ובהמשך נעצר.",רקע,עובדות המקרה
ME-18-04-16826-842,"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן והופנה לקבלת תסקיר שירות המבחן, ללא הסכמה לעונש. הנאשם הוכרז סוחר סמים.",רקע,עובדות המקרה
ME-18-04-16826-842,"על פי תסקירי שירות המבחן, הנאשם בן 42, גרוש בשנית ואב ל-4 ילדים. הנאשם סיים 12 שנות לימוד ובהמשך השלים לימודי תעודה כטכנאי מחשבים. שירת שרות צבאי מלא. לאורך השנים עבד בתחום המסעדנות. בגיל 24 נישא לראשונה ומקשר זה נולדו שני ילדים. לאחר כעשור בני הזוג התגרשו. הנאשם נישא בשנית, ולאחר שנה בני הזוג התגרשו כשהם הורים לתאומים. הנאשם מקיים קשר עם כל ילדיו.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-18-04-16826-842,"לנאשם אין עבר פלילי. לאחר שחרורו מהמעצר, שולב במסגרת צו פיקוח מעצרים בקבוצה טיפולית לעצורי בית בשירות המבחן. ההתרשמות אז הייתה שהנאשם הצליח להכיר ולהעמיק במאפייני אישיותו ובחירותיו ובכלל זה בהתנהלות כלכלית בעייתית, בהיעדר יציבות בחייו ובהתנהגותו האימפולסיבית, וכן התרשמו מהצגת פסדה מתפקדת בפער לתחושת כישלון וקשיים בקבלת עזרה. הנאשם מודע יותר לדפוסי חשיבה שוליים והשלכות מעורבותו השולית על חייו. בשל התרשמות ממצוקה רגשית, הנאשם הופנה לבדיקה והחל בטיפול תרופתי נוגד דיכאון וחרדה. בתום הטיפול הקבוצתי, שולב הנאשם בסדנת ""חוק ומשפט"" ולהערכת שירות המבחן בתקופת צו פיקוח המעצר החלה הפחתה ברמת הסיכון במצבו.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-18-04-16826-842,"שירות המבחן ציין כי ביחסו לעבירה, הנאשם נטל אחריות והביע חרטה עמוקה על מעורבותו בעבירה. מנגד הביא שירות המבחן את דברי הנאשם אשר תאר כי טס לברלין בתאום עם יאיר קוצר, אשר היה לקוח במסעדה שאותה ניהל הנאשם, לשם ייבוא בגדים בתמורה לשכר, וכי לא ידע על קיומם של הסמים במזוודה עד למעצרו. לדבריו לאחר קבלת המזוודה ובשל משקלה החריג, התעורר חשדו שאין מדובר בבגדים, ובשל כך התנגד לשאת עמו את המזוודה לישראל. בתגובה לכך האדם אשר מסר לידי הנאשם את המזוודה איים עליו בפגיעה בו ובמשפחתו אם לא יישא את המזוודה כמתוכנן לישראל. הנאשם הסביר את בחירתו להיענות להצעה לייבוא בגדים בקשיים כלכליים עמם התמודד. שירות המבחן התרשם מעמדה מיתממת, קורבנית וילדותית של הנאשם.",תסקירי שירות המבחן,תסקיר שירות מבחן
ME-18-04-16826-842,"הנאשם שולב בשיחות פרטניות, הגיע למפגשים עמו ושיתף פעולה כנדרש. שיתף בפתיחות וביטא רצון כן להשתקם. ניכר שהנאשם מצליח להיעזר בטיפול לצורך וויסות רגשותיו, נוכח התמודדותו עם מתחים ולחצים סביב ההליך המשפטי. בנוסף הנאשם הצליח לערוך בחינה ביקורתית של דפוסיו המכשילים אשר עמדו בבסיס ביצוע העבירה. נמסר שהנאשם צפוי להשתלב בטיפול קבוצתי לעוברי חוק. במהלך התקופה הנאשם ביצע בדיקות שתן שהיו נקיות מסמים. שירות המבחן התרשם מהנאשם כבעל אישיות ילדותית ובלתי בשלה, המתקשה לנהל את חייו באחריות ונוטה לפתרונות אימפולסיביים במצבי דחק. על רקע זה מוסבר ביצוע העבירה, שבוצעה בתקופה בה התמודד הנאשם עם לחצים כלכליים הנמשכים עד היום. לאורך השנים ערך הנאשם מאמץ להצגת מצג שווא של אדם עצמאי ונעדר קשיים תפקודיים, כשהוא מתקשה להיעזר בסביבתו. כגורמי סיכון מנה שירות המבחן את חומרת העבירה, נטייתו לפעול בפזיזות תוך עיסוק בצרכיו המידיים לצד הקושי שמגלה בהפניית צרכיו לסביבתו באופן מקדם. כגורמי סיכוי לשיקום מנה שירות המבחן את היותו נעדר הרשעות קודמות, תפקוד תעסוקתי יציב, האחריות שגילה לאורך הקשר עם שירות המבחן והמוטיבציה שביטא לעריכת שינוי באורח חייו. שירות המבחן התרשם שהנאשם מחויב להמשך הקשר עמם, ונחוש לערוך שינוי בדפוסיו המכשילים ולרכוש כלים להתמודדות מקדמת עם קשייו. לאור התרשמותם זו וההערכה שהמשך הליך השיקום נדרש לשם הפחתת הסיכון במצבו, המליץ שירות המבחן להטיל על הנאשם צו מבחן למשך שנה, במהלכו ימשיך בשיחות פרטניות וישולב בקבוצה וכן ימשך המעקב אחר שילובו בטיפול במסגרת בריאות הנפש. לצד זאת המליץ שירות המבחן על ענישה קונקרטית של עבודות שירות, כשצוין כי עונש של מאסר בפועל עלול לפגוע במאמציו ולהוביל להידרדרות במצבו.",תסקירי שירות המבחן,תסקיר שירות מבחן
