part_number,verdict,text,part,predicted_category
1,ME-23-01-46786-206,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",nothing,מידע אחר
2,ME-23-01-46786-206,"חוק העונשין, תשל""ז-1977: סע'  31, 58, 40יג, פרק ו'",nothing,מידע אחר
3,ME-23-01-46786-206,הנאשם הודה והורשע במסגרת הסדר טיעון בכתב אישום מתוקן בשני אישומים. האישום הראשון בעבירה של סחר בסם מסוכן – עבירה לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים. האישום השני בעבירה של סיוע לסחר בסם מסוכן – עבירות לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים + סעיף 31 לחוק העונשין.,כללי,עובדות המקרה
4,ME-23-01-46786-206,הסדר הטעון מתייחס לתיקון כתב האישום ואינו כולל הסכמות לעניין העונש שיוטל על הנאשם.,כללי,עובדות המקרה
5,ME-23-01-46786-206,"במהלך חודשים ינואר 2022 עד ינואר 2023 הפעילה משטרת סוכן משטרתי סמוי (להלן: ""הסוכן"") כנגד פעילות עבריינית בתחום הסמים והנשק. בין הנאשם לבין הסוכן הייתה היכרות.",עובדות כתב האישום המתוקן ,עובדות המקרה
6,ME-23-01-46786-206,"ע""פ האישום הראשון בתאריך 6.1.22 בשעה 12:35 ניסה הסוכן ליצור קשר טלפוני עם הנאשם באמצעות יישומון לתקשורת אינטרנטית מאובטחת ""Telegram""  (טלגרם) ובהמשך התקיים בין השניים קשר טלפוני במהלכו ביקש הסוכן לרכוש מהנאשם סמים מסוכנים מסוג קוקאין (להלן: ""הסם"" או ""הקוקאין"") והנאשם נענה בחיוב. בין השניים סוכם כי הנאשם ימכור לסוכן ""קוקאין"" במשקל 20 גרם נטו בתמורה לתשלום סך 5000 ₪ (להלן: ""העסקה"").לצורך הוצאת העסקה אל הפועל, שלח הנאשם לסוכן באמצעות ""הטלגרם"", חמש תמונות של סם מסוכן מסוג קוקאין. במועד הנ""ל, בשעה 16:45 שלח הנאשם לסוכן הודעה באמצעות ""הטלגרם"" בה ציין כי המפגש להשלמת העסקה יתקיים בשעה 18:30 סמוך לביתו של הנאשם. בשעה 18:38 ולצורך השלמת העסקה, הגיע הסוכן באמצעות רכבו סמוך לביתו של הנאשם, שם פגש את הנאשם אשר מסר לסוכן גוש עטוף בנייר ובו 20.02 גרם נטו של סם מסוכן מסוג קוקאין ובתמורה מסר לו הסוכן 5000 ₪, והאחרון עזב את המקום.",עובדות כתב האישום המתוקן ,עובדות המקרה
7,ME-23-01-46786-206,"ע""פ האישום השני בתאריך 4.7.22 בשעה 16:12 יצר הסוכן קשר טלפוני עם הנאשם במטרה שיסייע לו לרכוש סם   מסוכן מאדם  שזהותו אינה ידועה למאשימה (להלן: ""האחר""). משלא ענה הנאשם לשיחה הטלפונית, שלח לו הסוכן הודעה ""בטלגרם"" בה כתב ""תחזור אליי יש פרנסה"". בשעה 16:25 התקשר הנאשם לסוכן ובמהלך השיחה, סיכמו השניים כי האחר ימכור לסוכן 70 גרם של סם מסוכן מסוג קוקאין בסיועו של הנאשם. עוד סיכמו השניים שהנאשם ישוחח שוב עם הסוכן ויעדכן אותו בדבר עלותו הסופית של הסם לאחר שיבררו עם האחר. בסמוך לשעה 16:33, יצר הנאשם קשר טלפוני עם הסוכן ובמהלך השיחה מסר הנאשם לסוכן כי עלות הסם הינה 250 ₪ לגרם, זאת לאחר בירור עם האחר. עוד סיכמו השניים להוציא את העסקה אל הפועל יום למחרת. בתאריך 5.7.22 בשעה 14:35 התקשר הסוכן לנאשם באמצעות ""הטלגרם"" ולאחר מכן התקיים ביניהם קשר טלפוני במהלכו קבעו השניים שהעסקה תצא לפועל באותו היום סמוך לשעה 15:30 ברחוב יגאל אלון 11 קריית מוצקין . בשלב מסוים לפני העסקה קיבל הנאשם מידי האחר סם מסוכן מסוג קוקאין במשקל 67.96 גרם נטו (להלן: ""הסם"").ביום 5.7.22 בשעה 15:31 הגיע הסוכן ברכבו אל מקום המפגש. סמוך לכך הגיע גם הנאשם למקום, על מנת לסייע לאחר, זאת כשהוא מלווה בקטינה שזהותה אינה ידועה במדויק למאשימה. מיד לאחר מכן, נכנס הנאשם לרכבו של הסוכן בעוד הקטינה המתינה מחוצה לו. ברכב מסר הנאשם לסוכן שתי שקיות שהכילו את הסם והסוכן העביר לו בתמורה 17,500 ₪ והנאשם עזב את המקום.",עובדות כתב האישום המתוקן ,עובדות המקרה
8,ME-23-01-46786-206,"הוגשו חוות דעת שב""ס (נ/1), חוות דעת בית חם (נ/2), מסמכים רפואיים של אמו של הנאשם (נ/3), מסמכים רפואיים של בנו של הנאשם (נ/4), תעודת נישואין (נ/5).",ראיות ההגנה לעונש ,ראיות לעונש
9,ME-23-01-46786-206,"המאשימה הדגישה את חומרת העבירות בהן הורשע הנאשם, הפנתה לערכים המוגנים בעבירות הסמים, בין היתר לחובה להגן על בריאותו, שלומו הפיזי והנפשי של הציבור, והצורך למנוע פגיעה ונזק לחברה. הפנתה לפגיעה בצרכני הסמים ולנזקים הנלווים, לרבות ביצוע עבירות רכוש ואלימות לשם השגת המימון לרכישת הסם. הדגישה את הצורך להילחם בעבירת סחר בסמים מסוכנים והפצתם על מנת לעצור את התפשטות נגע הסמים בחברה, בין היתר על ידי השתת ענישה מרתיעה על הנוטלים חלק במערך הפצת הסמים. באשר לנסיבות ביצוע העבירות, הפנתה לעובדה כי חלקו של הנאשם באישום הראשון הוא בלעדי, ובאישום השני חלקו היה מרכזי עת מסר לסוכן את הסמים ונטל ממנו כסף בתמורה כאשר העבירות בוצעו מתוך תאוות בצע. מדובר בנאשם בגיר, ללא כל לקות שכלית או קרבה לסייג לאחריות פלילית, הוא הבין את חומרת מעשיו ואת השלכותיהם, ויכל להימנע מביצועם. ציינה כי העבירות בוצעו לאחר תכנון לא מבוטל, הנאשם ידע כיצד להשיג את הסמים, בכמויות לא מבוטלות ופעל כדי לסחור בהם. הפנתה לנזק שהיה עלול להיגרם מביצוע העבירות, שכן מדובר בכמות גדולה של סמים מסוכנים מסוג קוקאין שאלמלא היו נמכרים לסוכן משטרתי היו מופצים בקרב הציבור עצמו והיה נגרם נזק רב. הדגישה לחומרה את העובדה העולה מהאישום השני, שכן הנאשם הוא היה מלווה בקטינה שנכחה באירוע עצמו במסגרתו הועברו לידי הסוכן כ-70 גרם של סם מסוג קוקאין. בכל הקשור לנסיבות שאינן קשורות בביצוע העבירות, הפנתה להודאת הנאשם בכתב האישום המתוקן, לעברו הפלילי הכולל 10 הרשעות קודמות בעבירות שונות בעיקר בעבירות סמים בגינן אף ריצה עונשי מאסר בפועל, ולעובדה כי תלוי ועומד נגדו מאסר על תנאי בר הפעלה למשך 6 חודשים. באשר למדיניות הענישה וקביעת מתחם העונש ההולם, הפנתה לפסיקה רלוונטית, ביקשה לראות בכל אחד משני האירועים המתוארים בכתב האישום המתוקן כאירוע נפרד, שכן אין ביניהם קשר הדוק ואין מדובר ברצף אחד של מעשים, כאשר בין שני האישומים חלפו כ-7 חודשים שיש בהם כדי לנתק כל קשר בין האירועים. ובהתאם, ביקשה לקבוע במסגרת האישום הראשון מתחם עונש הולם שנע בין 24 ועד 48 חודשי מאסר בפועל, ובמסגרת האישום השני, מאסר שנע בין 18 ועד 30 חודשי מאסר בפועל. לאור כל האמור לעיל, ביקשה למקם את עונשו של הנאשם בחלקו הבינוני של כל אחד מהמתחמים, וביקשה להפעיל את המאסר התלוי ועומד נגד הנאשם במצטבר לעונש שיוטל עליו. בנוסף, ביקשה להטיל עליו עונשי מאסר על תנאי ארוכים ומשמעותיים, קנס כספי גבוה, פסילת רישיון נהיגה בפועל ופסילה מותנית.",עיקר טיעוני המאשימה לעונש,טיעוני הצדדים
10,ME-23-01-46786-206,"ב""כ הנאשם הפנה להודאתו המידית של הנאשם, לחיסכון בשמיעת העדים ובזמן שיפוטי יקר. עוד הפנה לנסיבותיו האישות של הנאשם, בין היתר, היותו נשוי ואב לארבעה ילדים, למצבו הבריאותי של בנו השוהה בבית חולים בעקבות תאונה קשה, ולעובדה שגדל בבית עם אב  עבריין מכור לסמים והימורים. ביקש להתחשב בתקופה הארוכה בה הנאשם נתון במעצר עד תום ההליכים  והדגיש את העובדה שתנאי מעצר קשים מתנאי מאסר כן הפנה לקשיים אותם עבר עת אמו קיבלה אירוע מוחי בזמן שהותו במעצר  והעובדה שלא נכח בחתונת אחותו. עוד הפנה לחוות דעת שב""ס ממנה ניתן ללמוד על התנהגותו הטובה, ולמכתב מבית חם ממנו עולה כי הנאשם עושה מאמצים לשקם את חייו. לגבי נסיבות ביצוע העבירות, ציין כי מדובר ברף חומרה נמוך ביחס למשקל הסם. בכל הקשור לנוכחותה של הקטינה, טען כי אין בדבר כדי להוות נסיבה מחמירה מהטעם, שלא ניתן ללמוד מכתב האישום על טיב הקשר עם הקטינה, על מעורבותה או חשיפתה לעסקה, ואין להניח דבר לחובתו של הנאשם בהקשר זה. עוד ציין כי בביתו של הנאשם לא נתפסו כספים או סמים, כך, שלא מדובר במי שמצוי בשלב גבוה בשרשרת הסמים. באשר למדיניות הענישה, הפנה לפסיקה רלוונטית, וביקש לראות בכלל האירועים כאירוע אחד שכן מדובר בעבירות שנעברו באותן נסיבות עם אותו סוכן משטרתי. ביקש לקבוע מתחם עונש הולם אחד החל מ- 8 ועד 20 חודשי מאסר בפועל, ולמקם את עונשו של הנאשם במרכז של המתחם בניכוי ימי מעצרו. באשר למאסר המותנה, ביקש שיופעל בחופף, או לחילופין שחלק נכבד ממנו יופעל באופן חופף. בכל הקשור לרכיב הקנס, ביקש להתחשב במצבו הכלכלי הקשה והעובדה כי בסופו של יום הקנס יוטל על כתפי אשתו של הנאשם המגדלת את ארבעת ילדיהם.",עיקר טיעוני ההגנה לעונש,טיעוני הצדדים
