part_number,verdict,text,part,predicted_category
1,ME-17-07-4807-73,"חוק העונשין, תשל""ז-1977: סע'  144(א), 275",nothing,מידע אחר
2,ME-17-07-4807-73,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973",nothing,מידע אחר
3,ME-17-07-4807-73,"בטרם שמיעת הראיות, הגיעו הצדדים להסדר טיעון במסגרתו כתב האישום שהוגש נגד הנאשם תוקן והנאשם הודה בעובדות כתב האישום המתוקן, שאלה עיקריהן:",רקע,עובדות המקרה
4,ME-17-07-4807-73,"בתאריך 25.06.17 בסמוך לשעה 14:30 הגיעו שוטרים לביתו של הנאשם באשדוד על מנת לעכבו לחקירה. הנאשם לא היה בבית והשוטרים המשיכו לכתובת אחרת, לביצוע משימה אחרת. בהגיעם לכתובת האחרת, אחד השוטרים הבחין בשני אנשים אשר יצאו מדלת הבניין והחלו לרוץ כל אחד לכיוון אחר. הנאשם היה אחד מהשניים והוא אחז בידו תיק. השוטר רץ אחרי הנאשם וצעק לו ""עצור משטרה"", אולם הנאשם המשיך לרוץ כשהתיק בידו. במהלך בריחתו, נכנס הנאשם לאחד הבניינים שם זרק את התיק מתחת לגרם המדרגות. מיד לאחר מכן הוא יצא מהבניין ונתקל בשוטר שרדף אחריו. השוטר עצר את הנאשם ותפס את התיק. בתיק היו אקדח חצי אוטומטי מסוג ""ברטה"" ובו מחסנית טעונה בשלושה כדורים בקליבר 7.65 מ""מ, עטופים בפיסת בד וטחובים בגרב.",רקע,עובדות המקרה
5,ME-17-07-4807-73,"על יסוד הודאת הנאשם בעובדות כתב האישום המתוקן, כאמור, הוא הורשע בעבירה של",רקע,עובדות המקרה
6,ME-17-07-4807-73,"החזקת נשק, לפי סעיף 144(א) רישא לחוק העונשין תשל""ז-1977 ובעבירה של הפרעה לשוטר במילוי תפקידו, לפי סעיף 275 לחוק העונשין תשל""ז-1977.",רקע,עובדות המקרה
7,ME-17-07-4807-73,"במסגרת הסדר הטיעון, הצדדים המליצו לבית המשפט להטיל על הנאשם, 16 חודשי מאסר בפועל מיום מעצרו, מאסר על תנאי וקנס בסך 8,000 ₪. בנוסף, הומלץ כי המאסר על תנאי בן שלושת החודשים התלוי ועומד נגד הנאשם מת.פ. 66122-11-15 יופעל והנאשם ישא חצי ממנו בחופף לתקופת המאסר בתיק זה וחצי במצטבר לה.",רקע,עובדות המקרה
8,ME-17-07-4807-73,"ב""כ המאשימה הסביר את הסדר הטיעון בקושי ראייתי. ציין, כי רק אחד השוטרים זיהה את הנאשם מחזיק בתיק; אותו שוטר לא ציין פרטים מזהים של התיק מלבד צבעו, ורק לאחר מספר ימים מסר שהיה עליו כיתוב מסוים; התיק נאסף על ידי השוטר רק כעבור כ- 5 דקות מהשלב בו הוא ראה את הנאשם זורק תיק; ולא נמצאו טביעות אצבע של הנאשם על התיק או על הנשק.",רקע,טיעוני הצדדים
9,ME-17-07-4807-73,"התובע הגיש את המרשם הפלילי של הנאשם ואת גזר הדין שהטיל עליו את המאסר על תנאי, טען, כי בנסיבות, עונש המאסר שהוצע בהסדר, ראוי, וביקש לכבד את העונש המומלץ במסגרת הסדר הטיעון.",רקע,טיעוני הצדדים
10,ME-17-07-4807-73,"ב""כ הנאשם הצטרף לדברי ב""כ המאשימה. הדגיש, כי הסדר הטיעון גובש עקב קשיים ראייתיים מהותיים. טען, כי הנאשם נוטל חלק בהליך טיפולי המתמקד בשליטה בכעסים וציין כי זו הפעם הראשונה שהנאשם מתגייס לטיפול. וביקש לכבד את הסדר הטיעון.",רקע,טיעוני הצדדים
11,ME-17-07-4807-73,"הסיכון הגלום בהחזקת נשק שלא כדין, ברור מאליו. העונש הקבוע לצד עבירת החזקת נשק – 7 שנות מאסר – מדבר בעד עצמו. ובפועל, בתי המשפט מטילים עונשי מאסר משמעותיים על עבירות נשק. הנסיבות כאן חמורות מאוד, שכן הנאשם נתפס כשהוא נושא נשק ובו מחסנית טעונה בכדורים.",רקע,דיון והכרעה
12,ME-17-07-4807-73,"עונש המאסר הראוי לנאשם על מעשיו, חמור משמעותית מזה המוצע בהסדר הטיעון. אולם, עונש מוטל לאחר הרשעה, וכאשר התביעה סבורה שללא הודאת הנאשם יקשה עליה להוכיח את המיוחס לנאשם בכתב האישום, אין לבוא אליה בטרוניה על הגעה להסדר במסגרתו הנאשם מודה וניתנת לו הקלה בעונש.",רקע,דיון והכרעה
13,ME-17-07-4807-73,"כאן, ההקלה הגלומה בעונש המאסר המומלץ על ידי הצדדים, מידתית וסבירה.",רקע,דיון והכרעה
14,ME-17-07-4807-73,"הנאשם יליד שנת 1992. למרות גילו הצעיר, הוא הספיק לשאת שני עונשי מאסר לתקופות בלתי מבוטלות, על רקע הרשעות בעבירות חמורות. נראה שמעורבותו בעולם העברייני משמעותית ושיש צורך בהרתעתו מפני חזרה לביצוע עבירות.",רקע,ראיות לעונש
15,ME-17-07-4807-73,"ביום 24.04.17 הנאשם נדון בת.פ. 66122-11-15 של בית-משפט השלום אשקלון, בין היתר ל- 11 חודשי מאסר בפועל מיום 11.07.16 ול- 3 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור כל עבירה של החזקת סכין שלא כדין ו/או עבירה לפי סעיף 275 לחוק העונשין ו/או עבירת עוון לפי פקודת הסמים המסוכנים. אין חולק שעבירת ההפרעה לשוטר בה הורשע הנאשם בתיק זה, מפעילה את עונש המאסר על תנאי.",רקע,ראיות לעונש
16,ME-17-07-4807-73,"נוכח האמור, אני גוזר על הנאשם את העונשים הבאים –",רקע,דיון והכרעה
17,ME-17-07-4807-73,"א.	16 חודשי מאסר בפועל, מיום מעצרו בתיק זה.",רקע,דיון והכרעה
18,ME-17-07-4807-73,"אני מפעיל את המאסר על תנאי בן שלושת החודשים, שהוטל על הנאשם בבית- משפט השלום אשקלון, בת.פ. 66122-11-15.",רקע,דיון והכרעה
19,ME-17-07-4807-73,"הנאשם ישא חצי מתקופת המאסר על תנאי שהופעל במצטבר לתקופת המאסר שהוטלה עליו בתיק זה וחצי מהתקופה בחופף לה, ובסה""כ שבעה עשר וחצי חודשי מאסר בפועל, מיום מעצרו.",רקע,דיון והכרעה
20,ME-17-07-4807-73,"12 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו מהמאסר, שלא יעבור",רקע,דיון והכרעה
21,ME-17-07-4807-73,עבירת נשק שהיא פשע.,רקע,דיון והכרעה
22,ME-17-07-4807-73,"קנס בסך 8,000 ₪ או 30 ימי מאסר תחתיו. הקנס ישולם בשמונה תשלומים חודשיים שווים ורצופים. הראשון בהם ביום  01.06.18. תשלום שלא ישולם במועדו, יעמיד את כל יתרת הסכום לפרעון מיידי.",רקע,דיון והכרעה
