verdict,text,part
SH-14-12-29210-914,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  37א",nothing
SH-14-12-29210-914,"חוק העונשין, תשל""ז-1977: סע'  40ב",nothing
SH-14-12-29210-914,"הנאשם הורשע על פי הודאתו בעבירות של גידול סם מסוכן והחזקת סם מסוכן לצריכה עצמית. ההודאה ניתנה במסגרת הסדר טיעון, לפיו המאשימה התחייבה שלא לבקש מאסר מאחורי סורג ובריח, אלא מאסר שיכול וירוצה בעבודות שירות, לצד פסילה בפועל, בעוד לסנגור ניתנה האפשרות לטעון באופן חופשי.",1. 	כתב האישום ותשובת הנאשם
SH-14-12-29210-914,"מעובדות כתב האישום עולה כי בתאריך 31.7.13, סמוך לשעה 19:00, גידל הנאשם בחצר ביתו בפרדס חנה 15 שתילים של סם מסוכן מסוג קנבוס במשקל של 0.26 גרם נטו. באותן נסיבות החזיק הנאשם במטבח ביתו משקל אלקטרוני וסם מסוכן מסוג קנבוס במשקל 4.13 גרם נטו, לצריכה עצמית.",1. 	כתב האישום ותשובת הנאשם
SH-14-12-29210-914,"לאחר ששמעתי את טיעוני הצדדים לעונש (ראו פרוטוקול מיום 24.9.15) מצאתי לקבל תסקיר מבחן בעניינו של הנאשם, טרם ייגזר דינו. בסופו של יום התקבלו 4 תסקירים בעניינו של הנאשם, תמציתם תפורט להלן.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"התסקיר מיום 10.3.16 מלמד מעט על תולדות הנאשם - בן 40, אשר חרף קשיים בלימודים סיים 12 שנות לימוד בבית ספר מקצועי, לאחריהן התגייס לצבא, שירת שירות מלא כמכונאי רכב ולאחר שחרורו החל לעבוד בתחום הרכבים, כבעל מגרשי רכב, תחום בו הוא עוסק עד היום. בהיותו בן 25 הנאשם נישא, לפני כ-7 שנים הוא התגרש, במשך כשש שנים שימש משמורן בלעדי של שתי בנותיו (כיום בנות 13 ו-10) וכיום הוא מקיים קשר טוב עם גרושתו והבנות נמצאות במשמורתם המשותפת. מהתסקיר עולה כי המשפחה בה גדל הנאשם היא משפחה נורמטיבית ותומכת.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"בהתייחס לסמים מסר הנאשם כי לפני כ-10 שנים החל להשתמש בסם מסוג גראס, על בסיס יומיומי.  לדבריו השימוש הרגיע אותו, אִפשר לו להיות בבית ולהימנע מחיפוש אחר ריגושים חיצוניים, סייע לו להפסיק להמר והקל עליו בהתמודדות עם קושי בריכוז ובהירדמות. הנאשם מסר כי תחילה רכש את הסמים ובהמשך גידל בביתו שתילים,  לצריכתו העצמית. הנאשם שיתף כי בעבר ניסה להיגמל מהסם, אולם ניסיונותיו לא צלחו, שכן רצונו להיגמל לא היה כן. הנאשם זומן ל-4 בדיקות שתן בשירות המבחן. הבדיקה הראשונה נפסלה עקב טעות אנוש (18.1.16), הבדיקה השנייה העידה על ניקיון מסם (1.2.16) ולשתי הבדיקות הנוספות הנאשם לא התייצב (15.2.16, 29.2.16).",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"בהתייחס לעבירות מושא כתב האישום, הנאשם נטל אחריות חלקית בלבד וגילה הבנה קוגניטיבית באשר להיותן פורצות גבולות החוק. בהתייחס לשתילים, הנאשם טען כי הם גדלו פרא, ללא ידיעתו, לאחר שהשליך זרעי סם אותם עישן, בחצר הבית. עם זאת, שירות המבחן התרשם כי מבחינה רגשית הנאשם נמנע מהתבוננות מעמיקה בנסיבות התנהלותו, נוטה להשליך את האחריות על גורמים חיצוניים, ממזער מחומרת המעשים ונותן להם הסברים רציונליים, שמתיישבים עם תפיסת עולמו.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"הנאשם שלל נזקקות טיפולית, התנגד אף לביצוע אבחון במסגרת היחידה להתמכרויות וטען שככל שירצה, יוכל להיגמל בעצמו. שירות המבחן התרשם כי לנאשם מאפיינים התמכרותיים, ובתפיסותיו הוא נוטה לטעויות בחשיבה, תוך שהוא מסביר לעצמו את מעשיו בצורה רציונאלית וכך ממזער מגודל אחריותו ומעצים את התחושה כי הוא נרדף על לא עוול בכפו. לאור האמור שירות המבחן העריך כי קיים סיכון גבוה להישנות התנהגות דומה בעתיד והמליץ על הטלת ענישה קונקרטית ומוחשית אשר תחדד עבור הנאשם את השלכות הפסול במעשיו.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"בדיון שהתקיים ביום 17.3.16 טען ב""כ הנאשם כי הנאשם שינה תפיסתו וביקש לתת לו הזדמנות נוספת להתייצב בפני שירות המבחן. בהסכמת המאשימה, נעתרתי לבקשה והוריתי על קבלת תסקיר משלים בעניינו.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"בתסקיר המשלים מיום 15.5.16 דווח כי במהלך תקופת הדחייה התקיימה פגישה נוספת עם הנאשם במהלכה שירות המבחן התרשם כי הנאשם נמצא בתחילתו של הליך לשינוי עמדות ומראה ניצנים של הבנה באשר לצרכיו הטיפוליים בתחום ההתמכרות. בדיקת שתן שמסר הנאשם ביום 28.3.16 נמצאה נקיה משרידי סם, הנאשם הביע נכונות להיכנס להליך של אבחון בתחום ההתמכרויות והופנה למחלקה לשירותים חברתיים בעיר מגוריו, ברם נוכח השלב הראשוני, התבקשה דחיה על מנת לעקוב אחר השתלבות הנאשם בהליך הטיפולי.",2.	תסקירי שירות המבחן 
SH-14-12-29210-914,"בתסקיר מיום 21.9.16 דווח כי מסיבות שאינן תלויות בנאשם הטיפול בעניינו התעכב ובפגישה שנערכה לו עם העו""ס במחלקה לשירותים חברתיים, הוא הביע התנגדות לשילובו בטיפול וטען כי הוא נעדר צורך טיפולי, עקב שמירתו על ניקיון מסמים לאורך זמן. גם בשיחה עם שירות המבחן הנאשם חזר על עמדתו לפיה הוא אינו זקוק לטיפול, ברם הביע נכונות לשתף פעולה ככל שיידרש. בנסיבות, שירות המבחן חזר על המלצתו לענישה קונקרטית ומוחשית.",2.	תסקירי שירות המבחן 
