verdict,text,part
SH-13-08-39264-884,"על פי הודאת הנאשם אני מרשיעה אותו בעבירות המיוחסות לו בכתבי האישום, בת""פ 49103-05-13 החזקת סם שלא לצריכה עצמית לפי סעיף 7(א)+(ג) לפקודת הסמים המסוכנים ובת""פ 39264-08-13 בעבירה של הפרת הוראה חוקית לפי סעיף 287 (א) לחוק העונשין.",הכרעת דין
SH-13-08-39264-884,"ניתנה והודעה היום א' טבת תשע""ד, 04/12/2013 במעמד הנוכחים.",הכרעת דין
SH-13-08-39264-884,"הנאשם הורשע על פי הודאתו בשני כתבי אישום, האחד אירוע מיום 12/5/13, שם נתפס הנאשם מחזיק בחצר ביתו סם מסוג קוקאין במשקל 8.82 גרם נטו וחשיש במשקל של 3.56 גרם נטו, שלא לצריכתו העצמית.",רקע
SH-13-08-39264-884,"ביום 16/5/13 שוחרר הנאשם בתנאים מגבילים על פי הוראת בית המשפט וביום 23/8/13 נמצא מפר תנאים אלו בעודו מחוץ לביתו, גם כאן הודה הנאשם והורשע בעבירה של הפרת הוראה חוקית.",רקע
SH-13-08-39264-884,"הצדדים הציגו בפני ביהמ""ש הסדר טיעון, ובקשו במשותף לגזור על הנאשם עונש של שנת מאסר בפועל, אשר תלקח בחשבון גם מאסר על תנאי שתלוי ועומד כנגד הנאשם, ורכיבים נלווים, מאסר על תנאי, פסילת רישיון וקנס כספי.",רקע
SH-13-08-39264-884,"ב""כ המאשימה עמד על חומרת העבירות, על הצורך בענישה ממשית ומכבידה מאחורי סורג ובריח, על עברו של הנאשם הכולל עבירות שונות של אלימות וסמים, בגינן אף נגזר עליו אותו מאסר מותנה.",רקע
SH-13-08-39264-884,"ב""כ המאשימה הוסיף כי העונש המוצע הולם את הנסיבות וביקש לכבד ההסדר.",רקע
SH-13-08-39264-884,"הסנגור הצטרף לטיעוני התביעה, ומנה בפני ביהמ""ש את הנסיבות האישיות, את מצבו של הנאשם לאחר שחרורו בתנאים, נסיון התאבדות שהיה, ומצב משפחתי.",רקע
SH-13-08-39264-884,גם הסנגור ביקש כי בית המשפט יכבד את ההסדר בהיותו הולם.,רקע
SH-13-08-39264-884,"שקלתי את טיעוני הצדדים, לנוכח האמור בכתבי האישום ולנוכח הענישה המקובלת בעבירות בהן הורשע הנאשם, וייאמר כי אכן הענישה הראויה היא מאחורי סורג ובריח.",רקע
SH-13-08-39264-884,"מדובר בתקופת מאסר לא קצרה, ובענישה שהיא בהחלט ממשית, וכשמביאים בחשבון את הודיית הנאשם בכתבי האישום, את החסכון בזמן שנגרם לבית המשפט ולכל העדים שהיו אמורים להיות מעורבים בהליך זה, הרי שהדבר נזקף לזכותו של הנאשם.",רקע
SH-13-08-39264-884,"בנסיבות העניין ולאור ההלכה כי בית המשפט יכבד הסדרי טיעון אם אין בהם חריגה ממשית מרף הענישה המקובל, אני מכבדת את ההסדר וגוזרת על הנאשם את העונשים הבאים:",רקע
SH-13-08-39264-884,10 חודשי מאסר בפועל.,רקע
SH-13-08-39264-884,"אני מפעילה את עונש המאסר המותנה שנגזר על הנאשם בת""פ 25200-11-09 לתקופה של 3 חודשים.",רקע
SH-13-08-39264-884,"העונשים ירוצו בחופף ובמצטבר, ובסה""כ ירצה הנאשם 12 חודשי מאסר בפועל.",רקע
SH-13-08-39264-884,"מתקופת המאסר יופחתו ימי המעצר, מיום 12.5.13 עד 16.5.13, מיום 25.7.13 עד 29.7.13, מיום 23.8.13 ועד היום.",רקע
SH-13-08-39264-884,"7  חודשי מאסר על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג פשע על פקודת הסמים המסוכנים.",רקע
SH-13-08-39264-884,"4  חודשי מאסר על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג עוון על פקודת הסמים המסוכנים וכן עבירה של הפרת הוראה חוקית.",רקע
SH-13-08-39264-884,"קנס בסך 2500 ₪  אשר ישולם  ב- 5 תשלומים חודשיים שווים ורצופים, הראשון ביום1/1/14  ובכל 1 לכל חודש שלאחריו. לא ישולם הקנס או שיעור ממנו, יעמוד מלוא הסכום לפרעון, והנאשם ירצה 30 ימי מאסר תמורתו.",רקע
SH-13-08-39264-884,הנני פוסלת את הנאשם מלקבל או להחזיק רישיון נהיגה לתקופה של שנתיים.,רקע
SH-13-08-39264-884,"12 חודשי פסילה על תנאי לתקופה של 3 שנים, והתנאי הוא שהנאשם לא יעבור כל עבירה על פקודת הסמים המסוכנים.",רקע
SH-13-08-39264-884,אני מורה על השמדת המוצגים.,רקע
