verdict,text,part
ST-21-06-13776-471,"ב""כ המאשימה: עו""ד חן הלצבנד",נוכחים:
ST-21-06-13776-471,"ב""כ הנאשם: עו""ד יורוביצקי",נוכחים:
ST-21-06-13776-471,"פקודת התעבורה [נוסח חדש]: סע'  10(א), 40(א)(1), 40 א, 40א(א)(1), 67",נוכחים:
ST-21-06-13776-471,"פקודת ביטוח רכב מנועי [נוסח חדש], תש""ל-1970: סע'  2(א)",נוכחים:
ST-21-06-13776-471,"חוק העונשין, תשל""ז-1977: סע'  40ג(א)",נוכחים:
ST-21-06-13776-471,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973",נוכחים:
ST-21-06-13776-471,"הנאשם הורשע על פי הודאתו בעבירות של נהיגה בזמן פסילה וללא רישיון נהיגה תקף בניגוד לסעיפים 67 ו- 10(א) לפקודת התעבורה [נוסח חדש], תשכ""א – 1961, ונהיגה ללא ביטוח תקף בניגוד לסעיף 2(א) לפקודת ביטוח רכב מנועי [נוסח חדש], תש""ל - 1970.",רקע
ST-21-06-13776-471,"על פי עובדות כתב האישום, ביום 28.06.2021 נהג הנאשם ברכב פרטי בעיר לוד וזאת ללא רישיון נהיגה תקף (תוקפו פקע ביום 15.08.2014), ללא כיסוי ביטוחי, ואף כי הודע לו כי נפסל על ידי בית המשפט ב-4 תיקים שונים ובעוד הפסילות בתוקף:",רקע
ST-21-06-13776-471,"בפ""ת 4893-03-19 מיום 13/03/19 – פסילה בנוכחותו עד לתום ההליכים המשפטיים;",רקע
ST-21-06-13776-471,תיק 2492-03-16 מיום 22/03/16 - פסילה בנוכחותו למשך שנתיים ולא הפקיד רישיונו;,רקע
ST-21-06-13776-471,תיק 3240-01-15 מיום 03/08/15 פסילה בנוכחותו למשך 11 חודשים ולא הפקיד רישיונו;,רקע
ST-21-06-13776-471,"תיק 8750-12-14 מיום 04/02/15 – פסילה בהעדרו למשך 6 חודשים, ודבר הפסילה הודע לו בשנת 2016 וכן בשנת 2019 על ידי 2 שוטרים שונים ולא הפקיד רישיונו.",רקע
ST-21-06-13776-471,"מתסקיר שירות המבחן מיום 30/11/21, אשר ניתן לבקשת הנאשם לשם בדיקת התאמתו לבית המשפט הקהילתי -  עולה כי הנאשם לא נמצא מתאים. צויין כי הנאשם כבן 42, גרוש, מקיים זוגיות, אב ל-9 ילדים, אינו עובד ונתון במעצר בפיקוח אלקטרוני. הנאשם מוכר לשירות המבחן מבדיקת התאמה קודמת שנערכה בחודש ספטמבר 20. להתרשמות קצינת המבחו הנאשם מתקשה לנקוט צעדים ממשיים להשתלבות בטיפול, חרף ניסיונות רבים קודמים והינו נעדר מוטיבציה ממשית לעריכת שינוי. עוד צויין כי הנאשם מתקשה לערוך התבוננות ביקורתית אודות דפוסיו, מתקשה לקבל עזרה מגורמי סיוע חיצוניים ומתקשה להכיר באחריותו למצבו ולבחירותיו.",תסקיר שירות המבחן
ST-21-06-13776-471,"ההגנה הגישה דוח סוציאלי מטעם העו""ס המלווה את הנאשם במעצרו בפיקוח אלקטרוני ממנו עולה כי לנאשם משפחה מורחבת וכי חווה קשיים ומספר אירועים טראומתיים שלא עובדו על ידו. הנאשם מוכר למערכת בריאות הנפש וכיום מצבו יציב. הנאשם שיתף פעולה עם העו""ס המלווה ושיתף מעולמו הפנימי והמפגשים ביניהם עסקו במתן מענה לקשייו של הנאשם לרבות קשיי מעצרו בפיקוח.",המאשימה הגישה גיליון הרשעותיו הקודמות של הנאשם בתעבורה וגיליון רישום פלילי.
ST-21-06-13776-471,"ב""כ המאשימה בטיעוניה, הפנתה לחומרת צבר העבירות – נהיגת הנאשם בזמן 4 פסילות שונות, ללא רישיון נהיגה תקף וללא ביטוח. עוד הפנתה לעברו הפלילי והתעבורתי המכביד של הנאשם. ב""כ המאשימה  ציינה כי העבירות בתיק זה בוצעו בעוד הנאשם ממתין לגזר דינו בתיק תעבורה נוסף. המאשימה הפנתה לפסיקה אשר מלמדת לשיטתה על מתחם העונש ההולם הנע בין עונש מאסר שירוצה בעבודות שירות ועד 20 חודשי מאסר בפועל, פסילה בפועל בת שנה ועד 10 שנות פסילה בפועל, לצד עונשים נלווים.",טיעוני הצדדים
ST-21-06-13776-471,"המאשימה ביקשה להשית על הנאשם מאסר בפועל שלא יפחת משנה וחצי, פסילה בפועל של 10 שנים כמצוות סעיף 40 א לפקודת התעבורה, מאסר על תנאי, פסילה על תנאי וקנס.",טיעוני הצדדים
ST-21-06-13776-471,"ב""כ הנאשם פרט את נסיבות חייו של הנאשם אשר מגיל 13 נחשף לסמים, התגורר בשכונת פשע ונעדר מסגרת משפחתית תומכת ומציבת גבולות. בגיל 15 נולד בנו הראשון וכיום הינו אב ל-10 ילדים ובת זוגו הנוכחית בחודשי הריון מתקדמים. בעבר נדון הנאשם לעונשי מאסר בפועל אך בשנים האחרונות לא נדון לעונשי מאסר ונמנע מביצוע עבירות פליליות. עוד ציין כי הנאשם מטפל באחותו שעברה תאונות דרכים קשה לפני 17 שנים ובאמו שעברה אירוע מוחי השנה. בשנתיים האחרונות חווה שוב ושוב אובדן של קרוביו וביניהם אחיו אשר נהרג בתאונת דרכים. משפחתו תלויה בו ועלולה להיפגע אם ייאסר. עוד ציין כי אם הנאשם ייאסר, יכול ויחזור למעגל הפשיעה ולכן אינטרס הציבור כי לא ישוב לכלא.",טיעוני הצדדים
ST-21-06-13776-471,"עוד טען כי יועצת שיקומית מטעם ההגנה הפנתה את הנאשם ליחידה להתמכרויות בעיר לוד ולפסיכיאטר והפנה לחוו""ד מטעם העובדת הסוציאלית אשר ליוותה את הנאשם במהלך מעצרו בפיקוח אלקטרוני.",טיעוני הצדדים
ST-21-06-13776-471,"ב""כ הנאשם טען כי מתחם הענישה בנסיבות ביצוע העבירות בהן הורשע הנאשם מתחיל ממאסר על תנאי.",טיעוני הצדדים
ST-21-06-13776-471,"ב""כ הנאשם ביקש שלא להשית על הנאשם עונש מאסר בפועל ולהסתפק בעונש מאסר על תנאי מרתיע וליתן לנאשם הזדמנות אחרונה. במסגרת טיעוניו לעונש ביקש כי יינתן תסקיר נוסף של שירות המבחן בעניינו של הנאשם לשם בחינת שיקומו (מעבר לתסקיר שהתקבל ובחן התאמתו לבית המשפט הקהילתי) וביקש ליתן משקל משמעותי לשיקולי השיקום בעניינו של הנאשם.",טיעוני הצדדים
