verdict,text,part
ME-15-03-18879-44,"חוק העונשין, תשל""ז-1977: סע'  381(א)(2)",<#1#>
ME-15-03-18879-44,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13",<#1#>
ME-15-03-18879-44,"הנאשם הורשע, על פי הודייתו בכתב אישום מתוקן, בעבירה של תקיפה לשם גניבה לפי סעיף 381(א)(2) לחוק העונשין.",רקע
ME-15-03-18879-44,"על פי כתב האישום המתוקן בתאריך 5.3.15 צעד קטין יליד שנת 2000 כשהוא מחזיק ברשותו טלפון נייד, הנאשם הבחין בו ניגש אליו, ביקש ממנו להשתמש בטלפון הנייד על מנת לגונבו ממנו, המתלונן הקטין נאות לבקשת הנאשם, מסר לו את הטלפון הנייד, הנאשם שוחח עם חברו בטלפון הנייד, ובשלב מסוים הטיח את הטלפון בפניו של המתלונן ונמלט מהריצה מהמקום, ובהמשך, באותו יום, מכר את הטלפון הנייד לאחר.",רקע
ME-15-03-18879-44,"הנאשם יליד שנת 1992, ולחובתו עבר הכולל עבירות סמים ורכוש, בהן שורת עבירות גניבה, תקיפה, תקיפה הגורמת חבלה של ממש, עבירה לפי סעיף 13 לפקודת הסמים המסוכנים, ועוד ולחובתו מאסר מותנה בר הפעלה למשך שישה חודשים.",	כתוצאה ממעשה הנאשם נגרמה למתלונן המטומה בלחיו והוא סבל מכאבים בפניו.
ME-15-03-18879-44,"הצדדים הגיעו להסדר טיעון. על פי ההסדר המאשימה תעתור להטלת עונש מאסר של 24 חודשים בפועל, הכולל הפעלת המאסר המותנה, מאסר מותנה, קנס לשיקול דעת בית המשפט, והוסכם על פיצוי בסך 5,000 ₪.",	כתוצאה ממעשה הנאשם נגרמה למתלונן המטומה בלחיו והוא סבל מכאבים בפניו.
ME-15-03-18879-44,"ב""כ המאשימה טענה כי מדובר בעונש ראוי, והגם שהעבירה אינה קלה, היא אינה ברף העליון של העבירות, ובהסכמת המאשימה יש להביא לידי ביטוי את תמונת נסיבות חייו הקשות של הנאשם, אשר עולה מתסקירים אשר הוגשו במסגרת הליך המעצר.",	כתוצאה ממעשה הנאשם נגרמה למתלונן המטומה בלחיו והוא סבל מכאבים בפניו.
ME-15-03-18879-44,"ב""כ הנאשם ביקש לכבד את ההסדר, הפנה לגילו הצעיר של הנאשם ולנסיבות חייו בהן העובדה שהנאשם חלה במחלת אפילפסיה בגינה היו גם התקפים ואשפוזים, והפנה לפסיקה.",	כתוצאה ממעשה הנאשם נגרמה למתלונן המטומה בלחיו והוא סבל מכאבים בפניו.
ME-15-03-18879-44,"בהתאם לגישה אשר הובאה בע""פ 512/13 פלוני נ' מ""י (4.12.2013, במקרים בהם קיים ספק אם הסדר עומד במבחנים אשר נקבעו לשאלת הסדרי טיעון, מצווה בית המשפט לקבוע את מתחם העונש ההולם ואת העונש בתוך המתחם. בענייננו, אינני מוצא ספק כאמור, ולפיכך אינני מוצא מקום לקביעת מתחם עונש הולם. לא ארחיב בשאלה זו, ואפנה לפסיקה הרבה אשר התייחסה לקושי העולה בין היחס של הסדרי טיעון למתחם עונש הולם על פי תיקון 113.","	הנאשם אמר כי עשה טעות, הוא עבר על החוק, והוא מצטער."
ME-15-03-18879-44,"העבירה אשר ביצע הנאשם חמורה, הוא תקף קטין וגנב ממנו מכשיר טלפון, וגרם לקטין המטומה.","	הנאשם אמר כי עשה טעות, הוא עבר על החוק, והוא מצטער."
ME-15-03-18879-44,"אין מקום בנסיבות כאלו לענישה ברף הנמוך של שישה חודשים לו עותר ב""כ הנאשם.","	הנאשם אמר כי עשה טעות, הוא עבר על החוק, והוא מצטער."
ME-15-03-18879-44,"מנגד, על הענישה להיות מידתית ולהביא הן את נסיבות הביצוע והן את נסיבותיו האישיות של הנאשם.",	מדובר בעבירה חמורה אשר צריכה לקבל מענה עונשי ראוי.
ME-15-03-18879-44,"במסגרת טווח העונש המוסכם אשר קבעו הצדדים של 24 חודשים, הכוללים הפעלת המאסר המותנה, אני סבור כי על העונש לרדת אל מתחת לרף העליון של הטווח המוסכם, הן לאור נסיבות האירוע אשר אינן מחייבות הטלת ענישה ברף העליון האמור, והן לאור נסיבותיו האישיות של הנאשם, הגם שלחובתו עבר פלילי.",	מדובר בעבירה חמורה אשר צריכה לקבל מענה עונשי ראוי.
ME-15-03-18879-44,"לאור גילו הצעיר של הנאשם, ולאור כך שאכן חלה הפסקה מסוימת בביצוע עבירות על ידו והעבירה האחרונה בה הורשע הינה ממאי 2012, יש מקום לענישה ברף נמוך מהמקסימום אשר בטווח הענישה, וכי הפעלת המאסר המותנה יהיה בחלקה בחופף, זאת גם לאור כך שהמאסר המותנה הוטל בגין עבירה של החזקת רכוש שהושג בפשע.","	אני למד שלנאשם נסיבות אישיות מורכבות, הכוללות גם בעיות רפואיות. "
ME-15-03-18879-44,מאסר - מאסר בפועל לתקופה של  12 חודשים. תקופת מאסרו תחושב מיום מעצרו 5.3.15.,"5.	לפיכך, הנני מטיל  בזה על הנאשם עונש כדלהלן:"
ME-15-03-18879-44,"הפעלת מאסר על תנאי - מפעיל בזאת מאסר על תנאי שהוטל על הנאשם ביום 10.3.13 בת.פ. 36035-09-12 של בית משפט השלום בבאר שבע, לתקופה של שישה חודשים, כך ששלושה חודשים מתוכם בחופף למאסר בפועל דלעיל, ושלושה חודשים במצטבר לו.","5.	לפיכך, הנני מטיל  בזה על הנאשם עונש כדלהלן:"
ME-15-03-18879-44,סך הכל ירצה הנאשם מאסר בפועל למשך 15 חודשים שתחילתו ביום מעצרו.,"5.	לפיכך, הנני מטיל  בזה על הנאשם עונש כדלהלן:"
