verdict,text,part
SH-19-12-18336-426,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג)",nothing
SH-19-12-18336-426,"חוק העונשין, תשל""ז-1977: סע'  40ד, 40ט, 192",nothing
SH-19-12-18336-426,"הנאשם הורשע – על יסוד הודאתו, שניתנה במסגרת הסדר טיעון דיוני בעיקרו – כלהלן:",רקע כללי:
SH-19-12-18336-426,"בתיק העיקרי שבכותרת (כתב אישום כמות שהוא) – בביצוע עבירה של החזקת סמים מסוכנים שלא לצריכה עצמית, לפי הוראות סעיף 7(א) יחד עם סעיף 7(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן – פקודת הסמים המסוכנים).",רקע כללי:
SH-19-12-18336-426,"בתיק המצורף (כתב אישום מתוקן) – בביצוע עבירה של איומים, לפי הוראות סעיף 192 לחוק העונשין תשל""ז-1977 (להלן – חוק העונשין).",רקע כללי:
SH-19-12-18336-426,"בעובדות כתבי האישום נטען, בעיקרי הדברים, כלהלן:",רקע כללי:
SH-19-12-18336-426,"ביום 19.05.2019 בשעה 18:45 או בסמוך לכך החזיק הנאשם, בביתו שברמת גן, בסמים מסוכנים מסוג קנבוס, במשקל של 860 גרם נטו, בתוך שקית בחדר הארונות שבבית.",בתיק העיקרי –
SH-19-12-18336-426,"ביום 13.06.2022 בשעה 10:00 או בסמוך לכך, התקשר הנאשם לסוכנות הנסיעות ""סיקרט טורס"" וביקש לבטל טיסה שהזמין דרכה (בשל עניין שקשור לבנו). משנמסר לנאשם כי אין אפשרות לבטל את הטיסה וכי הבעלים של הסוכנות נמצא בחו""ל, החל הנאשם לאיים באומרו, בין השאר, כי יגיע לסוכנות עם תעודת הנכה של בנו, יעשה טרור ואם צריך ישב בבית סוהר. עוד אמר הנאשם כי, אם צריך, הוא ייתן לבעלים של הסוכנות מכות ויכסח אותו.",בתיק המצורף –
SH-19-12-18336-426,"בתחילת הדיונים המקדמיים לפניי הגיעו הצדדים להסדר טיעון חלקי לגבי התיק העיקרי, שבמסגרתו הודה הנאשם בעובדות כתב האישום. המאשימה הודיעה כי לעניין הטיעונים לעונש תגביל עצמה לטיעון שיכלול 9 חודשי מאסר בפועל, לנשיאה בדרך של עבודות שירות, מאסר מותנה ופסילת רישיון נהיגה מותנית. לגבי הכספים שנתפסו מהנאשם הוסכם לעתור במשותף לחילוט סכום של 6,000 ₪, ללא בקשה להכרזה על הנאשם כסוחר סמים, וכן לקבלת תסקיר שירות המבחן וחוות דעת הממונה.",בתיק המצורף –
SH-19-12-18336-426,"הנאשם הודה אפוא בעובדות כתב האישום בתיק העיקרי והורשע בעבירה בה הואשם שם, כאמור בפסקה 1 דלעיל. בית המשפט נעתר לבקשות הצדדים והורה על עריכת תסקיר שירות המבחן וקבלת חוות דעת מהממונה על עבודות השירות. בהמשך הדרך, ולאחר שהנאשם שולב בהליכי טיפול במסגרת שירות המבחן, הגיעו הצדדים להסכמות נוספות אודות צירוף התיק המצורף, שלגביו הוסכם על עתירה לענישה מותנית. הנאשם הודה אפוא גם בעובדות כתב האישום המתוקן והורשע בעבירה בה הואשם שם (ר' בפרוטוקול, עמ' 7).",בתיק המצורף –
