verdict,text,part
SH-16-08-25307-HK-L,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13, 19א, 36",בתי-המשפט 
SH-16-08-25307-HK-L,פקודת התעבורה [נוסח חדש]: סע'  62(3),בתי-המשפט 
SH-16-08-25307-HK-L,"חוק העונשין, תשל""ז-1977: סע'  275, 40ט׳, 40 י״א",בתי-המשפט 
SH-16-08-25307-HK-L,"תקנות התעבורה, תשכ""א-1961 - לא מרובדות: סע'  26(4)",בתי-המשפט 
SH-16-08-25307-HK-L,"הנאשם שלפניי הורשע על-פי הודאתו בעובדות שני כתבי אישום – האחד עניינו עבירות סמים (להלן – התיק העיקרי) (ת״פ 25307-08-16) והוא תוקן פעמיים, והשני עניינו עבירות תעבורה (להלן – תיק התעבורה) (פ״ל 4412-09-15) והוא תוקן פעם אחת.",גזר- דין
SH-16-08-25307-HK-L,"אישום ראשון – באישום זה מיוחס לנאשם כי ביום 28.7.2016 החזיק סם קנבוס שלא לצריכה עצמית במשקל כולל של 98.42 גרם עפ״י החלוקה הבאה: במהלך חיפוש באופנועו נמצא סם שהיה מחולק למנות קטנות; בביתו נמצאו בחיפוש בביתו סמים בתפזורת שחלקם היו מחלוקים אף הם למנות קטנות וכן נמצא משקל דיגיטלי. כמו כן נתפס סכום של 30,680 ש״ח. בגין כך מואשם הנאשם ב-2 עבירות של החזקת סם שלא לצריכה עצמית לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים המסוכנים [נוסח חדש] התשל״ג-1973 (להלן – ״הפקודה).",התיק העיקרי (ע״פ כתב האישום המתוקן בשנית)
SH-16-08-25307-HK-L,"מהאישום השני ועד לאישום האחד-עשר מואשם הנאשם בעבירות סחר בקנבוס לפי סעיף 13 + 19א לפקודה מול אנשים שונים, כאשר תיאום העסקות ותוכנן בוצע באמצעות הווטסאפ:",התיק העיקרי (ע״פ כתב האישום המתוקן בשנית)
SH-16-08-25307-HK-L,אישום שני – 10.4.2016: 1 גרם תמורת 100 ש״ח;,התיק העיקרי (ע״פ כתב האישום המתוקן בשנית)
SH-16-08-25307-HK-L,אישום שלישי – 1.5.2016: 1 גרם תמורת 100 ש״ח;,התיק העיקרי (ע״פ כתב האישום המתוקן בשנית)
SH-16-08-25307-HK-L,אישום חמישי – מועד לא ידוע: 1 גרם תמורת 100 ש״ח;,התיק העיקרי (ע״פ כתב האישום המתוקן בשנית)
