verdict,text,part
ME-20-10-44540-291,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 10",nothing
ME-20-10-44540-291,"הנאשם הורשע על יסוד הודאתו בעבירות של החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף 7(א) ו- (ג) רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 (להלן - פקודת הסמים או הפקודה), והחזקת כלים המשמשים להכנת סם מסוכן או לצריכתו, לפי סעיף 10 רישא לפקודה.",כללי
ME-20-10-44540-291,"על פי עובדות כתב האישום, החל מיום 5.8.20 או בסמוך לכך, שכר הנאשם מחסן בבניין ברחוב מרדכי בן-טוב 10 בתל-אביב, וביום 13.10.20 החזיק בו, בצוותא עם אחר שזהותו אינה ידועה, את הפריטים הבאים: 103.5 גרם סם מסוכן מסוג קוקאין, 980.4 גרם סם מסוכן מסוג קנאבוס, משקל דיגיטלי ושקיות חלוקה המשמשים להכנת סם מסוכן או לצריכתו. באותו מועד נעצר הנאשם ביציאה מחניון הבניין, כשהוא מחזיק על גופו 8 שקיות ניילון שקופות המכילות סם מסוכן מסוג קוקאין במשקל 34.7 גרם.",כללי
ME-20-10-44540-291,"במסגרת הסדר הטיעון שגובש בין הצדדים תוקן כתב האישום אולם לא גובשה הסכמה לעניין העונש, וכל צד טען על-פי מיטב שיקול דעתו.",כללי
ME-20-10-44540-291,"התובעות, עו""ד שלי קוטין ועו""ד לבנת מלמד, התייחסו לחומרתן של עבירות הסמים ולערכים המוגנים הנפגעים כתוצאה מביצוע עבירות אלה. עוד ביקשו התובעות לשקלל במסגרת קביעת המתחם הן את העובדה כי הנאשם החזיק סם מסוכן משני סוגים שונים, הן את משקלם המשמעותי של הסמים ובהתאמה - את פוטנציאל הנזק הטמון בהם. לשיטת התביעה, אין משמעות של ממש לעובדה כי ביחס לסמים שהוחזקו במחסן, דובר בהחזקה בצוותא עם אחר, שכן ממילא מדובר בהחזקה לכל דבר וענין, מה גם שהנאשם הורשע גם בהחזקת כמות משמעותית של סם מסוכן מסוג קוקאין שלא על דרך ביצוע בצוותא.",	טיעוני הצדדים לעונש
ME-20-10-44540-291,"התובעות הציגו פסיקה, ועל בסיס כלל הנתונים ומדיניות הענישה הנוהגת, סברו כי יש מקום לקבוע מתחם הנע בין 4 שנות מאסר ל- 6 שנות מאסר, ויש למקם את הנאשם בתחתית המתחם לצד הטלת עונש מאסר מותנה וקנס.",	טיעוני הצדדים לעונש
ME-20-10-44540-291,"הסנגור, עו""ד עמית שלף, ביקש לבצע הבחנה בין סיטואציה בה מדובר בהחזקת סם באופן ""בלעדי"" לבין הסיטואציה המתוארת בכתב האישום, בו חלק משמעותי מכמות הסם שנתפסה הוחזקה על-ידי הנאשם בצוותא עם אחר שזהותו אינה ידועה. הסנגור היה ער לעובדה כי הנאשם לא שיתף את חוקריו בזהותו של האחר, אולם  טען כי עשה כן מחשש טבעי ומובן. הסנגור התייחס אף הוא למדיניות הענישה הנוהגת וסקר מספר רב של פסקי דין, ובשקלול כלל הנתונים, סבר כי מתחם העונש ההולם צריך לנוע בין 14 חודשי מאסר ל- 40 חודשי מאסר. בהתייחס לעונש המתאים פירט הסנגור את נתוניו של הנאשם - בן 25, בן למשפחה נורמטיבית, כאשר הוריו סובלים מנכות, ואחותו מאושפזת מזה כשנה בבית חולים לאחר שעברה תאונת דרכים קשה (הוגשו מסמכים לאחר שלב הטיעונים לעונש והתקבלו לתיק בית המשפט). עוד התייחס הסנגור לתקופה הנוכחית על רקע משבר הקורונה, ולקושי בריצוי מאסר המאפיין תקופה זו.",	טיעוני הצדדים לעונש
ME-20-10-44540-291,"בהינתן כלל הנתונים, סבר הסנגור כי ניתן להסתפק בתקופת מאסר המשקפת את תחתית המתחם המוצע על-ידו.",	טיעוני הצדדים לעונש
ME-20-10-44540-291,הנאשם בדברו האחרון הביע חרטה וצער על מעשיו.,	טיעוני הצדדים לעונש
ME-20-10-44540-291,"בשורה ארוכה של פסקי דין עמד בית המשפט העליון על החומרה הטבועה בביצוע עבירות סמים, על השפעתן של עבירות אלה על תחומי עבריינות נוספים, ועל הצורך להיאבק בהן באמצעות ענישה משמעותית ומרתיעה:",	מתחם העונש ההולם
ME-20-10-44540-291,"ראה לדוגמא, קביעות בית המשפט העליון בע""פ  211/09 אזולאי נ' מדינת ישראל, פס' 10 (22.6.2010):",	מתחם העונש ההולם
ME-20-10-44540-291,"העבירות אותן ביצע הנאשם פוגעות משמעותית בערכים עליהם ביקש המחוקק להגן, ובכלל אלה שמירה על שלום הציבור והגנה עליו מפני הנזקים החברתיים - הן הישירים והן העקיפים - אשר נגרמים כתוצאה משימוש בסמים מסוכנים.",	מתחם העונש ההולם
ME-20-10-44540-291,מידת הפגיעה בערכים אלו משמעותית בהתחשב בסוג העבירות - החזקת סם מסוכן שלא לצריכה עצמית; העובדה כי מדובר בשני סוגי סם (קוקאין וקנאבוס) וכמות הסם המשמעותית.,	מתחם העונש ההולם
ME-20-10-44540-291,"אף אם ביחס לחלק מהכמות (103.5 גרם קוקאין ו- 980.4 גרם קנאבוס) מדובר בהחזקה בצוותא, אינני סבור כי יש בכך משום נתון בעל פוטנציאל ממתן, בוודאי כאשר הנאשם החזיק בנוסף 34.7 גרם סם מסוכן מסוג קוקאין עת נתפס ביציאתו מהחניון.",	מתחם העונש ההולם
ME-20-10-44540-291,"אדגיש: אין בידי לקבל את טיעון ההגנה, לפיו יש ליתן משקל בקביעת המתחם לעובדה כי אותו אדם נוסף שהחזיק בחלק מהסמים בצוותא עם הנאשם, לא נתפס וממילא לא הועמד לדין. מעבר לעובדה ששיקוליו של  הנאשם בסוכרו את פיו ביחס לזהות שותפו נותרו עלומים, הרי גם אם אניח כי מדובר בחשש טבעי אליו התייחס הסנגור, אין בכך כדי להמעיט או לצמצם מחלקו של הנאשם ביחס להחזקת הסמים, בוודאי כאשר אין חולק כי הוא זה ששכר את אותו מחסן, על כל המשתמע מכך.",	מתחם העונש ההולם
ME-20-10-44540-291,"הנזק הקונקרטי במקרה דנא נמנע מאחר שהנאשם נעצר והסמים נתפסו בטרם הופצו למשתמשי הקצה. לעומת זאת, הנזק הפוטנציאלי שעלול היה להיגרם מהפצת הסם הוא משמעותי בשל הכמות הגדולה וסוג הסם המסוכן שהחזיק, שעלול היה לשמש להכנת מנות סם רבות. יצוין כי המשקל שנתפס במחסן אף מעצים את ההנחה הברורה מאליה, לפיה מדובר בסם המיועד להפצה.",	מתחם העונש ההולם
ME-20-10-44540-291,"בהתייחס למדיניות הענישה הנוהגת, ראיתי להפנות לפסקי הדין הבאים:",	מתחם העונש ההולם
