verdict,text,part
ME-13-12-22678-920,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13",nothing
ME-13-12-22678-920,"חוק העונשין, תשל""ז-1977: סע'  31",nothing
ME-13-12-22678-920,גזר דין (בעניינו של נאשם 2),nothing
ME-13-12-22678-920,"נאשם 2 (להלן: ""הנאשם"") הורשע על פי הודאתו במסגרת הסדר טיעון בסיוע לסחר בסם מסוכן – מנה של סם קוקאין במשקל 0.56999 גרם נטו – עבירה לפי סעיף 13 לפקודת הסמים המסוכנים (נוסח חדש) התשל""ג-1973 ביחד עם סעיף 31 לחוק העונשין התשל""ז-1977.",א.	פתח דבר
ME-13-12-22678-920,"מעובדות כתב האישום המתוקן בהן הודה הנאשם עולה, כי נאשם 1 קיבל ממנו רכב ומכשיר טלפון סלולרי, והוא נשלח על ידו לפגישה עם קונה שביקשה לרכוש סם אשר התברר מאוחר יותר שהינה סוכנת משטרתית.",א.	פתח דבר
ME-13-12-22678-920,נאשם 1 מכר לסוכנת המשטרית מנת סם מסוג קוקאין במשקל 0.5699 גרם נטו תמורת 450 ₪.,א.	פתח דבר
ME-13-12-22678-920,"באי כוח הצדדים עתרו לבית המשפט ובמסגרת הסדר טיעון להטיל על הנאשם עונש של מאסר לתקופה בת שישה חודשים לריצוי בעבודות שירות, מאסר על תנאי וקנס בסך 1,000 ₪.",ב.	הסדר הטיעון
ME-13-12-22678-920,"בא כוח המאשימה הסבירה הסכמת התביעה לענישה המקלה המבוקשת לנאשם, בכך, שבפני התביעה ניצבו קשיים ראייתים, לנאשם אין עבר פלילי, הוא הודה וחסך מזמנו של בית המשפט.",ג.	טיעוני באי כוח הצדדים
ME-13-12-22678-920,"בא כוח הנאשם הדגיש את העובדה שלנאשם אין עבר פלילי, וכי מרשו הודה במסגרת הסדר טיעון.",ג.	טיעוני באי כוח הצדדים
ME-13-12-22678-920,"כבר ציינתי בגזר דינו של הנאשם 1 את חומרתה של עבירת הסחר בסם, ובענייננו כאשר מדובר בסיוע לסחר בסם – החומרה עומדת בעינה וכמופרט בע""פ 4998/95 מ""י נ' קרדוזוב (פורסם במאגרים 31.7.97).",ד.	דיון
ME-13-12-22678-920,"אינני מוצאת מקום לחזור על הנאמר בעניין הבניית שיקול הדעת השיפוטי בענישה שצויין לגבי נאשם 1, ואף פה כאשר מדובר בהסדר טיעון – בית המשפט מכבד את ההסדר כאשר הוא סובר שהוא איננו חוטא לאינטרס הציבורי.",ד.	דיון
ME-13-12-22678-920,"כאמור בנסיבות התיק דנן, כאשר לנאשם אין עבר פלילי ומבוקשת ענישה של מאסר בדרך של עבודות שירות – לא ניתן לקבוע שהאינטרס הציבורי יימצא נפגע, ועל כן אכבד את הסדר הטיעון.",ד.	דיון
ME-13-12-22678-920,"לאור כל המקובץ לעיל, אני מטילה על הנאשם כדלקמן:",ד.	דיון
ME-13-12-22678-920,"שישה חודשי מאסר שירוצו בעבודות שירות בבית אבות ""צימרמן"" רח' פרדס משותף 59, פינת הרצל, רעננה, וזאת במשך חמישה ימים בשבוע , שמונה וחצי שעות עבודה יומיות.",ד.	דיון
ME-13-12-22678-920,"אני מתירה מראש לממונה על עבודות השירות להפעיל את האמור בהערה שבחוות דעתו: ""ייתכנו שינויים במקום העבודה ובשעות העבודה"", וזאת מאחר ואף הנאשם מבקש לבצע עבודות שירות במקום קרוב יותר למקום מגוריו בעיר טייבה.",ד.	דיון
ME-13-12-22678-920,אם לא יימצא מקום אלטרנטיבי – תבוצענה עבודות השירות במקום שצויין.,ד.	דיון
ME-13-12-22678-920,"נוכח הטיפולים הרפואיים בבירכו שעובר הנאשם, אני מורה לו להתייצב לתחילת ריצוי עבודות השירות בתאריך 1.9.2014 שעה 08:00 במפקדת מחוז מרכז יחידת עבודות השירות בפיקוחו של רב כלאי אני פרץ.",ד.	דיון
ME-13-12-22678-920,"למען הסר ספק, אני מבהירה לנאשם שחלק מתנאי עבודות השירות הוא אי שימוש בסמים מסוכנים, ואם תתגלה מעורבות פעילה בין בגלוי ובין שלא בגלוי של שימוש בסם ו/או נסיון זיוף דגימת שתן – הדבר יהווה הפרה של תנאי עבודות השירות, והנאשם ישלח למאסר מאחורי סורג ובריח.",ד.	דיון
ME-13-12-22678-920,12 חודשי מאסר על תנאי והתנאי הוא שלא יעבור תוך שלוש שנים מהיום כל עבירה לפי פקודת הסמים המסוכנים.,ד.	דיון
ME-13-12-22678-920,"קנס בסך 1,000 ₪ או 30 ימי מאסר תמורתו.",ד.	דיון
ME-13-12-22678-920,"הקנס ישולם מפקדון שהפקיד הנאשם (בסך 2,500 ₪) בתיק מעצרים 57419-11-13 של בית משפט השלום תל אביב.",ד.	דיון
ME-13-12-22678-920,יתרת סכום הפקדון – תוחזר לנאשם בתום ריצוי עבודות השירות.,ד.	דיון
ME-13-12-22678-920,הודע לנאשם על זכותו לערער לבית המשפט העליון בתוך 45 ימים.,ד.	דיון
ME-13-12-22678-920,המזכירות תעביר עותק גזר הדין לממונה על עבודות השירות.,ד.	דיון
