verdict,text,part
SH-10-12-3158-571,"הנאשם הורשע על יסוד הודאתו בכתב אישום המונה, לאחר תיקונו, 6 אישומים (אישום מספר 5 בכתב האישום המקורי נמחק), שעניינם עבירות סמים. הצדדים לא הגיעו להסדר עונשי, ובעניין זה, טען כל צד את מלוא טענותיו.",	כללי
SH-10-12-3158-571,"עניינם של חמשת האישומים הראשונים (אישומים 1-4 ו-6) בעבירות סחר בסם מסוכן שביצע הנאשם החל משלהי חודש אוקטובר 2010 ועד יום 24.11.10. האישומים מתארים מכירות של סם מסוכן מסוג חשיש לשוטר סמוי (בארבעה מקרים), ולאדם אחר (במקרה החמישי). באישום הראשון מכר הנאשם לשוטר 2.9 גרם חשיש תמורת 120 ₪; באישום השני מכר הנאשם לשוטר 6.5 גרם חשיש תמורת 480 ₪; באישום השלישי מכר הנאשם לשוטר 3.4 גרם חשיש תמורת 120 ₪; באישום הרביעי מכר הנאשם לשוטר 3.6 גרם חשיש תמורת 120 ₪ ובאישום החמישי (אישום 6 בכתב האישום המקורי) מכר הנאשם חשיש במשקל לא ידוע לאדם בשם יהודה ליפמן תמורת 120 ₪. עניינו של האישום השישי (אישום מספר 7 בכתב האישום המקורי) בעבירה של הספקת סם מסוכן מסוג חשיש במשקל לא ידוע לאדם בשם צחי כהן תמורת שני רמקולים.",	כללי
SH-10-12-3158-571,סך הכל הורשע הנאשם בחמש עבירות של סחר בסם מסוכן ובעבירה אחת של הספקת סם מסוכן.,	כללי
SH-10-12-3158-571,"הרשעת הנאשם ניתנה ביום 5.4.11, כך שגזירת הדין אינה צריכה להתבצע בהתאם למתווה הקבוע בתיקון 113 לחוק העונשין.",	כללי
SH-10-12-3158-571,"טרם נשמעו טיעוני הצדדים לעונש, הופנה הנאשם לשירות המבחן, ומעת לעת הוריתי על עריכת תסקירים משלימים, כך שמונחים בפניי היום שלושה תסקירים.",	תסקירי שירות המבחן
SH-10-12-3158-571,"מהתסקיר הראשון עלתה תמונה של נאשם צעיר, כבן 22, רווק (נכון למועד עריכת התסקיר הראשון), המתגורר בכפר קאסם ועובד במרכול ברמת גן (אותו מרכול המאוזכר בכתב האישום כסוג של ""בסיס פעילות"" לנאשם). הנאשם בן למשפחה נורמטיבית, שני הוריו עובדים, וכל אחיו ואחיותיו הבוגרים הם אקדמאיים. הנאשם לא התבלט בלימודיו ונתפס, כך לטעמו, כחריג לאחיו ואחיותיו. הנאשם קיבל אחריות מלאה על מעשיו בפני קצינת המבחן, אך להערכת שירות המבחן, ניכר כי הוא מתקשה בהתבוננות או בדיקה עצמית מעמיקה בכל הנוגע להתנהגותו העבריינית, והוא שלל בעייתיות כלשהי בהתנהגותו או בנסיבות חייו, אשר היו ברקע לביצוע העבירות בהן הורשע. שירות המבחן התרשם כי הנאשם סובל מדימוי עצמי ירוד וכי ברקע המעשים קיים אף רצון לזכות בתשומת לב ובאהדת הסביבה, תוך ניצול היכרויות שוליות שהיו לו במקום מגוריו. נוכח עמדתו המצמצמת של הנאשם, לפיה האירועים המפורטים בכתב האישום אינם מבטאים את אורח חייו, נמנע שירות המבחן מהמלצה טיפולית, אך העריך כי קיים סיכוי נמוך בלבד להישנות המעשים, גם נוכח מעורבותה המוגברת של משפחתו לאחר חשיפת האירועים, ועל כן יש מקום להסתפק בהטלת עונש מאסר בעבודות שירות.",	תסקירי שירות המבחן
SH-10-12-3158-571,"במסגרת ישיבת יום 12.1.12, ולאחר ששמעתי שני עדים לעניין העונש, החלטתי שלא לגזור את דינו של הנאשם באותה ישיבה, ולהפנותו פעם נוספת לשירות המבחן. בהחלטתי ציינתי את הדברים הבאים: ""בתיק זה קיימת מורכבות מסוימת בשלב גזירת הדין. מחד, מדובר בעבירות סחר בסמים חמורות. מאידך, מדובר בנאשם צעיר מאוד, נעדר הרשעות קודמות, אשר הודה והביע חרטה. תסקיר שירות המבחן ממליץ כי ככל שיוטל עונש מאסר בתיק זה, יהא זה בעבודות שירות. אינני יודע בשלב זה לאן פניו של התיק באשר לענישה, וסבורני כי יש עדיין, להשאיר את כל האופציות פתוחות"". בהמשך לדברים האמורים, הוריתי על עריכת תסקיר משלים ועל בחינת התאמתו של הנאשם לביצוע עבודות שירות.",	תסקירי שירות המבחן
SH-10-12-3158-571,"התסקיר המשלים (השני במספר) תיאר, בין היתר, שיחה שערך שירות המבחן עם אביו של הנאשם. האב תיאר את הזעזוע העמוק שעברה המשפחה נוכח מעצרו של הנאשם ותיאר את הערכים החיוביים עליהם גדל וגידל את משפחתו ואת הפער האדיר בין ערכים אלה למעשיו של הנאשם. האב מסר כי הנאשם ממוקד היום בעבודתו ומתכנן להקים משפחה, וכי בני המשפחה מעודדים אותו ועומדים לצדו בתהליך המשברי בו הוא נתון עקב ההליך המשפטי והשלכותיו. הנאשם עצמו ציין כי הוא רואה בהתמדתו בעבודה כביטוי ליכולתו להתארגן ולשקם את עצמו, וביטא ביטחון כי מעורבותו הפלילית הנוכחית היא חריגה ואחרונה. שירות המבחן חזר על עמדתו בשני היבטיה, הן זו הקשורה להיעדר המלצה טיפולית (נוכח עמדת הנאשם) והן זו הקשורה לסיום ההליך בתוצאה עונשית של מאסר בעבודות שירות.",	תסקירי שירות המבחן
SH-10-12-3158-571,"במסגרת ישיבת יום 5.6.12 עתר הסנגור לעריכת תסקיר משלים נוסף, שלישי במספר. הסנגור ציין כי הנאשם הביע הסכמה להשתתף בכל הליך טיפולי, ועל כן, גם נוכח גילו של הנאשם, יש מקום למצות את המהלך בפני שירות המבחן. בהחלטתי שניתנה באותה ישיבה ציינתי את הדברים הבאים: ""התיק שבפניי, ומבלי להיכנס להגדרות מילוליות כ-'מיוחד' או כ-'רגיל', מצדיק המתנה נוספת לגזירת דינו של הנאשם. אסביר כי הנאשם צעיר, נעדר הרשעות קודמות, ועל אף העבירות החמורות שביצע, סבורני כי טרם גזר הדין יש מקום למצות את המהלך הטיפולי. התסקיר אמנם מלמד על נטילת אחריות, אך מטעמים המפורטים בו, נעדר המלצה טיפולית, והבהרתי לנאשם את חשיבות הדברים במעמד הדיון. בנסיבות אלה, ומתוך כוונה ליתן הזדמנות לנאשם להסתייע בשירות המבחן, יידחה הדיון פעם נוספת לצורך עריכת תסקיר משלים"".",	תסקירי שירות המבחן
SH-10-12-3158-571,"לאור החלטתי דלעיל, הוגש לעיוני תסקיר משלים (שלישי) במסגרתו התייחס שירות המבחן להמשך התמדתו של הנאשם במסגרת התעסוקתית. עוד כלל התסקיר התייחסות לעמדת הנאשם, אשר הצהיר כי הוא נמנע ממעורבות בחברה שולית, עמה היה בקשר בעבר, וכי הוא ממוקד בבניית הקשר הזוגי שלו עם ארוסתו, עמה הוא מתכוון להתחתן בקרוב. הנאשם שב והדגיש את תפקודו החיובי במסגרת עבודתו ואת הזמן והכוחות המשמעותיים אשר הוא משקיע בכך, כשהוא רואה בהמשך העסקתו במקום עבודתו, על אף העבירות אותן ביצע, כביטוי לאמון שניתן בו מצד מעסיקו, המצביע על כוחותיו. שירות המבחן חזר פעם נוספת על עמדתו בדבר הימנעות מהמלצה טיפולית ובדבר האופן בו ראוי לסיים את ההליך.",	תסקירי שירות המבחן
