verdict,text,part
ME-19-02-37958-133,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",nothing
ME-19-02-37958-133,"ביום 2.10.19  הורשע הנאשם על יסוד הודאתו בעובדות כתב האישום, במסגרת הסדר טיעון פתוח, בביצוע עבירה של יבוא סם מסוכן – עבירה לפי סעיפים 13 ו-19א לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.",1.	רקע כללי
ME-19-02-37958-133,"על-פי האמור בכתב האישום, הנאשם קשר עם אחרים קשר לייבא סם מסוכן לישראל. בהמשך לקשר נסע הנאשם לאודסה, וקיבל שם סם מסוכן מסוג MDMA  במשקל נטו של 4,966 גרם, אותו הוא העביר לישראל מוסלק בתוך מזוודה. הנאשם הגיע עם הסם לנמל תעופה בן גוריון שם הוא נתפס.",1.	רקע כללי
ME-19-02-37958-133,"הנאשם נעצר תחילה למשך 65 יום, ולאחר מכן הוא שוחרר לטיפול גמילה בקהילת ""מלכישוע"". תסקיר שירות המבחן מלמד על כך שבמהלך תקופת שחרורו בתנאים עבר הנאשם תהליך גמילה ארוך ומשמעותי. תחילה שהה הנאשם בקהילת ""מלכישוע"" במשך למעלה משנה. לאחר מכן הנאשם עבר לגור בהוסטל ששייך לקהילת ""מלכישוע"", ולאחרונה הוא עבר לגור ב""דירת המשך"" של קהילת ""מלכישוע"". במהלך תהליך השיקום הנאשם לא רק נגמל מהתמכרותו לסמים אלא גם השתלב בעבודה, וכן החל להשלים את השכלתו במטרה להוציא תעודת בגרות מלאה. כיום הנאשם נמצא בקשר עם היחידה להתמכרויות של עיריית עפולה וממשיך לעבוד.",2.	תסקיר שירות המבחן
ME-19-02-37958-133,"כאמור, שירות המבחן התרשם שהנאשם עבר הליך השיקומי משמעותי מאוד, שהביא לשינוי עמוק בהתנהגותו של הנאשם. שירות המבחן עמד בתסקיר על נסיבות חייו הקשות של הנאשם, אשר עזב את החברה החרדית ובשל כך נתקה משפחתו את הקשר עמו, והוא נותר למעשה לבדו בעולם. שירות המבחן גם עמד על חשיבות השתלבותו של הנאשם בעבודה. לדברי שירות המבחן לנוכח העובדה שהנאשם עובד ומתפרנס למחייתו הוא חש לראשונה תחושת רווחה מסוימת בשל האפשרות להחזיר חובות שהוא צבר לאורך השנים. נציין שוב, כי במקביל לעבודתו לומד הנאשם בערבים לצורך השלמת בגרויות, וכי הוא כבר עבר בהצלחה חלק מהבחינות.",2.	תסקיר שירות המבחן
ME-19-02-37958-133,"לאור כל האמור ממליץ שירות המבחן שלא לגזור על הנאשם עונש של מאסר בפועל, זאת על רקע גילו הצעיר, עברו הנקי, תהליך השיקום שעבר והרצון שלא לחשוף אותו לחברה עבריינית. שירות המבחן מוסיף וממליץ שלא לגזור על הנאשם עונש של מאסר בעבודות שירות, זאת לנוכח מצבו הכלכלי הירוד של הנאשם. לדברי שירות המבחן הטלת עונש של עבודות שירות תפגע במקור פרנסתו של הנאשם, ובשים לב לכך שאין לו תמיכה משפחתית, הדבר עלול להביא לנסיגה משמעותית בתהליך השיקומי. שירות המבחן הדגיש שהנאשם זקוק לכסף שהוא מרוויח מעבודתו לשם סיפוק צרכיו הבסיסיים ביותר ובכלל זה  דיור ותזונה. לאור כל זאת ממליץ שירות המבחן לגזור על הנאשם עונש של שירות לתועלת הציבור בהיקף של 340 שעות. כן ממליץ שירות המבחן להטיל על הנאשם צו מבחן שבמסגרתו הוא ישתלב בטיפול ביחידה להתמכרויות בעפולה, יערך מעקב אחר המשך גמילתו מהסמים, והוא יזכה להכוונה במסגרת מיזם ""מקושרים"".",2.	תסקיר שירות המבחן
ME-19-02-37958-133,"במסגרת הסדר הטיעון הוסכם כי המאשימה תגביל את עצמה ותטען ל-27 חודשי מאסר בפועל כתחתית מתחם העונש ההולם. חרף זאת, לנוכח התסקיר החיובי מסכימה המאשימה, בנסיבות העניין הקונקרטי ובנסיבותיו של הנאשם הקונקרטי, כי מטעמי שיקום מוצדק לסטות כלפי מטה ממתחם העונש ההולם, ולגזור על הנאשם עונש של 9 חודשי מאסר בעבודות שירות. המאשימה ראויה לשבח על עמדתה זו. עם זאת, המאשימה סבורה כי לנוכח חומרת העבירה לא ניתן לקבל את המלצת שירות המבחן ולהסתפק בעונש של שירות לתועלת הציבור. באת כוח המאשימה הזכירה בהקשר זה שגם עונש של מאסר לריצוי בעבודות שירות הוא בבחינת עונש שיקומי.",3.	טענות המאשימה לעונש
ME-19-02-37958-133,"מטעם הנאשם העיד מר צביקה קיל. מר קיל העיד כי הוא מכיר את הנאשם מאז גיל 16 כאשר נותק הקשר בין הנאשם לבין משפחתו. לאחר ניתוק הקשר מר קיל סיפק לנאשם קורת גג, תחילה בביתו ולאחר מכן בדירה שהוא מפקח עליה. לדברי מר קיל לאחר מעצרו של הנאשם הוא שוחח עמו בטלפון לפחות פעם בשבוע, גם בתקופה שבמהלכה הוא שהה בקהילת ""מלכישוע"". מר קיל מציין שהוא נוכח לדעת שהנאשם השתנה לטובה במהלך תקופת השיקום, הוא התבגר וגדל. לדברי מר קיל הנאשם איננו אותו אדם שהוא הכיר לפני כן, ""הוא נמצא במקום הרבה יותר טוב בתפילה שהוא ימשיך ככה"".",4.	ראיות וטענות הנאשם לעונש
ME-19-02-37958-133,"בפתח טיעוניו הודה בא-כוח הנאשם למאשימה על עמדתה העונשית הראויה. עם זאת ביקש בא-כוח הנאשם שבית המשפט יאמץ את המלצת שירות המבחן במלואה. בהקשר זה הדגיש בא-כוח הנאשם שמדובר בנאשם צעיר, בודד בעולם ללא כל תמיכה משפחתית. בא-כוח הנאשם גם עמד בטיעוניו על החשיבות הרבה שיש לעבודתו של הנאשם. לדברי בא-כוח הנאשם אלמלא השכר שהנאשם מרוויח בעבודתו הנוכחית הוא לא היה יכול לכלכל את עצמו ולממן קורת גג לעצמו. אשר על כן, ועל רקע עברו הנקי של הנאשם והודאתו במיוחס לו, ביקש בא-כוח הנאשם שבית המשפט לא יגזור על נאשם עונש של מאסר לריצוי בעבודות שירות.",4.	ראיות וטענות הנאשם לעונש
ME-19-02-37958-133,בתום שמיעת הטיעונים לעונש השמיע גם הנאשם עצמו את דבריו.,4.	ראיות וטענות הנאשם לעונש
ME-19-02-37958-133,"הנאשם פתח ואמר שהוא מודע לכך שהוא עשה מעשה חמור. לדברי הנאשם הוא עבר שינוי גדול בשנתיים האחרונות, שינוי שהיה כרוך במאמצים לא פשוטים. הנאשם תיאר את השינוי הנפשי והרגשי שהוא עבר במהלך הליך השיקום, וכן את ההתקדמות הלימודית שהוא עשה במסגרת השיקום. הנאשם ציין שהוא נמצא היום במקום הרבה יותר טוב מזה שהוא היה בו אי פעם בחייו. הנאשם ביקש שבית המשפט לא יגזור עליו עבודות שירות כיוון שהדבר ישבש את עבודתו אשר מקנה לו יציבות בחיים. לסיכום ציין הנאשם שהוא למד את הלקח ולא יחזור שוב לבצע עבירות.",4.	ראיות וטענות הנאשם לעונש
