verdict,text,part
ST-21-10-7576-519,"פקודת התעבורה [נוסח חדש]: סע'  10.א, 40א(א)(1), 67",הנאשם -  בעצמו
ST-21-10-7576-519,"תקנות התעבורה, תשכ""א-1961 - לא מרובדות: סע'  33(א)",הנאשם -  בעצמו
ST-21-10-7576-519,"פקודת ביטוח רכב מנועי [נוסח חדש], תש""ל-1970: סע'  2(א)",הנאשם -  בעצמו
ST-21-10-7576-519,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973",הנאשם -  בעצמו
ST-21-10-7576-519,"הנאשם הורשע על פי הודאתו בעבירות של נהיגה בזמן פסילה, ללא רישיון נהיגה תקף בניגוד לסעיפים 67 ו- 10(א) לפקודת התעבורה [נוסח חדש], תשכ""א – 1961, נהיגה שלא בכביש (בשול הדרך) בניגוד לתקנה 33(א) לתקנות התעבורה ונהיגה ללא ביטוח תקף בניגוד לסעיף 2(א) לפקודת ביטוח רכב מנועי [נוסח חדש], תש""ל – 1970",רקע
ST-21-10-7576-519,"על פי עובדות כתב האישום ביום 06.10.2021 נהג הנאשם ברכב פרטי בכביש 6 וזאת בזמן פסילת רישיון נהיגתו בפועל למשך 6 חודשים, אשר הוטלה על ידי בית המשפט, ביום 30.06.2021, בנוכחותו. הנאשם הפקיד רישיונו ביום 30.09.2021. עוד באותן נסיבות נהג הנאשם ברכב ללא רישיון נהיגה תקף (תוקפו פקע ביום 03.08.16), ללא כיסוי ביטוחי, ונסע על שול הדרך.",רקע
ST-21-10-7576-519,"מתסקיר שירות המבחן עולה כי הנאשם בן 67, מתגורר בגפו ומתמודד עם מצב בריאותי, נפשי וכלכלי מורכב. הנאשם מוכר לשירות המבחן מאבחונים קודמים בעשור האחרון וכן מאבחון שנערך על ידם כעת בגין הרשעתו בתיק פלילי. הנאשם ריצה בעבר מאסרים בפלילי על רקע עבירות סמים ורכוש והציג כעת אישור לשימוש בקנביס רפואי. בהתייחס לעבירות נשוא כתב האישום – ציין הנאשם בפני קצינת המבחן כי נזקק לטיפול רפואי דחוף ולכן נהג. להתרשמות שירות המבחן הנאשם מתקשה להתייחס לדפוסיו השוליים ולהתנהלותו החוזרת ועוברת החוק, מקל בחומרת מעשיו ובסיכון בו העמיד עצמו ואחרים. עוד צויין כי סנקציות עונשיות שהוטלו בעבר לא הרתיעוהו. נוכח מצבו המורכב, החזרתיות הגבוהה בביצוע עבירות תעבורה והעדר תובנה באשר לחומרת מעשיו, נמצא הנאשם לא מתאים לטיפול בשירות המבחן, אשר לא בא בהמלצה שיקומית בעניינו.",רקע
ST-21-10-7576-519,"מחוו""ד הממונה על עבודות השירות מיום 27.02.2022 עולה כי הנאשם לא נמצא מתאים  לריצוי מאסר בעבודות שירות בשל מצבו הרפואי ובשל אי הסכמתו.",רקע
ST-21-10-7576-519,"המאשימה בטיעוניה, הפנתה לחומרת צבר העבירות ולעברו הפלילי והתעבורתי של הנאשם, 
הנוהג משנת 80 ולחובתו 20 הרשעות קודמות. ציינה כי מדובר בעבירה שניה של נהיגה בזמן פסילה וכן עבירה שביעית של  נהיגה ללא רשיון נהיגה תקף. המאשימה הפנתה לגיליון הרישום הפלילי הכולל 10 הרשעות קודמות - בעיקר בעבירות על פקודת הסמים המסוכנים, בגינן ריצה מאסרים רבים וממושכים.",טיעוני הצדדים 
ST-21-10-7576-519,"המאשימה טענה כי מתחם הענישה לצבר העבירות בהן הורשע הנאשם נע בין 15 ימי מאסר בפועל ועד 20 חודשי מאסר בפועל, פסילה בפועל של 6-60 חודשים ורכיבים נוספים.",טיעוני הצדדים 
ST-21-10-7576-519,"המאשימה עתרה להטלת מאסר בפועל שלא יפחת משנה וחצי, פסילה שלא תפחת מ-5 שנים, תוך הפעלת פסילה מותנית במצטבר, מאסר על תנאי, פסילה על תנאי וקנס.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"ב""כ הנאשם ציין, כי הנאשם בן 67, במצב בריאותי רעוע בשל מחלת הסרטן בה לקה - מוכר כחולה אונקולוגי וסובל מתת משקל. גם מצבו הנפשי מורכב ולו רקע פסיכיאטרי. ציין כי הנאשם לקח אחריות על מעשיו והודה בעבירות המיוחסות לו בהזדמנות ראשונה.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"ב""כ הנאשם טען כי מתחם הענישה נע בין מאסר קצר שיכול וירוצה בעבודות שירות ועד מאסר בפועל בן 12 חודשים ויותר.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"ב""כ הנאשם ביקש מבית המשפט להפעיל את מידת הרחמים ולהמנע מהטלת עונש מאסר בפועל ולהסתפק בענישה הצופה פני עתיד וכן בענישה נלווית וזאת נוכח מצבו הבריאותי המורכב של הנאשם.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"עוד טען כי חרף חוו""ד הממונה אשר לא מצא את הנאשם מתאים לריצוי מאסר בדרך של עבודות שירות, הרי שבית המשפט יכול עדיין להשית עונש זה. ב""כ הנאשם ביקש להמנע מאפלייתו של הנאשם שאינו מתאים לריצוי עבודות שירות בשל מצבו הבריאותי לעומת כל נאשם בריא אחר שכן היה נמצא מתאים לריצוי מאסר בדרך של עבודות שירות.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"ב""כ הנאשם תמך טיעוניו בפסיקה.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"הנאשם, בדברי סיכום, ציין כי בעת האירוע היה במצב נפשי לא טוב וכי כעת אין לו רכב והוא לא מעוניין לנהוג ולכן לא יחזור על טעותו. הנאשם ביקש להתחשב בו.",המאשימה תמכה טיעוניה בפסיקה.
ST-21-10-7576-519,"הערכים המוגנים שנפגעו בעבירות שביצע הנאשם הם הגנה על שלום הציבור ובטחונו, כיבוד שלטון החוק והחלטות שיפוטיות, שמירת הסדר הציבורי, מניעת הכשלת עבודתן של רשויות אכיפת החוק ופגיעה בערך החברתי של חלוקת הנטל הכלכלי הכרוך בטיפול רפואי בנפגעי תאונות דרכים על כלל ציבור הנהגים על ידי תשלומי ביטוח.",מתחם העונש ההולם
ST-21-10-7576-519,ראו דברי בית המשפט העליון על החומרה שבעבירות של נהיגה בזמן פסילה וללא רשיון נהיגה:,מתחם העונש ההולם
ST-21-10-7576-519,"רע""פ 1211/12 אברהם ישראלי נ' מדינת ישראל (15.2.12):",מתחם העונש ההולם
ST-21-10-7576-519,"רע""פ 3878/05 יעקב בנגוזי נ' מדינת ישראל (26.5.05):",מתחם העונש ההולם
ST-21-10-7576-519,גם על חומרת העבירה של נהיגה ללא רישיון נהיגה תקף אין צורך להכביר מילים.,מתחם העונש ההולם
ST-21-10-7576-519,"עבירה זו היא בעלת דרגות חומרה משתנות ובהתאם משתנה רמת הענישה. כך למשל כשמדובר במי שמעולם לא הוציא רישיון, דרגת החומרה גבוהה שכן מדובר בנהג אשר מעולם לא עבר הכשרה ואינו מיומן ולכן בעצם נהיגתו מהווה סכנה לציבור המשתמשים בדרך.",מתחם העונש ההולם
ST-21-10-7576-519,"שונה המצב ביחס למי שעבר הכשרה והחזיק ברישיון, אך זה פקע או לא חודש בשל נסיבות שונות. במצב דברים זה, החומרה מתבטאת בעיקרה באי הציות לחוק.",מתחם העונש ההולם
