verdict,text,part
SH-21-03-10265-563,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",nothing
SH-21-03-10265-563,"הנאשם הורשע על פי הודאתו, ובמסגרת הסדר טעון בכתב אישום מתוקן, המייחס לו עבירות של החזקת סם לצריכה עצמית, לפי סעיף 7(א)+7(ג) סיפא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג-1973.",גזר דין (ללא הרשעה)
SH-21-03-10265-563,"על פי עובדות כתב האישום, ביום 19.9.19 בשעה 16:15 או בסמוך לכך, בביתו שברחוב מבוא הגבים 5 המעלה אדומים, החזיק הנאשם במגירה בסלון הבית 2 שקיות שקופות כאשר באחת מהן היו 3 כדורים של סם מסוג MDMA ובשנייה 12 כדורים של סם מסוכן MDMA.",גזר דין (ללא הרשעה)
SH-21-03-10265-563,הוסכם בין הצדדים כי הנאשם יופנה לשרות המבחן אשר יתייחס בין היתר לשאלת ההרשעה.,גזר דין (ללא הרשעה)
SH-21-03-10265-563,"ביום 9.3.2022 הוגש בעניינו של הנאשם תסקיר, אביא מתוכנו בתמצית: הנאשם בן 36, נשוי ואב לשני ילדים קטינים, עובד כמנהל מרכזי בריאות וספא ברשת בתי מלון. הנאשם סיים 14 שנות לימוד, עם תעודת הנדסאי אלקטרוניקה. לאחר סיום לימודיו התגייס לצה""ל ושירת ביחידת דובדבן. לאחר שנתיים של שירות צבאי, שוחרר. לדבריו, לאחר שחלה ירידה בתפקודו בעקבות פטירת סבו לאחר תקופת מחלה וגירושי הוריו. הנאשם תיאר את שחרורו מצה""ל כאירוע משמעותי אשר השפיע על דימויו העצמי ועל תחושת מסוגלותו. עוד הוסיף, כי כיום מבין כי היה עליו לשתף את מפקדיו בקשייו. הנאשם תיאר בפני שירות המבחן, כי לאחר שחרורו מהצבא, השלים בגרויות והחל לעבוד כמדריך חדר כושר, בהמשך כמפעיל בריכה, וכן במהלך השנים צבר ניסיון בניהול תחומים אלו, כאשר כיום, מנהל את מרכזי הבריאות ברשת בתי מלון.",	תסקיר שירות המבחן
SH-21-03-10265-563,"באשר למצבו הבריאותי, מסר הנאשם, כי בשנת 2020 נפצע בידו בעקבות תאונה אשר התקשה לפרט אודותיה. לדבריו, הושתלו לו ברגים בידו והוא מדווח על כאבים וקשיים משמעותיים בתפקוד. בשל כאביו, נוטל קנאביס רפואי. (הנאשם הציג בפני שירות המבחן מסמכים רפואיים ורישיון לקנאביס רפואי).",	תסקיר שירות המבחן
SH-21-03-10265-563,"בהתייחס לעבירה הנוכחית, הנאשם לקח אחריות מלאה על ביצועה. הנאשם תיאר כי ברקע לביצועה, משבר נפשי שחווה בעקבות מחלת הסרטן של אשתו. בתסקיר מובאים גורמי הסיכון בהם הרקע בו צמח, משברים שחווה, וכן התרשמותם כי בעת מצוקה התקשה לראות חלופה אפשרית אחרת להתנהלותו. מנגד, ובבחינת גורמי סיכוי צוין, כי הנאשם הינו בחור צעיר נעדר עבר פלילי, ללא דפוסים עברייניים. בנוסף ולהתרשמותם, הנאשם בעל יציבות הן תעסוקתית והן משפחתית, אשר מביע רצון לנהל אורח חיים תקין ושומר חוק. הנאשם מביע עמדות נורמטיביות ותומכות חוק וניכר כי ההליכים המשפטיים מהווים עבורו גורם הרתעתי. כל אלו מהווים להערכת שרות המבחן גורמי סיכוי לשיקום.",	תסקיר שירות המבחן
SH-21-03-10265-563,"שרות המבחן ממליץ לבטל את ההרשעה, מאחר והיא עלולה לפגוע בתדמיתו החיובית של הנאשם כאדם יציב ושומר חוק, כאשר התרשמותם הינה, כי הוא פועל לשמור על התנהלות תקינה ונורמטיבית. בנוסף, יש בהרשעה לגרום פגיעה אפשרית במקום עבודתו. שרות המבחן ממליץ להטיל על הנאשם ענישה חינוכית שיקומית בדמות צו שירות לתועלת הציבור בהיקף של 150 שעות, לצד התחייבות.",	תסקיר שירות המבחן
SH-21-03-10265-563,"המאשימה ציינה בטיעוניה, כי הנאשם אינו עומד בתנאים שנקבעו בהלכת כתב בכל הנוגע לסוגיית ההרשעה. בעניין הנסיבות הקשורות בביצוע העבירה הפנתה המאשימה לסוג הסם בו החזיק הנאשם, וכמותו. הוסף, כי לא הוכח שהנאשם ייפגע פגיעה ממשית וקונקרטית. וכי אין די בהמלצת שרות המבחן, אף אם המדובר בעבירה יחידה של הנאשם, או פגיעה בתדמיתו. אלו, כך לדבריה, אינם יכולים להוות שיקולים מספקים בעניין זה. נוכח זאת, עתרה להטיל על הנאשם, שירות לתועלת הציבור לצד מאסר על תנאי, קנס והתחייבות.",	תמצית טיעוני הצדדים
SH-21-03-10265-563,"הסנגור ציין בטיעוניו, כי הנאשם עומד בכלל התנאים שנקבעו בהלכת כתב. על פיו, יש בהרשעה כדי להשפיע על פעילותו של הנאשם ודימויו העצמי, ובניגוד לנטען על ידי המאשימה, זהו אחד מאותם תנאים שנקבעו במסגרת הלכה זו, ואף שירות המבחן מתייחס אליה כטעם לביטול ההרשעה. הסנגור ביקש לאפשר לנאשם להמשיך ולנהל אורח חיים נורמטיבי, כשרישומו נותר נקי, ובהתאם לאמץ את עמדת שרות המבחן.",	תמצית טיעוני הצדדים
SH-21-03-10265-563,הנאשם בסיום נטל אחריות על המעשה והביע צער על האירוע. הנאשם ביקש לשוב לשגרת חיים סדירה.,	תמצית טיעוני הצדדים
SH-21-03-10265-563,"המחלוקת הטעונה הכרעה במקרה דנן, נוגעת בשאלה האם בנסיבות המקרה קיימת הצדקה להורות על ביטול ההרשעה והעדפת רכיבי ענישה שיקומיים. לצורך הכרעה בסוגיה זו יש להביא בחשבון את הנתונים הבאים:",	דיון 
SH-21-03-10265-563,"הנאשם הודה ונטל אחריות על מעשיו. הנאשם כבן 36 אב לשני ילדים, נעדר עבר פלילי וזו הסתבכותו הראשונה והיחידה בפלילים. מאז ביצוע העבירה בתיק חלפו כשנתיים וחצי. מאז אותו אירוע לא נפתחו לנאשם תיקים נוספים.",	דיון 
SH-21-03-10265-563,"המדובר אומנם בהחזקת סם מסוכן מסוג MDMA שאינו מוגדר כסם קל, בכמות של 15 כדורים, ואולם בהתאם לתיקון שנעשה בכתב האישום המדובר בהחזקת סם שנועדה לצריכה עצמית.",	דיון 
SH-21-03-10265-563,"בהתייחס לנסיבות ביצוע העבירה, הרי שכעולה מתסקיר המבחן, ביצוע העבירה נעשה בזמנים בהם חווה הנאשם משבר נפשי בעקבות מחלת הסרטן של אשתו. הנאשם תיאר בתסקיר באופן כן את תחושותיו באותם זמנים משך תקופה ארוכה, ואת השתתפותו במסיבת טבע כדרך לפורקן רגשי ושחרור מהמצב בו היה נתון. בנסיבות אלו צרך סמים מסוג זה, כפי אלו שנמצאו בביתו.",	דיון 
SH-21-03-10265-563,"להתרשמות שרות המבחן, הנאשם הינו אדם בעל יציבות תעסוקתית ומשפחתית, אשר מביע רצון לקיים אורח חיים נורמטיבי. על פיהם, ההליכים המשפטיים מהווים גורם מרתיע עבורו.",	דיון 
SH-21-03-10265-563,"המלצת שירות המבחן הינה לסיום ההליך באי-הרשעה, להתרשמותם קיימת אפשרות לפגיעה בתחום עיסוקו. בנוסף, המדובר בעבירה יחידה אותה ביצע הנאשם, ויש בה כדי לפגוע בתדמיתו החיובית כאדם יציב ושומר חוק. לכך יש להוסיף את העובדה כי להרשעה בעבירה לפי פקודת הסמים המסוכנים ישנה משמעות מיוחדת והיא כשלעצמה עלולה לעיתים לגרום לנאשם נזק רב. בהקשר זה יש להוסיף כי קיימת בפסיקה בעת האחרונה מגמה של הגמשת הדרישה בדבר הוכחת נזק קונקרטי לעתידו התעסוקתי או השיקומי של נאשם. בבית המשפט העליון עלתה לדיון טענה, מוצדקת בבסיסה, שנאשמים צעירים הנמצאים בראשית גיבוש דרכם המקצועית, מתקשים להוכיח את הנזק המקצועי שייגרם מהרשעתם, שכן זה טרם ידוע. נקבע במסגרת אותה החלטה, כי אין מקום להתחשב בגיל הנאשם, בייחוד משום חומרת העבירות שעבר הנאשם באותו המקרה. (ראו: רע""פ 3989/15‏   שי גוזלאן נ' מדינת ישראל [פורסם בנבו] (9.8.15)).",	דיון 
SH-21-03-10265-563,"בהתאם להחלטה זו קבע הרכב בית המשפט המחוזי (מרכז-לוד) שמכאן יש ללמוד שבין שני הפרמטרים הנלקחים בחשבון לצורך בחינת שאלת אי ההרשעה, מתקיימת מעין ""מקבילית כוחות"", כאשר ככל שמעשי העבירה חמורים יותר, כך אין להסתפק בפגיעה כללית ועתידית, אלא נדרשת פגיעה קונקרטית, ברורה ומוחשית יותר, ולהיפך – ככל שמעשי העבירה קלים יותר, ניתן להסתפק בפגיעה כללית יותר, לרבות תוך התחשבות בעובדה שמדובר בצעירים המצויים בראשית דרכם ושעתידם עוד לפניהם, כל זאת בתנאי שמלכתחילה אכן המדובר בעבירה מהסוג ומהנסיבות המצדיקות בחינת האפשרות לוותר על ההרשעה מבלי שהדבר יפגע באופן חמור באינטרס הציבורי. (ראו: ע""פ 24457-03-15 פבל גוטרמן נ' מדינת ישראל [פורסם בנבו] (30.08.15) סעיף 69 לפסק הדין).",	דיון 
SH-21-03-10265-563,"בענייננו, אין חולק כי המדובר בעבירה שחומרתה ברף הנמוך מבין עבירות הסמים, ודאי בנסיבותיו הייחודיות של מקרה זה, ועל כן ניתן לקבוע כי הדרישה להוכחת נזק ממשי וקונקרטי במקרה דנן הינה מופחתת, ודי בטעמים שהובאו לעיל, כדי לבסס מסקנה מספקת בנסיבות העניין לפגיעה כללית בעתידו התעסוקתי של הנאשם, המצדיקה את ביטול ההרשעה.",	דיון 
SH-21-03-10265-563,"אף בהתאם למבחנים הנוספים שנקבעו בפסיקה ניתן לטעמי לקבוע כי ניתן לסיים את ההליך באי-הרשעה. מבחינת האינטרס הציבורי, הרי שאין המדובר ברף חומרה של עבירה אשר יש בו כדי למנוע אפשרות לסיום ההליך באי-הרשעה, ואף מדיניות הענישה הנוהגת במקרים דומים מעלה כי על-פי רוב מוטלים על נאשמים עונשים צופי פני עתיד, כעתירת המאשימה כעת, ולעתים צו של""צ ו/או קנס כספי.",	דיון 
SH-21-03-10265-563,"ממכלול הטעמים שהובאו לעיל, ראיתי לאמץ את עמדת ההגנה ולהורות על סיום הליך באי-הרשעה, זאת לצד צו של""צ וחתימה על התחייבות.",	דיון 
SH-21-03-10265-563,"אשר על-כן, הנני מורה כדלקמן:",	דיון 
SH-21-03-10265-563,"הרשעת הנאשם בדין מבוטלת, וההליך מסתיים באי-הרשעה, תוך קביעה שהנאשם ביצע את עבירה של החזקת סם לצריכה עצמית.",	דיון 
SH-21-03-10265-563,צו שירות לתועלת הציבור בהיקף של 150 שעות. שירות המבחן מתבקש להגיש תכנית שירות לתועלת הציבור לאישור בית-המשפט בתוך 30 יום.,	דיון 
SH-21-03-10265-563,"התחייבות בסך 2000 ₪ להימנע מביצוע העבירה בה הורשע בכתב האישום המתוקן וזאת למשך שנה מהיום. רשמתי לפניי את התחייבות הנאשם בע""פ.",	דיון 
