verdict,text,part
SH-21-10-67473-712,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13, 19.א, 19 א, 37א",nothing
SH-21-10-67473-712,"חוק העונשין, תשל""ז-1977: סע'  40 יא', 40 יג'",nothing
SH-21-10-67473-712,"הנאשם הורשע על פי הודאתו, ובמסגרת הסדר טיעון, בכתב אישום מתוקן המייחס לו עבירות של סחר בסם מסוכן לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג – 1973 (להלן: ""פקודת הסמים"") ובעבירה של החזקת סם שלא לצריכה עצמית לפי סעיף 7(א)+ (ג) רישא לפקודת הסמים.",	כתב האישום
SH-21-10-67473-712,"בהתאם למתואר בכתב האישום, ביום 19.10.21, בשעה 16:00 לערך, ניגש הנאשם לרכבו של אדם בשם ואיל טוויל ברחוב חליל ג'ובראן בשכונת בית חנינה בירושלים, ומסר לו סם מסוג חשיש עטוף בנייר כסף במשקל 1.39 גרם, ובתמורה קיבל מטוויל סך של 50 ₪.",	כתב האישום
SH-21-10-67473-712,"באותן נסיבות, הסתיר הנאשם בפח האשפה במקום סם מסוכן מסוג חשיש במשקל כולל של 35.42 גרם, כאשר הסמים מחולקים ועטופים בנייר כסף. כמו כן על הפח האמור הניח הנאשם שקית ובה 6 אריזות פלסטיק שהכילו יחד 17.15 גרם של סם מסוג f4-mdmb-butinaca, שהוא נגזרת מבנית של הסם המסוכן אינדזול קרבוקסאמיד.",	כתב האישום
SH-21-10-67473-712,"הנאשם צירף תיק נוסף 17760-10-20 במסגרתו הורשע בכתב אישום מתוקן, בביצוען של שתי עבירות של סחר בסם מסוכן, לפי סעיפים 13 בצירוף 19 א לפקודת הסמים המסוכנים.",	כתב האישום
SH-21-10-67473-712,"על פי הנטען באישום הראשון שבכתב האישום, ביום 28.11.2018 בשעה 16:50 לערך, הגיע שוטר סמוי לשכונת בית חנינה וביקש משניים שזהותם אינה ידועה, לרכוש סמים בסך 100 ₪. מספר דקות לאחר מכן, ניגש הנאשם לרכבו של השוטר הסמוי, ונתן לו סם מסוכן מסוג MDMA במשקל 2.69 בתמורה ל-100 ₪.",	כתב האישום
SH-21-10-67473-712,"על פי הנטען באישום השני, ביום 3.12.2018 בשעה 16:15 הגיע השוטר הסמוי לבית חנינה ופגש בנאשם. השוטר ביקש לרכוש מהנאשם סם מסוג חשיש ושתי טבליות MDMA תמורת 200 ₪. הנאשם ניגש למקום סמוך, ולאחר זמן קצר שב לרכבו של השוטר, ומסר לו סם במשקל 2.61 גרם נטו, ושתי טבליות MDMA בתמורה ל-200 ₪.",	כתב האישום
SH-21-10-67473-712,"לנאשם רישום בודד משנת 2017 בעבירה של החזקת סכין למטרה לא כשרה, בגינה ריצה מאסר למשך 3 חודשים לצד ענישה נלווית.",	רישום פלילי קודם:
SH-21-10-67473-712,"בעניינו של הנאשם הוגש תסקיר אביא מתוכנו בתמצית: הנאשם כבן 28, רווק, קודם למעצרו הנוכחי התגורר עם אמו בשכונת הר הזיתים בירושלים ולא היה משולב במסגרת תעסוקתית. לפני כחמש שנים נפטר אביו בגיל 42 והותיר אחריו חובות אשר הוא ואחיו נאלצו לשלם. הנאשם ציין, כי אמו עקרת בית, ללא תעודת זהות ישראלית ומשכך מסייע לה כלכלית בהוצאות הבית.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"הנאשם סיים 10 שנות לימוד, בשל הצורך לצאת לעבודה ולסייע בפרנסת הבית. משירות המבחן עולה, כי עם עזיבת ספסל הלימודים, הנאשם החל לעבוד בדוכן ירקות, ואת משכורתו בשעתו העביר לאביו. לאחר מכן עבד בחברת ""תנובה"". בהמשך, עבד משך 3 שנים בבית מלון בים המלח בעבודות אחזקה, עד שנאלץ לעזוב בשל מיתון שהחל עם פרוץ מצב החירום בעקבות התפרצות נגיף הקורונה. מאז התקשה למצוא מסגרת תעסוקה קבועה.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"באשר לשימושו בסם, מסר הנאשם בשרות המבחן, כי משנת 2012 נחשף והחל להשתמש בתדירות יומיומית בסם מסוג ""נייס גאי"". ועל אף תלותו בסם וניהול אורח חיים התמכרותי, ציין כי במסגרת מעצרו הנוכחי הפסיק את השימוש באופן עצמאי.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"בהתייחסו לעבירה נשוא ההליך, תיאר הנאשם כי על רקע שימושו בסם הכיר אדם ש""ניצל"" את תמימותו ומצבו הכלכלי המורכב והציע לו לסחור בסמים כדרך פרנסה, וכי הוא התפתה לאפשרות של רווח קל ומהיר. עוד מסר, כי שב ופנה ל""פתרון"" זה במהלך מספר תקופות בחייו, בהן היה נעדר מסגרת תעסוקה ומקור פרנסה לגיטימי.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"שירות המבחן ציין בגורמי הסיכון את הקשיים הרגשיים ונסיבות החיים המורכבות עמן מתמודד הנאשם מגיל צעיר, לימודית, חברתית וכלכלית וכן את היותו נעדר תמיכה משפחתית. עוד צוינה נטייתו להדחקת קשיים והתמודדויות וגישתו האמביוולנטית כלפי הצורך הטיפולי באופן שהוביל בעבר לשימוש התדיר בסמים ועלול להוביל להישנות המעשים ולחזרה לשימוש בסמים. מצד שני תוארו כגורמי סיכוי, שאיפותיו החיוביות, כוחותיו התפקודיים הכוללים עבודה אינטנסיבית לצורך פרנסת המשפחה. עוד תואר שהנאשם החל להחזיק בתפיסות נורמטיבית, מאז מעצרו הפיק לקחים מתאימים ואינו צורך סמים.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"שרות המבחן התרשם, כי מדובר בצעיר אשר פיתח דפוסי שימוש לרעה בסמים, כאמצעי לא בונה להתמודד עם קשייו, מבטא קושי בוויסות דחפיו והתנהגותו. שרות המבחן ניסה לבחון אפשרויות של שילוב הנאשם במסגרות טיפוליות כוללניות, ואולם הנאשם הביע מוכנות להיעזר בגורמי טיפול באופן שהוא יבחר את התוכנית הטיפולית המתאימה.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"נוכח כל האמור, הומלץ, כי תופנה תשומת לב שירות בתי הסוהר לבחינת אפשרות שילובו של הנאשם בהליך שיקומי במסגרתו של שב""ס.",	תסקיר שירות המבחן:
SH-21-10-67473-712,"המאשימה בטיעוניה הפנתה לכתב האישום העיקרי ולתיק המצורף, העבירות בהן הורשע הנאשם, וכן הערכים המוגנים בהם פגע הנאשם במעשיו. המאשימה התייחסה בטיעוניה לפסיקה הנוהגת בנסיבות דומות, בהן הוטלו על נאשמים עונשי מאסר. בהתייחס למתחם צוין, כי בתיק העיקרי הוא נע על ציר שבין 8-18 חודשי מאסר בפועל, ובתיק שצורף בין 6-12 חודשים לכל אחד מהאישומים. המאשימה ביקשה, כי מתחמים אלו יופעלו באופן נפרד, נוכח הכללים שהתוו בהלכת ג'בר. עסקאות המבוצעות בריחוק זמנים, ללקוחות שונים ובנסיבות שאינן דומות.",	תמצית טיעוני הצדדים:
SH-21-10-67473-712,"המאשימה ציינה לזכות הנאשם את העובדה, כי הודה, צירף תיק נוסף וחסך בכך זמן שיפוטי. מאידך, הפנתה לעברו הפלילי, וכן לתוכנו של התסקיר. בהקשר זה צוין, כי מהתסקיר עולה תמונה עגומה של אדם אשר התמכר לסמים מגיל צעיר ופנה לסחר בסמים לצורך רווח קל. עוד ציינה, כי מסקנתו הסופית של שרות המבחן ,שלא להמליץ על מסגרת טיפולית שלא מחוץ לכותלי הכלא.",	תמצית טיעוני הצדדים:
SH-21-10-67473-712,"המאשימה ביקשה לקבוע את עונשו של הנאשם בחלקו האמצעי של כל אחד מהמתחמים ולהטיל עליו מאסר שלא יפחת מ- 20 חודשים, לצד ענישה נלווית. עוד ביקשה, להכריז על הנאשם כסוחר סמים, לחלט ולהשמיד את המוצגים וכן להטיל עליו פסילה ופסילה על תנאי בהתאם לקבוע בסעיף 37א לפקודת הסמים המסוכנים.",	תמצית טיעוני הצדדים:
SH-21-10-67473-712,"הסניגור ציין, כי באף לא אחד מהאישומים בהם הורשע הנאשם נעשה שימוש ברכב, כך שעתירת המאשימה להורות על פסילתו של הנאשם אינה במקומה. לחילופין נטען, שככל ובית המשפט ייעתר לכך, יש להטיל פסילה קצרה.",	תמצית טיעוני הצדדים:
SH-21-10-67473-712,"הסניגור הוסיף, כי עבירות הסחר בהן הורשע הנאשם הינן ברמת חומרה נמוכה, נוכח הכמות המזערית שנמכרה, סוג הסם, וכן כמות הסם שנתפסה. הוסף, כי בתיק שצורף המדובר בשתי עבירות של סחר וקיימת בו קיימת סמיכות זמנים, כאשר העבירות בוצעו כלפי אותו סוכן. הסנגור הוסיף, כי כתב האישום הוגש כשנתיים מעת האירוע, ואף לכך יש ליתן משקל במסגרת שיקולי הענישה. בהתייחס לתסקיר צוין, כי בשל נסיבות חייו התפתה הנאשם לבצע את העבירות, וכי הנאשם אינו צורך סמים מאז מעצרו. הסנגור ביקש לקבוע מתחם אחד לשני האירועים, ולקבוע מתחם הנע על הציר שבין מאסר על תנאי ועד שנת מאסר.",	תמצית טיעוני הצדדים:
SH-21-10-67473-712,"הנאשם ציין בסיום, כי הוא מעוניין לחזור למסגרת עבודה ולפעול במסגרת החוק.",	תמצית טיעוני הצדדים:
