verdict,text,part,mapped_category
ME-23-04-8444-574,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 14, 19א",nothing,מידע אחר
ME-23-04-8444-574,"חוק העונשין, תשל""ז-1977: סע'  25, 144(ב2)",nothing,מידע אחר
ME-23-04-8444-574,"הנאשם הורשע, על פי הודאתו בכתב האישום המתוקן, במסגרת הסדר טיעון, בעבירות של תיווך לסחר בסם מסוכן, לפי סעיף 14 לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973 (להלן: ""הפקודה"") בצירוף סעיף 19א לפקודה, ושל ניסיון סחר בנשק, לפי סעיף 144(ב2) לחוק העונשין, תשל""ז-1977 (להלן: ""החוק"") בצירוף סעיף 25 לחוק.",רקע,עובדות המקרה
ME-23-04-8444-574,"במסגרת הסדר הטיעון לא הייתה הסכמה בין הצדדים לעניין העונש, וכל צד נותר חופשי בטיעוניו. הטיעונים לעונש נדחו עד להגשת תסקיר שירות המבחן בעניינו של הנאשם.",רקע,עובדות המקרה
ME-23-04-8444-574,"על פי עובדות החלק הכללי של כתב האישום המתוקן, נ.פ 447/21 שימש במועדים הרלוונטיים לכתב האישום המתוקן בתור ""סוכן"" מטעם משטרת ישראל (להלן: ""הסוכן""). בתקופת הפעלתו של הסוכן, נוצר קשר בין הסוכן לנאשם, זאת על רקע עיסוקו של הנאשם בסחר בסמים מסוג קוקאין. כמו כן, בין הסוכן לאדהם אלעזאמי (להלן: ""אדהם"") קיימת היכרות מוקדמת מספר שנים עובר למועדים הרלוונטיים בכתב האישום המתוקן. כפי שיפורט להלן, במסגרת הקשר בין הסוכן לנאשם, ביצע הנאשם יחד עם אדהם עסקאות בהם מכרו לסוכן סמים מסוכנים מסוג קוקאין בתמורה כספית גבוהה, וזאת תמורת עמלת תיווך אותה קיבל הנאשם מהסוכן. בנוסף, ניסה הנאשם למכור לסוכן כלי נשק.",רקע,עובדות המקרה
ME-23-04-8444-574,"כתב האישום המתוקן חובק שני אישומים. על פי עובדות האישום הראשון לכתב האישום המתוקן, ביום 11.2.22 נפגשו הנאשם והסוכן בלוד. במהלך הפגישה שאל הנאשם את הסוכן כמה סם מסוג קוקאין הוא מבקש וציין, כי יש לו כל כמות שצריך. הסוכן ענה לנאשם כי הוא צריך 1 ק""ג. הנאשם אמר לסוכן כי כמות כזו תעלה לסוכן 200,000 ₪ במזומן או בין 250,000 ל-300,000 ₪ בתשלומים. בהמשך לאמור, במספר הזדמנויות עובר ליום 23.2.22, יצר הנאשם קשר עם הסוכן במטרה לוודא, כי הסוכן עדיין מעוניין ברכישת הקוקאין.",רקע,עובדות המקרה
ME-23-04-8444-574,"ביום 23.2.22 יצר הסוכן קשר עם הנאשם וביקש ממנו לרכוש כמות קטנה של סם מסוכן מסוג קוקאין לצורך בדיקת איכות הסם. הנאשם הציע לסוכן לרכוש את הקוקאין במחיר של 250 ₪ לגרם אחד, ובסופו של דבר סוכם כי הנאשם ימכור לסוכן 40 גרם של סם מסוכן מסוג קוקאין בסכום של 12,000 ₪.",רקע,עובדות המקרה
ME-23-04-8444-574,"בהמשך, ביום 24.2.22, נקבעה פגישה בין הנאשם והסוכן לצורך מימוש העסקה. הנאשם נפגש עם הסוכן בתחנת דלק ""פז"" ויסוצקי ברחוב אבא הלל סילבר בלוד (להלן בשני האישומים: ""תחנת דלק ""פז"" ""), שם עבר הסוכן לשבת ברכבו של הנאשם והשניים נסעו יחד לרכוש את הסם. בהמשך, במיקום שאינו ידוע במדויק למאשימה, באזור לוד, נפגשו הסוכן והנאשם עם אדהם. במהלך הפגישה הבינו אדהם והסוכן כי קיימת ביניהם היכרות מוקדמת, ואדהם אמר כי ייסע להביא לסוכן 40 גרם של קוקאין ""איכותי"".",רקע,עובדות המקרה
ME-23-04-8444-574,"לאחר כחצי שעה, נפגשו אדהם, הנאשם והסוכן בתחנת הדלק ""סונול"" ברחוב אבא הלל סילבר בלוד. אדהם נכנס לרכבו של הנאשם כשבהחזקתו 40.38 גרם של סם מסוכן מסוג קוקאין, ומסר את החבילה ובה הסם לסוכן, אשר מסר תמורת הסם לנאשם 10,000 ₪. כמו כן, במהלך הפגישה אמר הסוכן לנאשם ולאדהם, כי אם הקוקאין יהיה טוב, הוא יבקש לרכוש קילו קוקאין, ובתגובה אמר לו אדהם, כי הוא יכול למכור לו קוקאין בכל כמות ובכל זמן, וקבעו להמשיך את הקשר ביניהם. בסמוך לשעה 19:00 נסעו הנאשם והסוכן לתחנת הדלק ""פז"". כשהגיעו לרכבו של הסוכן, הסליק הנאשם את הסם בתא המטען של רכב הסוכן, וקיבל מהסוכן סכום של 500 ₪ בתמורה לפועלו.",רקע,עובדות המקרה
ME-23-04-8444-574,"בהמשך למתואר, לאחר שהסוכן אמר לנאשם כי הוא מרוצה מהסם שנמכר לו, שוחחו הנאשם והסוכן במספר הזדמנויות בקשר לרכישת סמים בכמות גדולה יותר. ביום 7.3.22 התקשר הסוכן לאדהם וביקש לרכוש חצי ק""ג קוקאין כפי שסיכמו עובר לאותו יום. במהלך השיחה סוכם כי תמורת הסם יעביר הסוכן לנאשם ולאדהם 110,000 ₪. בהמשך, שוחח הנאשם עם אדהם על מנת להשיג מחיר זול יותר אך ללא הצלחה. הסוכן, הנאשם ואדהם קבעו להיפגש ביום 8.3.22 בשעה 14:00 בבית אדהם בלוד.",רקע,עובדות המקרה
