verdict,text,part,mapped_category
ME-16-06-44840-433,"הנאשם, יליד 1993, הודה והורשע בכתב אישום שתוקן במסגרת הסדר טיעון בעבירות של נשיאת נשק לפי סעיף 144(ב) לחוק העונשין התשל""ז-1977 (להלן: חוק העונשין), החזקת נשק לפי סעיף 144(א) לחוק וסיוע לנסיון לתקיפה לפי סעיפים 379 + 25 + 31 לחוק. לא היתה הסכמה לעניין העונש, אם כי המאשימה לא התנגדה לשלוח את הנאשם לקבלת תסקיר של שירות המבחן.",העובדות וטענות הצדדים,עובדות המקרה
ME-16-06-44840-433,"על פי כתב האישום המתוקן, קיים סכסוך בין חברו של הנאשם אלירון גולד לבין אחרים, ביניהם רן ויוני אברג'יל ונתי קורקוס. עובר ליום 3.5.16 קיבל הנאשם לידיו והחזיק במקום מסתור שני רימוני הלם ורימון גז (להלן: הרימונים). בתאריך 5.6.16 נאמר לאלירון כי האחרים נמצאים ברחוב האפרסמון בירושלים. הוא קרא לנאשם ולחברים נוספים, הנאשם הצטייד ברימונים וכולם נסעו לרחוב האפרסמון. הנאשם מסר לאלירון את רימון הגז והסביר לו כיצד להשתמש בו. מאוחר יותר השליך הנאשם את רימון הגז לעבר רן אברג'יל . הנאשם נטל את שני רימוני ההלם והטמינם במקום סמוך. ביומיים שלאחר מכן העבירם בין שני מקומות מסתור נוספים. במסגרת הסדר הטיעון הוסכם גם שעבירת הסיוע לנסיון התקיפה התבטאה רק בכך שהנאשם הביא לזירה את הרימונים והסביר לאלירן איך להשתמש ברימון הגז.",העובדות וטענות הצדדים,עובדות המקרה
ME-16-06-44840-433,"ב""כ המאשימה טענה כי מעשי הנאשם פוגעים בערכים של שלום הציבור, בטחון הציבור ובטחון האדם הפרטי, וכי מדובר בעבירות חמורות שיש בהן פוטנציאל לגרימת נזק קטלני, ממשי וישיר, ועל כן הן מצדיקות ענישה משמעותית. היא הפנתה לפסיקה בעבירות נשק בכלל ובנוגע לרימוני הלם בלבד, ובעקבותיה טענה כי גם אם הסכנה ברימון הלם פחותה משל רימון רסס, עדיין מדובר בנשק שבכוחו לגרום לפציעה ולנזק. ב""כ המאשימה הפנתה לפסיקה וכן להנחיות פרקליט המדינה בנוגע לעבירות נשק, שממנה עולה כי יש להעלות את רמת הענישה בשל החומרה הרבה בעבירות אלו, ואין לראות טענה שהנשק הוחזק להגנה עצמית כמצדיקה סטיה ממתחם המוצא.",העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,על סמך אלה טענה למתחם הנע בין שנה אחת לבין שלוש שנות מאסר.,העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,"באשר לעונש בתוך המתחם טענה התובעת כי הנאשם הודה כבר בחקירה ולאחר מכן בבית המשפט, אך מאידך הוא בעל עבר פלילי בעבירת אלימות ונדון לעבודות שירות. היא התייחסה לתסקיר שירות המבחן, לתמונה המורכבת לגבי חייו של הנאשם, לנטילת האחריות החלקית ולסיכון להישנות התנהגות עוברת חוק. לאור כל אלו ביקשה למקם את הנאשם ברף האמצעי תחתון של המתחם, ולהטיל עליו חמישה עשר חודשי מאסר בפועל, מאסר על תנאי וקנס, וכן לחלט את כלי הנשק שנתפסו.",העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,"ב""כ הנאשם טען כי הפסיקה אליה הפנתה התובעת, כמו גם הנחיות פרקליט המדינה, מתייחסים לנסיבות חמורות בהרבה שאינן מתקיימות במקרה הנוכחי. לטענת ב""כ הנאשם במסגרת הנחיות פרקליט המדינה, מבחינת החומרה מיקומה של העבירה נמוך, ויש להביא בחשבון שהמעשה האקטיבי לא נעשה על ידו, ולא התקיים אקט של פיצוץ או רתיעה. הוא ביקש לקבל את המלצת שירות המבחן ולהטיל על הנאשם עונש של מאסר בעבודות שירות, וציין כי הנאשם השתלב במסגרת פיקוח מעצרים והשתתף בקבוצות טיפוליות בשירות המבחן.",העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,"עוד טען הסניגור כי כתב האישום נגד הנאשם נולד כספיח של פרשה גדולה שנחקרה, וחלקו של הנאשם על פי כתב האישום המתוקן מצומצם, ואינו כולל פעולה אקטיבית של הנאשם בחלק העיקרי של האירוע, הכולל את השימוש ברימון. הוא הדגיש כי בכתב האישום לא נטען שהנאשם נכח במקום בו נזרק הרימון, או שהיה מודע לסכסוך בין חברו אלירון לבין האחרים, וכי סכסוך זה כלל לא נגע אליו. הוא הפנה גם לתסקיר שהוגש, לרקע הקשה ממנו הגיע הנאשם, לגורמים שונים שהשפיעו עליו, לתהליך החיובי שעבר ולהמלצה החיובית לגבי העתיד. הוא הפנה לפסיקה וביקש, כאמור, להטיל על הנאשם עונש של מאסר בעבודות שירות כהמלצת שירות המבחן.",העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,"הנאשם עצמו הביע חרטה ואחריות מלאה למעשיו, וציין את השתתפותו בפגישות ובהליך הטיפולי.",העובדות וטענות הצדדים,טיעוני הצדדים
ME-16-06-44840-433,שירות המבחן הגיש תסקיר אודות הנאשם.,העובדות וטענות הצדדים,תסקיר שירות מבחן
ME-16-06-44840-433,"מהתסקיר עולה כי הנאשם בן למשפחה ערבית, אך גדל שנים רבות בסביבה יהודית, ומצוי בין העולמות. בתסקיר פרטים אודות הרקע והמצב המשפחתי של הנאשם, וכן הוזכרה תאונת דרכים שעבר הנאשם, שבגינה היה מאושפז חודשיים והוא נדרש לעבור ניתוח. עוד צויין בתסקיר כי הנאשם השתתף, במסגרת פיקוח מעצרים, בתכנית טיפולית בה התמיד במשך רוב התקופה, והדבר מצביע על יכולת לשיתוף פעולה ויציבות, כאשר הנאשם אף מבטא רצון לקיים אורח חיים נורמטיבי. עם זאת לנאשם הרשעות קודמות בעבירות אלימות וסמים, והוא התקשה להסביר את הסיבה להחזקת הרימונים נשוא תיק זה. קצינת המבחן התרשמה כי הנאשם מגלה ""מודעות מסויימת"" למצבו ולהשלכות של התנהגותו על המשך חייו, וכי  הצליח להשתלב בתכנית טיפולית ולהתמיד בה ""במידת מה"" והוא מבטא רצון לקיים אורח חיים נורמטיבי. לאור זאת המליצה קצינת המבחן  על המשך ההליכים הטיפוליים במסגרת צו מבחן, לצד עונש מאסר בעבודות שירות.",העובדות וטענות הצדדים,תסקיר שירות מבחן
