verdict,text,part,mapped_category
ME-18-06-36728-73,"חוק העונשין, תשל""ז-1977: סע'  144(ב), 334",nothing,מידע אחר
ME-18-06-36728-73,"הנאשם הורשע, על פי הודייתו, בעבירות של פציעה, לפי סעיף 334 לחוק העונשין, התשל""ז-1977 (להלן: החוק) ונשיאת נשק, לפי סעיפים 144(ב) רישא וסיפא לחוק, וזאת בהקשר לאירוע ירי  שהתרחש בכפר קרע ביום 24.5.18.",כללי,עובדות המקרה
ME-18-06-36728-73,הודיית הנאשם והרשעתו היו במסגרת הסדר טיעון שגובש לאחר שנשמעה עדות הנאשם. הסדר הטיעון כלל את תיקונו של כתב האישום והצדדים טענו לעונש באופן חופשי.,כללי,עובדות המקרה
ME-18-06-36728-73,"עוד במסגרת ההסדר, הובהר כי המאשימה לא תבקש להפעיל מאסר על תנאי מתיק קודם, לגביו נקבע כי הוא יחול בעבירת אלימות או רכוש מסוג פשע. כתב האישום בענייננו תוקן, על פני הדברים, בשים לב למאסר על תנאי לעיל – באופן שעבירת האלימות שיוחסה לנאשם הינה, כאמור, עבירת אלימות מסוג עוון.",כללי,עובדות המקרה
ME-18-06-36728-73,"בתקופה הרלוונטית עבד פלוני (להלן: המתלונן) בפנצ'רייה של משפחת עסלי בכפר קרע (להלן: העסק). ביום 24.5.18 בסמוך לשעה 13:45, התפתחה בקרבת העסק קטטה בין המתלונן לבין נוספים שזהותם אינה ידועה למאשימה, על רקע ויכוח בכביש בין המתלונן שנסע ברכבו לבין הנוספים שנסעו ברכב אחר (להלן: הקטטה). בהמשך, בסמוך לשעה 14:00 ועל רקע הקטטה, הגיע הנאשם יחד עם אחרים שזהותם אינם ידועה לעסק, כשהנאשם נושא על גופו אקדח שהוסתר תחת חולצתו. הנאשם ניגש למוסטפא עסלי - בעל העסק, על מנת לברר אם המתלונן נמצא במקום ומוסטפא השיב בשלילה. הנאשם המתין למתלונן וכעבור מספר דקות הגיע האחרון לעסק ברכבו יחד עם אחר. משהבחין במתלונן יוצא מרכבו באזור החניה הסמוכה לעסק, ניגש אליו הנאשם יחד עם אחרים שנכחו במקום, התקרב אליו באופן מאיים ואמר לו ""איך אתה עושה דבר כזה"" ו""איך אתה נותן לבן אדם ככה מכות"". בהמשך, ובעודו עומד במרחק קצר מאוד מהמתלונן, שלף הנאשם את האקדח וירה בו כדור אחד בירך רגלו הימנית. כתוצאה מכך, נגרם למתלונן פצע ירי בירך ימין והוא אושפז עד ליום 31.5.18.",כתב האישום המתוקן ,עובדות המקרה
ME-18-06-36728-73,"בגין מעשיו לעיל, הורשע הנאשם, כאמור, בפציעה, לפי סעיף 334 לחוק ובנשיאת נשק, לפי סעיף 144(ב) רישא וסיפא לחוק.",כתב האישום המתוקן ,עובדות המקרה
ME-18-06-36728-73,"המאשימה הגישה את גיליון הרישום הפלילי של הנאשם, ממנו עולה כי בשנת 2011 הוא הורשע בשוד בנסיבות מחמירות ועבירות נלוות אחרות. מדובר היה בשוד חלפן כספים שבוצע על ידי הנאשם ואחרים, במהלכו נורה החלפן בכתפו. הנאשם נדון ל 78 חודשי מאסר וכן הופעלו שני מאסרים על תנאי שהיו תקפים אותה עת, באופן שתקופת המאסר הכוללת היתה 8 שנים. לחובת הנאשם הרשעות נוספות שרובן בתחום האלימות והרכוש והוא ריצה, עוד טרם המאסר לעיל בגין עבירת השוד, שתי תקופות מאסר (20 חודשים ו 4 חודשים). כמו כן  ריצה הנאשם מספר תקופות מאסר קצרות יחסית במהלך מאסרו לעיל בעבירת השוד, חלקן במצטבר וחלקן בחופף. המאשימה ציינה כי בסה""כ הורשע הנאשם בלא פחות מ 23 תיקי פ""א. כמו כן הפנתה לפלט שב""ס, ממנו עלה כי הנאשם השתחרר מהמאסר לעיל בגין עבירת השוד ביום 20.7.17, קרי 10 חודשים בלבד לפני הסתבכותו הנוכחית.",ראיות הצדדים לעונש,ראיות לעונש
ME-18-06-36728-73,"מטעם הנאשם הוגשו תצלומים שנטען לגביהם כי הם מהעת האחרונה ובהם ניתן לראות, שוב על פי הטענה, את אחיו של הנאשם כשהוא פצוע ברגלו וכן את בית משפחת הנאשם ורכבים של המשפחה לאחר שנורו לעברם יריות. נטען כי לאחרונה ועל רקע סכסוכים שונים, נורו יריות לעבר בית ורכוש המשפחה וגם אחיו של הנאשם, כאמור, נפצע.",ראיות הצדדים לעונש,ראיות לעונש
ME-18-06-36728-73,"המאשימה עמדה על חומרת מעשי הנאשם – נטען, כי מדובר לא רק במי שנשא נשק שלא כדין, עבירה חמורה כשלעצמה, אלא אף עשה בו שימוש בנסיבות המקנות לאירוע חומרה יתרה. הנאשם בחר ""לפתור סכסוך"" לא לו בדרך אלימה ומסוכנת של ירי יזום מאקדח לעבר אדם. תחילה הגיע למקום האירוע והגם שהמתלונן לא היה שם, המתין לו ולאחר שהאחרון הגיע למקום, ניגש אליו הנאשם בצורה מאיימת ובאור יום, בנוכחות אנשים רבים, שלף את האקדח וירה ברגלו. המאשימה הפנתה לתעוזתו של הנאשם, לכך שמדובר כאמור בסכסוך שהוא לא היה צד לו, לכך כי רק בנס לא נפגע איש מהנוכחים הרבים שסבבו את המתלונן והיו ב""טווח אפס"" ממנו ולכך כי תוצאות האירוע היו יכולות להיות חמורות בהרבה ובמלים אחרות - פוטנציאל הנזק היה משמעותי.",תמצית טיעוני המאשימה לעונש,טיעוני הצדדים
ME-18-06-36728-73,"לאחר שהפנתה לערכים החברתיים שנפגעו – שלמות הגוף ובטחונו של האדם וההגנה על שלום הציבור, ולאחר שציינה כי הפגיעה בערכים אלה היתה משמעותית וכן סקרה פסיקה שלשיטתה מייצגת את רמת הענישה הנוהגת, עתרה המאשימה למתחם עונש הולם שינוע בין 2.5 ל 5 שנות מאסר.",תמצית טיעוני המאשימה לעונש,טיעוני הצדדים
ME-18-06-36728-73,"בנוגע לנסיבות שאינן קשורות בביצוע העבירה, הפנתה המאשימה לעברו הפלילי המכביד של הנאשם. כאמור, מדובר במי שלחובתו הרשעות במגוון עבירות רכוש ואלימות, ריצה מספר תקופות מאסר בפועל ובכלל זאת מאסר לתקופה ממושכת של כ 8 שנים. תקופות המאסר לעיל, שחרורו תקופה קצרה בלבד בטרם הסתבכותו האחרונה והעובדה שריחף מעל ראשו מאסר על תנאי לתקופה משמעותית של שנתיים (הגם שלא הופעל בסופו של דבר), לא הרתיעו אותו מלנקוט שוב באלימות חמורה כנגד אחר, והדבר מצביע על מסוכנותו הרבה ועל כך שיש להשית עליו, כך נטען, מאסר לתקופה ממושכת באופן שהוא יורחק מהחברה ובכך תופחת המסוכנות הנשקפת ממנו. משכך, עתרה המאשימה להשתת מאסר בפועל באזור העליון של המתחם שהוצע, בנוסף למאסר על תנאי לתקופה משמעותית וכן פיצוי לטובת המתלונן.",תמצית טיעוני המאשימה לעונש,טיעוני הצדדים
ME-18-06-36728-73,"בא כוח הנאשם לא התעלם מחומרת מעשיו של הנאשם. יחד עם זאת, הפנה למספר נתונים, הן בהקשר לנתוני האירוע והן בנוגע לנאשם עצמו, שיש בהם להקל בעונש. לגבי נתוני האירוע, הפנה בא כוח הנאשם לתיקון המשמעותי של סעיפי האישום בין כתב האישום המקורי לבין זה המתוקן. נטען כי התיקון נבע כתוצאה מקשיים ראייתיים שהתגלו תוך כדי ניהול ההליך. בנוסף, הפנה בא כוח הנאשם לכך כי חרף חומרת האירוע, הנאשם נשא אקדח ולא נשק אוטומטי, ירה קליע אחד בלבד לעבר המתלונן וגם זאת לכוון רגלו באופן שהנזק שנגרם היה חולף ולא נטען כי נותרה לו נכות. בא כוח הנאשם הפנה למספר פסקי דין, הן כאלה הנוגעים לנשיאת נשק בלבד וכאלה בנוגע לפציעה בלבד (שילוב של שני סעיפי העבירה אינו שכיח ו""נוצר"" לצרכי ההסדר במקרה קונקרטי זה), וטען למתחם שבין 6 חודשי מאסר ועד 24 חודשי מאסר.",תמצית טיעוני הנאשם לעונש ודבר הנאשם טרם גזר הדין,טיעוני הצדדים
ME-18-06-36728-73,"לגבי הנסיבות שאינן קשורות בביצוע העבירה, נטען כי חרף הנתונים העומדים לחובת הנאשם ובראשם עברו הפלילי, יש ליתן משקל של ממש לכך כי הוא אב לילדים קטנים שעל רקע מאסרו האחרון כמעט ולא זכו להכירו; לכך כי אמו סובלת מחוליים שונים; ולכך כי משפחתו סובלת מהתנכלויות מצד גורמים שונים. בהקשר האחרון נטען כי לאחרונה בוצע ירי לעבר בית המשפחה ואחיו של הנאשם שנושא בעול פרנסת המשפחה המורחבת נפצע. בנוסף, הפנה בא כוח הנאשם להודיית הנאשם שמשמעותה קבלת אחריות על מעשיו, שגם אם באה באיחור מסוים, מביאה לידי ביטוי את הכרת הנאשם בפסול שבמעשיו. הדבר אף הביא את הנאשם לנכונות לפצות את המתלונן חרף מצבה הכלכלי הקשה של משפחתו.",תמצית טיעוני הנאשם לעונש ודבר הנאשם טרם גזר הדין,טיעוני הצדדים
ME-18-06-36728-73,"בדבריו טרם העונש, מסר הנאשם כי הוא לוקח אחריות על מעשיו וביקש כי עונשו יהיה מתון בעיקר בשים לב למצב הכלכלי הקשה של משפחתו ולנוכח פציעת אחיו לפני זמן קצר.",תמצית טיעוני הנאשם לעונש ודבר הנאשם טרם גזר הדין,טיעוני הצדדים
ME-18-06-36728-73,"אין חולק אודות חומרת מעשיו של הנאשם. מדובר בנאשם שכלל לא היה מעורב בקטטה שקדמה לאירוע הירי. כאמור לעיל, במסגרת אירוע מקדים התפתחה קטטה בין המתלונן שנסע ברכב אחד לבין אחרים שנסעו ברכב אחר. זמן קצר לאחר הקטטה הגיעו הנאשם ואחרים למקום העבודה של המתלונן וזאת, כך עולה, כדי ""לסגור עמו חשבון"". ""סגירת חשבון"" כפי שהתרחשה הינה פסולה מן היסוד ומחייבת ענישה של ממש, והדברים נכונים ביתר שאת כאשר מתברר, כבמקרה דנן, כי הנאשם כלל אינו קשור, על פני הדברים, לאותה קטטה ובכל מקרה לא נכלל בין משתתפיה. כאמור, הנאשם חיכה בסמוך למקום עבודתו של המתלונן עד שהאחרון הגיע, כשהוא נושא על גופו אקדח שהוסתר תחת חולצתו וכשהגיע המתלונן למקום, ניגש אליו הנאשם, התקרב ופנה אליו באופן מאיים ואז, בעודו עומד במרחק קצר מאוד מהמתלונן, שלף את האקדח וירה בו כדור אחד בירך רגלו הימנית. כתוצאה מכך, נגרם למתלונן פצע ירי בירך ימין והוא אושפז למשך 8 ימים.",דיון ומסקנות,טיעוני הצדדים
