verdict,text,part,mapped_category
SH-23-09-35299-260,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א, 29(א), 37א(א)",nothing,מידע אחר
SH-23-09-35299-260,"חוק העונשין, תשל""ז-1977: סע'  40ט'",nothing,מידע אחר
SH-23-09-35299-260,פקודת התעבורה [נוסח חדש]: סע'  43,nothing,מידע אחר
SH-23-09-35299-260,"חוק המאבק בתופעת השימוש בחומרים מסכנים, תשע""ג-2013",nothing,מידע אחר
SH-23-09-35299-260,"הנאשם שלפני נותן את הדין בגין שתי עבירות של סחר בסם מסוכן בצוותא חדא, בניגוד לסעיף 13 ו- 19א, ביחד עם סעיף 29(א) לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973.",כתב האישום והסדר הטיעון,עובדות המקרה
SH-23-09-35299-260,"בהתאם לעובדות כתב האישום המתוקן ת/2, בהן הורשע הנאשם במסגרת הסדר טיעון, במועדים הרלוונטיים לעובדות כתב האישום, שימש השוטר נתנאל ליבוביץ כסוכן משטרתי (להלן: ""הסוכן"") בפעילות למיגור תופעת הסמים בעיר באר שבע (להלן: ""הפעילות"").",כתב האישום והסדר הטיעון,עובדות המקרה
SH-23-09-35299-260,"במועדים הרלוונטיים לעובדות כתב האישום, השתמש הסוכן בטלפון סלולרי שמספרו 054-6454608 ודים דנילוב (להלן: ""ודים"") השתמש בטלפון סלולרי שמספרו 055-3955795.",כתב האישום והסדר הטיעון,עובדות המקרה
SH-23-09-35299-260,"בתאריך 20.06.23 בשעה 12:40 התקשר הסוכן מהטלפון לטלפון הסלולרי של ודים אולם לא היה מענה. בהמשך לכך, בסמוך לשעה 12:56 התקשר ודים לטלפון של הסוכן והסוכן ביקש לקנות ""2 ב-300"" ודים אמר שיחזור אליו.",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"כשתי דקות לאחר מכן, התקשר ודים לסוכן דרך יישומון ה""וואטסאפ"" ואמר לו: ""אין בעיה אני אארגן אותך אבל תחתוך לי חתיכה מהמנה"".",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"בהמשך למתואר לעיל, קבעו ודים והסוכן להיפגש בקיוסק אלכסנדר בשכונה יעלים בבאר שבע (להלן: ""מקום המפגש"").",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"באותן הנסיבות, בסמוך לשעה 13:50 פגש הסוכן את ודים במקום המפגש וודים ביקש מהסוכן את הכסף ואמר לו שתכף ""הבחור בא"". כחמש דקות לאחר מכן, הנאשם לבדו ברכב מסוג קיה, ל.ז 30-522-72 (להלן: ""הרכב"") ונעצר בסמוך לוודים ולסוכן.",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"מיד לאחר מכן, ניגש ודים לרכב, מסר את הכסף המזומן לנאשם ונטל ממנו 2 מנות של סם מסוג קוקאין במשקל כולל של 0.28 גרם נטו (להלן: ""הסם"") אותן מסר לסוכן.",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"מיד לאחר מכן, ביקש ודים מהסוכן שיתלווה אליו לבניין סמוך ויתן לו חתיכה מהסם.",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"במעשים המתוארים לעיל, סחר ודים בסם מסוכן בצוותא חדא עם הנאשם מבלי שהדבר הותר לו בפקודה או מאת המנהל.",אישום מס' 1,עובדות המקרה
SH-23-09-35299-260,"בתאריך 21.06.23 בשעה 12:58 התקשר הסוכן לוודים דרך יישומון ""הוואטסאפ"" ואמר לו שהוא ""צריך כמו אתמול"". בתגובה, ביקש ודים לבדוק ואמר שיחזור אליו עוד מספר דקות.",אישום מס' 2,עובדות המקרה
SH-23-09-35299-260,"בהמשך, בשעה 13:18 התקשר ודים לסוכן ואמר לו: ""דיברתי איתו הוא 20 דקות פה, תבוא לקיוסק אלכסנדר"" (להלן: ""מקום המפגש"").",אישום מס' 2,עובדות המקרה
SH-23-09-35299-260,"באותן הנסיבות, בסמוך לשעה 13:30 הגיע הסוכן לקיוסק אלכסנדר ופגש בוודים.",אישום מס' 2,עובדות המקרה
SH-23-09-35299-260,"ודים והסוכן המתינו במקום המפגש ובמסוך לשעה 13:55, הגיע הנאשם לבדו ברכב מסוג קיה, ל.ז 30-522-72, חלף את מקום המפגש תוך שהוא מסמן לוודים שיפגוש אותו מעבר לכביש וודים ביקש מהסוכן את הכסף.",אישום מס' 2,עובדות המקרה
SH-23-09-35299-260,"באותן הנסיבות, העביר הסוכן לוודים כסף מזומן בסך 300 ₪. ודים ניגש לרכב ומסר לנאשם את הכסף ונטל ממנו 2 מנות של סם מסוכן מסוג קוקאין עטופות בניילון שקוף במשקל כולל של 0.28 גרם נטו (להלן: ""הסם""), אותן מסר לסוכן.",אישום מס' 2,עובדות המקרה
