verdict,text,part,mapped_category
ME-20-05-57813-98,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6",nothing,מידע אחר
ME-20-05-57813-98,"חוק העונשין, תשל""ז-1977: סע'  31, 51י(א)(1), 51י(א2)",nothing,מידע אחר
ME-20-05-57813-98,"הנאשם הודה והורשע בעובדות כתב אישום מתוקן בביצוע עבירה של סיוע לייצור, הכנה והפקה של סם מסוכן, לפי סעיף 6 לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973 וסעיף 31 לחוק העונשין, התשל""ז-1977.",רקע,עובדות המקרה
ME-20-05-57813-98,"לנאשם עבר פלילי בעבירות סמים ורכוש. בין היתר, הורשע בבית משפט השלום בקריות, בת""פ 69718-03-18 בעבירה של סיוע לגידול סמים ובעבירות סמים נוספות, וביום 17.2.2020 נדון לשישה וחצי חודשי מאסר בפועל לריצוי בעבודות שירות, שבעה חודשי מאסר על תנאי, שהינו בר הפעלה כאן, ורכיבי עונש נוספים. הנאשם לא החל בביצוע עבודות השירות נוכח מעצרו בתיק זה. כמו כן הורשע הנאשם בבית משפט השלום בקריות, בת""פ 29679-11-16 בהחזקת סם מסוכן שלא לצריכה עצמית, וביום 29.1.2020 נדון לחודשיים מאסר מותנה, שאף הוא בר הפעלה כאן.",רקע,ראיות לעונש
ME-20-05-57813-98,"כאמור בכתב האישום המתוקן, הנאשם סייע בגידול קנבוס, בכך שהגיע לשטח וטיפל בשתילי הקנבוס. כתב האישום המתוקן אינו מפרט כמה פעמים הגיע הנאשם לשטח הגידול ומה היה טיב טיפולו בשתילים. כן צוין בכתב האישום המתוקן כי ביום 13.4.20, רכש חומר לדישון שתילי הקנביס, וביום 3.5.20, השקה את השתילים. כמות הסמים שגידלו האנשים להם סייע הנאשם, כללה כ-2,740 שתילים, במשקל נטו של כ-270 ק""ג.",רקע,עובדות המקרה
ME-20-05-57813-98,"בנסיבות אלה סייע הנאשם בגידול לא חוקי של סם מסוכן, בהיקף רחב. הוא עשה זאת בעודו ממתין להתחיל את ריצוי עונש המאסר בעבודות שירות שנגזר עליו בגין תיק סמים קודם, וכן כשתלויים ועומדים נגדו עונשי מאסר מותנה בעטיין של עבירות סמים קודמות.",רקע,ראיות לעונש
ME-20-05-57813-98,"להשלמת התמונה אציין כי נאשם נוסף באותה הפרשה נדון לפני מותב אחר בבית המשפט המחוזי בחיפה, בת""פ 43301-03-21, והורשע בסיוע לייצור, הכנה והפקה לפי סעיף 6 לפקודת הסמים המסוכנים ובשהייה בישראל שלא כדין, בכך שלאורך תקופה של כחודשיים וחצי, במספר הזדמנויות, שהה באותו שטח הגידול כפי המפורט בכתב האישום שלפניי, ושמר על הסמים. בית המשפט המחוזי קבע את מתחם הענישה בעניינו כנע בין 20-7 חודשי מאסר, וגזר עליו עונש של 10 חודשי מאסר בפועל.",רקע,ראיות לעונש
ME-20-05-57813-98,"בעניינו של הנאשם הוגש תסקיר מטעם שירות המבחן שפירט את נסיבות חייו של הנאשם, נשוי כבן 34. בגיל שלושה חודשים הוא התייתם מאביו ולפני כעשור איבד את אחיו, שנרצח במועדון באילת. שירות המבחן התרשם כי לאורך השנים חבר הנאשם לחברה שולית, התנסה בסמים, ועל רקע קשייו וסביבתו החל לבצע עבירות פליליות. בעברו ניסיונות לשלבו בהליכים טיפוליים שלא הביאו לשיקום ולהימנעות מביצוע עבירות נוספות. בפגישתו עם קצינת המבחן בתיק זה הביע הנאשם מוטיבציה לערוך שינוי באורחות חייו ולהתחייב להליך טיפולי מעמיק, אולם נוכח התרשמותה כי מדובר במוטיבציה חיצונית ובשים לב לניסיון הטיפול שכשל בעבר, נמנעה מהמלצה טיפולית בעניינו וכן נמנעה מלהמליץ על הארכת תוקף המאסרים שתלויים ועומדים כנגדו.",רקע,תסקיר שירות מבחן
ME-20-05-57813-98,"הצדדים טענו לעונש והציגו את עמדתם לענישה ההולמת. המאשימה עתרה לקביעת מתחם ענישה שנע בין 24 ועד 40 חודשי מאסר בפועל. בנוסף עתרה לעונש של מאסר מותנה, פסילת רישיון נהיגה, פסילה מותנית, וקנס. המאשימה ביקשה לגזור את עונשו של הנאשם ברף העליון של המתחם, נוכח עברו הפלילי בעבירות סמים. כמו כן ביקשה לצבור את המאסרים המותנים זה לזה ולעונש שייגזר בתיק כאן, וכן להפקיע את עונש עבודות השירות שטרם רוצה כאמור, בעונש מאסר בפועל מאחורי סורג ובריח, תוך צבירה מלאה של עונש זה ליתר העונשים. הדיון בסוגית ההפקעה, נערך לפניי על פי הוראת סעיף 51י(א)(1) לחוק העונשין.",רקע,טיעוני הצדדים
ME-20-05-57813-98,"הסנגורים ביקשו להסתפק בעונש של מספר חודשי מאסר בפועל, תוך חפיפה בין העונשים נוכח קבלת אחריות מצד הנאשם על מעשיו, שיתוף הפעולה שלו והחיסכון בניהול ההליך המשפטי. עוד התייחסו לסוגיית ניכוי ימי המעצר מעונש המאסר שיומר מעבודות השירות, בתיק הקודם. לטענתם, יש מקום לפחות לחפוף בין העונשים משום שבמהלך הדיונים בבית משפט השלום, התגבשה ציפייה לניכוי תקופת המעצר, נוכח הסכמת המאשימה לניכוי כאמור, כעולה מפרוטוקול הדיון שהוצג לעיוני. הסנגורים הגישו פסיקה רבה לתמיכה בטענותיהם, לרבות בעניין מדיניות הענישה בעבירות דומות; מעמדו של שירות המבחן כגורם ממליץ לבית המשפט; מדיניות ענישה בהפעלת עונש מאסר מותנה; שיקול תקופת המעצר בפיקוח אלקטרוני במסגרת השיקולים לעונש; ופסיקה הנוגעת לטענה של אכיפה בררנית.",רקע,טיעוני הצדדים
